symbol,date,open,high,low,close,adj_close,volume,source
ABB,2025-01-01,6912,6947.7002,6846.25,6928.4502,6765.6328,74460,yahoo
ABB,2025-01-02,6910.5,6937.8999,6795,6891.7002,6729.7461,323524,yahoo
ABB,2025-01-03,6900,6931.8999,6767,6800.1499,6640.3472,149381,yahoo
ABB,2025-01-06,6800.0498,6826.9502,6573.7998,6620.2998,6464.7231,208851,yahoo
ABB,2025-01-07,6627.6499,6741.8999,6627.6499,6706.2002,6548.606,207775,yahoo
ABB,2025-01-08,6699.9502,6717.9502,6567.4502,6657,6500.561,162710,yahoo
ABB,2025-01-09,6638,6692,6457.5,6482.4502,6330.1138,193962,yahoo
ABB,2025-01-10,6480,6545.9502,6363,6415.6499,6264.8828,259956,yahoo
ABB,2025-01-13,6352,6383.8999,6080,6109.25,5965.6836,389091,yahoo
ABB,2025-01-14,6134.9502,6255.3999,6061.0498,6146.6001,6002.1558,254776,yahoo
ABB,2025-01-15,6190.4502,6229.9502,6106.7002,6193.75,6048.1978,252993,yahoo
ABB,2025-01-16,6238.1001,6353.0498,6220.2002,6308.25,6160.0068,170841,yahoo
ABB,2025-01-17,6300,6553.7002,6251.6499,6527.5,6374.1045,385172,yahoo
ABB,2025-01-20,6547.5498,6579.6499,6455.0498,6525.25,6371.9077,131130,yahoo
ABB,2025-01-21,6525.25,6542.2002,6263.3999,6281.2002,6133.5928,337700,yahoo
ABB,2025-01-22,6323.6499,6340,6114,6279.6499,6132.0791,303115,yahoo
ABB,2025-01-23,6279.6499,6488.9502,6260.2002,6330.25,6181.4902,243034,yahoo
ABB,2025-01-24,6360,6379.8999,6152.2998,6178.8999,6033.6968,145838,yahoo
ABB,2025-01-27,6100,6177.7998,6009,6083.2998,5940.3433,241956,yahoo
ABB,2025-01-28,6100,6184.75,5909.3999,5998.9502,5857.9756,270318,yahoo
ABB,2025-01-29,6015,6139.2002,6015,6110.8501,5967.2461,119869,yahoo
ABB,2025-01-30,6125,6133.9502,5678,5719.3501,5584.9463,854672,yahoo
ABB,2025-01-31,5740,5947.8501,5710.1001,5874.6499,5736.5962,511763,yahoo
ABB,2025-02-01,5920,5943.3999,5405,5499.5,5370.2622,510445,yahoo
ABB,2025-02-03,5480.1001,5499,5105.5,5197.3501,5075.2129,1444875,yahoo
ABB,2025-02-04,5271.3501,5650,5265,5629.5498,5497.2563,1337087,yahoo
ABB,2025-02-05,5676,5805.5498,5640.0498,5744.9502,5609.9443,699315,yahoo
ABB,2025-02-06,5794.9502,5874.3501,5642.25,5681.3999,5547.8877,384010,yahoo
ABB,2025-02-07,5712.7998,5758.8501,5601.0498,5685.75,5552.1353,284417,yahoo
ABB,2025-02-10,5674.9502,5724.2998,5558.5,5580.5,5449.3589,376402,yahoo
ABB,2025-02-11,5596,5596,5408.6499,5436.8501,5309.085,350160,yahoo
ABB,2025-02-12,5423,5510,5226.2998,5449.5498,5321.4863,348968,yahoo
ABB,2025-02-13,5450.1001,5569,5403.8999,5442.75,5314.8462,297830,yahoo
ABB,2025-02-14,5455,5495.9502,5223,5263.75,5140.0527,296054,yahoo
ABB,2025-02-17,5263,5275.9502,5142,5241.8999,5118.7158,252290,yahoo
ABB,2025-02-18,5440,5515,5093,5142.0498,5021.2124,3924895,yahoo
ABB,2025-02-19,5089.9502,5193.9502,5019.75,5123.8501,5003.4404,938108,yahoo
ABB,2025-02-20,5100,5356,5072,5344.6499,5219.0513,757479,yahoo
ABB,2025-02-21,5327,5365.9502,5185.0498,5291.3999,5167.0527,597090,yahoo
ABB,2025-02-24,5248.2002,5409,5194.8999,5389.9502,5263.2871,557026,yahoo
ABB,2025-02-25,5389,5391.8999,5241.4502,5301.7998,5177.208,415818,yahoo
ABB,2025-02-27,5301.7998,5317.7002,5105.2002,5144.7002,5023.8008,541660,yahoo
ABB,2025-02-28,5110,5119,4918,4935.3999,4819.4189,784607,yahoo
ABB,2025-03-03,4954.7998,5145,4890,5088.2998,4968.7251,558162,yahoo
ABB,2025-03-04,5000,5212,5000,5191.3999,5069.4028,506485,yahoo
ABB,2025-03-05,5100,5356,5100,5312.2998,5187.4614,445752,yahoo
ABB,2025-03-06,5342,5432,5283.6001,5370,5243.8057,532908,yahoo
ABB,2025-03-07,5370,5370.0498,5280,5326.5498,5201.377,482112,yahoo
ABB,2025-03-10,5328,5410.75,5139.6499,5160.2998,5039.0332,342786,yahoo
ABB,2025-03-11,5100,5182,5080,5129.2998,5008.7622,549888,yahoo
ABB,2025-03-12,5154.3501,5178.6001,5035,5139.7002,5018.918,222937,yahoo
ABB,2025-03-13,5152,5304.7002,5111,5118.5498,4998.2646,367022,yahoo
ABB,2025-03-17,5160,5218.4502,5101,5187.6499,5065.7402,276511,yahoo
ABB,2025-03-18,5187.6499,5187.6499,5187.6499,5187.6499,5065.7402,0,yahoo
ABB,2025-03-19,5432.6001,5512.7998,5346.75,5475.6001,5346.9243,580679,yahoo
ABB,2025-03-20,5500,5505.6001,5340.6499,5460.7002,5332.3745,442929,yahoo
ABB,2025-03-21,5469.9502,5572.6499,5433.3999,5457.5,5329.2495,685475,yahoo
ABB,2025-03-24,5471.1499,5598,5471.1499,5532.2002,5402.1938,310148,yahoo
ABB,2025-03-25,5593,5594.9502,5397.5,5414.1499,5286.9185,265207,yahoo
ABB,2025-03-26,5454.2002,5622.8501,5407.5498,5523.7002,5393.894,729146,yahoo
ABB,2025-03-27,5485,5578.4502,5445.0498,5540.3501,5410.1528,403518,yahoo
ABB,2025-03-28,5559.9502,5625,5503.75,5546.25,5415.9141,420034,yahoo
ABB,2025-04-01,5539.5,5548,5373,5399.1499,5272.2705,380081,yahoo
ABB,2025-04-02,5425.2002,5431.8999,5211.1001,5313.1499,5188.2915,682715,yahoo
ABB,2025-04-03,5250,5354.1499,5242.7002,5327.2998,5202.1089,224578,yahoo
ABB,2025-04-04,5325,5331.0498,5075.7002,5095.8999,4976.147,457097,yahoo
ABB,2025-04-07,4684.4502,5022.3501,4684.4502,4963.5498,4846.9072,765239,yahoo
ABB,2025-04-08,5041.0498,5119.9502,4970,5064.3999,4945.3872,304029,yahoo
ABB,2025-04-09,5074,5090.8999,4970,5036.2002,4917.8501,353532,yahoo
ABB,2025-04-11,5149.5,5173.9502,5052.0498,5143.2998,5022.4331,416323,yahoo
ABB,2025-04-15,5220,5288.5,5158.5,5246.5,5123.208,334196,yahoo
ABB,2025-04-16,5280,5457.5,5252.5,5379.5,5253.0825,566818,yahoo
ABB,2025-04-17,5422.5,5645,5294.5,5571.5,5440.5703,1143784,yahoo
ABB,2025-04-21,5678.5,5699,5519,5629,5496.7197,684672,yahoo
ABB,2025-04-22,5649,5704,5591.5,5682.5,5548.9619,325345,yahoo
ABB,2025-04-23,5715,5792,5609,5713,5578.7451,376059,yahoo
ABB,2025-04-24,5720,5733,5621.5,5688.5,5554.8208,374809,yahoo
ABB,2025-04-25,5698,5708.5,5385,5499,5369.7739,638225,yahoo
ABB,2025-04-28,5499,5558.5,5459,5536,5405.9048,205197,yahoo
ABB,2025-04-29,5582,5625,5560,5583.5,5452.2886,224766,yahoo
ABB,2025-04-30,5590,5604,5469,5522.5,5392.7222,316444,yahoo
ABB,2025-05-02,5505,5531,5420,5441,5345.564,203903,yahoo
ABB,2025-05-05,5499,5504.5,5415.5,5487.5,5391.248,241475,yahoo
ABB,2025-05-06,5500,5500,5310,5334,5240.4409,400370,yahoo
ABB,2025-05-07,5270.5,5445,5270,5397.5,5302.8271,270305,yahoo
ABB,2025-05-08,5402,5439.5,5210,5287.5,5194.7563,345691,yahoo
ABB,2025-05-09,5190,5468,5190,5440.5,5345.0728,321841,yahoo
ABB,2025-05-12,5515,5715,5472.5,5587,5489.0029,669665,yahoo
ABB,2025-05-13,5590,5699,5528,5636.5,5537.6348,638165,yahoo
ABB,2025-05-14,5620,5745,5591.5,5635,5536.1616,400038,yahoo
ABB,2025-05-15,5640,5747.5,5608,5735,5634.4067,356216,yahoo
ABB,2025-05-16,5745,5866,5701,5820,5717.916,418266,yahoo
ABB,2025-05-19,5869.5,5913,5824,5838,5735.6006,181786,yahoo
ABB,2025-05-20,5897.5,5898,5710,5738.5,5637.8457,444180,yahoo
ABB,2025-05-21,5750,5899.5,5722,5886.5,5783.25,266662,yahoo
ABB,2025-05-22,5893.5,5959,5826.5,5924,5820.0923,286074,yahoo
ABB,2025-05-23,5950,5989.5,5875,5961,5856.4429,208138,yahoo
ABB,2025-05-26,5965,6048,5965,5996.5,5891.3203,219984,yahoo
ABB,2025-05-27,6000,6050,5958,6014.5,5909.0044,244514,yahoo
ABB,2025-05-28,6014.5,6062,5981,6015,5909.4961,160963,yahoo
ABB,2025-05-29,6015,6070,5986.5,6043.5,5937.4961,160875,yahoo
ABB,2025-05-30,6080,6118,5945.5,5971,5866.2681,296253,yahoo
ABB,2025-06-02,5960,5990.5,5891,5974.5,5869.7056,159034,yahoo
ABB,2025-06-03,5974.5,6080,5966,5995,5889.8462,197089,yahoo
ABB,2025-06-04,6009,6050,5970,6041.5,5935.5312,171316,yahoo
ABB,2025-06-05,6041,6080,6010,6031.5,5925.7065,135626,yahoo
ABB,2025-06-06,6069.5,6175.5,6026.5,6051.5,5945.3555,336263,yahoo
ABB,2025-06-09,6093.5,6240.5,6071,6215,6105.9878,270782,yahoo
ABB,2025-06-10,6260,6260,6160,6168,6059.812,207893,yahoo
ABB,2025-06-11,6190,6195,6034,6077,5970.4082,294907,yahoo
ABB,2025-06-12,6079,6099,5975,6021,5915.3906,369396,yahoo
ABB,2025-06-13,5890,6017.5,5885,5999,5893.7764,220342,yahoo
ABB,2025-06-16,6001,6045,5941,6014,5908.5132,133245,yahoo
ABB,2025-06-17,6040,6084,6014,6034.5,5928.6543,101944,yahoo
ABB,2025-06-18,6001,6089.5,6000,6044,5937.9873,165662,yahoo
ABB,2025-06-19,6044,6068.5,5850,5869,5766.0566,130952,yahoo
ABB,2025-06-20,5897,5991,5853.5,5968.5,5863.8115,241725,yahoo
ABB,2025-06-23,5900,5959,5880,5923.5,5819.6011,88496,yahoo
ABB,2025-06-24,5975,6067,5940.5,6003.5,5898.1978,228616,yahoo
ABB,2025-06-25,6051,6065,5941,5966.5,5861.8462,138938,yahoo
ABB,2025-06-26,5985,6025,5953,6012.5,5907.0396,110098,yahoo
ABB,2025-06-27,6060,6175,6030,6069.5,5963.04,241168,yahoo
ABB,2025-06-30,6090,6133.5,6060,6080.5,5973.8467,157658,yahoo
ABB,2025-07-01,6114.5,6144.5,5921.5,5949.5,5845.145,365605,yahoo
ABB,2025-07-02,5979,5989.5,5842,5906,5802.4077,284183,yahoo
ABB,2025-07-03,5930,5938.5,5862.5,5871.5,5768.5132,193225,yahoo
ABB,2025-07-04,5892,5901.5,5841,5862,5759.1792,153889,yahoo
ABB,2025-07-07,5862,5862,5802,5844,5741.4956,89857,yahoo
ABB,2025-07-08,5848,5885,5822,5840,5737.5649,242940,yahoo
ABB,2025-07-09,5840.5,5940,5821,5898,5794.5483,204872,yahoo
ABB,2025-07-10,5898,5929,5826.5,5893.5,5790.127,189571,yahoo
ABB,2025-07-11,5880,5897,5718,5756.5,5655.5298,280804,yahoo
ABB,2025-07-14,5756.5,5782.5,5577,5647.5,5548.4419,456678,yahoo
ABB,2025-07-15,5679.5,5725,5590.5,5608,5509.6348,454138,yahoo
ABB,2025-07-16,5608,5618,5502.5,5551,5453.6343,590118,yahoo
ABB,2025-07-17,5568,5664,5468,5637.5,5538.6172,1071876,yahoo
ABB,2025-07-18,5684,5727.5,5630.5,5646.5,5547.46,425486,yahoo
ABB,2025-07-21,5666,5845.5,5635.5,5836,5733.6353,428913,yahoo
ABB,2025-07-22,5850.5,5872,5731,5755,5654.0566,346363,yahoo
ABB,2025-07-23,5771.5,5788,5675,5711,5610.8281,186980,yahoo
ABB,2025-07-24,5711,5734.5,5655,5699,5599.0386,116292,yahoo
ABB,2025-07-25,5699,5710,5610.5,5643,5544.021,340538,yahoo
ABB,2025-07-28,5640,5644,5525,5545.5,5448.231,265335,yahoo
ABB,2025-07-29,5545,5592,5478,5579,5481.1436,209954,yahoo
ABB,2025-07-30,5610,5610,5470,5554,5456.5815,331867,yahoo
ABB,2025-07-31,5510,5574.5,5489.5,5510,5413.3535,255793,yahoo
ABB,2025-08-01,5539,5539,5360.5,5387.5,5293.002,382061,yahoo
ABB,2025-08-04,5310,5364,5014.5,5092.5,5003.1763,1957165,yahoo
ABB,2025-08-05,5070,5099,5019.5,5084,4994.8257,614211,yahoo
ABB,2025-08-06,5124,5124,5024.5,5097,5007.5981,385429,yahoo
ABB,2025-08-07,5092.5,5140,5017,5118.5,5028.7202,355953,yahoo
ABB,2025-08-08,5143.5,5143.5,5005.5,5022,4943.3486,348746,yahoo
ABB,2025-08-11,5057,5122.5,5002.5,5047,4967.9575,429040,yahoo
ABB,2025-08-12,5079.5,5089.5,5017,5071.5,4992.0737,273262,yahoo
ABB,2025-08-13,5097.5,5102,5038.5,5087,5007.3311,231709,yahoo
ABB,2025-08-14,5100,5105.5,5023.5,5030,4951.2241,237754,yahoo
ABB,2025-08-18,5090,5090,5003.5,5037.5,4958.6064,307068,yahoo
ABB,2025-08-19,5038,5082,5007.5,5068,4988.6289,204663,yahoo
ABB,2025-08-20,5084,5140.5,5070,5121.5,5041.2905,312054,yahoo
ABB,2025-08-21,5150,5195,5112,5141.5,5060.9771,377717,yahoo
ABB,2025-08-22,5170,5170,5051,5063,4983.7065,219900,yahoo
ABB,2025-08-25,5100,5113.5,5045,5100.5,5020.6191,246352,yahoo
ABB,2025-08-26,5100.5,5109.5,5011,5022,4943.3486,482397,yahoo
ABB,2025-08-28,5022,5039.5,4953,5000.5,4922.186,335387,yahoo
ABB,2025-08-29,5003,5060.5,4939.5,4999,4920.709,251338,yahoo
ABB,2025-09-01,5042,5140.5,5017.6001,5127.3999,5047.0981,242505,yahoo
ABB,2025-09-02,5127.3999,5174.5,5097,5148.2002,5067.5728,306762,yahoo
ABB,2025-09-03,5150,5209.8999,5148.2002,5188.3999,5107.1426,213167,yahoo
ABB,2025-09-04,5220,5221.7998,5145,5162.7998,5081.9438,350954,yahoo
ABB,2025-09-05,5162.7998,5185.2002,5070,5117.3999,5037.2544,259197,yahoo
ABB,2025-09-08,5140,5187.2998,5097.6001,5108.2998,5028.2969,101582,yahoo
ABB,2025-09-09,5111,5150,5091,5131.8999,5051.5273,150868,yahoo
ABB,2025-09-10,5129.7998,5195,5121,5161.8999,5081.0576,184147,yahoo
ABB,2025-09-11,5181.7002,5237,5157.1001,5218.1001,5136.3779,178386,yahoo
ABB,2025-09-12,5224,5265,5201,5248.6001,5166.4004,196396,yahoo
ABB,2025-09-15,5248.6001,5383.2998,5241.2002,5338.7998,5255.1875,435154,yahoo
ABB,2025-09-16,5370,5376.8999,5316.6001,5349,5265.2275,154462,yahoo
ABB,2025-09-17,5375.6001,5415.7998,5331.7002,5385.7998,5301.4512,196332,yahoo
ABB,2025-09-18,5410.1001,5471.2998,5396,5436,5350.8652,293576,yahoo
ABB,2025-09-19,5458.7998,5464.7002,5418,5436.8999,5351.751,272034,yahoo
ABB,2025-09-22,5430,5455.2998,5341,5362.7998,5278.8115,155891,yahoo
ABB,2025-09-23,5360.2002,5375.3999,5285,5298.7002,5215.7158,167342,yahoo
ABB,2025-09-24,5298,5349.7998,5223.6001,5237.2998,5155.2769,137979,yahoo
ABB,2025-09-25,5237,5265,5184,5200.7002,5119.251,308529,yahoo
ABB,2025-09-26,5200.8999,5210,5121,5173.3999,5092.3774,348241,yahoo
ABB,2025-09-29,5173.3999,5246,5167.1001,5207.7998,5126.2388,228230,yahoo
ABB,2025-09-30,5201,5232.6001,5175.1001,5183.2998,5102.1226,215173,yahoo
ABB,2025-10-01,5185,5208,5143,5199,5117.5771,94280,yahoo
ABB,2025-10-03,5190,5208.5,5148.5,5183.5,5102.3198,291382,yahoo
ABB,2025-10-06,5190.5,5244.5,5176,5218,5136.2793,156474,yahoo
ABB,2025-10-07,5233,5343,5209.5,5219.5,5137.7559,382453,yahoo
