symbol,published,source,title,url,sentiment
LINDEINDIA,2023-10-20T13:48:08Z,Livemint,Linde India Q2 Results 2026 - Find Linde India Q2 Earnings Result | LINDEINDIA Q2 results,https://news.google.com/rss/articles/CBMiggFBVV95cUxOTm5FcXp1RjZ6cU55VzJpTXVsMWtRQk1jQi01Z21ubnlDeVRGNVFRdEVrQl9zTml0aC1rX3dTOV9tWGhkOFhMck1Kal9EUS1oaWNpNnV2SW1mYUVHWWlLdFZJbFdhZnI3enpiUFZEYWMyNkpZdkJfMGd6cTVYdmRQUUN3?oc=5,-0.0427
FLUOROCHEM,2023-10-20T14:22:05Z,Livemint,Gujarat Fluorochemicals Q4 Results,https://news.google.com/rss/articles/CBMikgFBVV95cUxNQ1pxV3RRTFJ6Yk9ZX01KNVM4ZGNtbHdRWE9RNloyUXRaci1ra2FiWXhQb0xRbzB3WDhTeTFBeHkyRzdRWjMxa1lKOVFORzNoV1pJSzlNeHRaRzlCNXJEN2h6Y2puWjM2SGtRS1dqSUNFMl9WaE1rNU1nUEhzRWtSR25CbjVnU3lfZ0NpYzJiNlFaQQ?oc=5,0.0146
COROMANDEL,2023-10-20T19:39:14Z,Livemint,Coromandel International Q2 Results,https://news.google.com/rss/articles/CBMikwFBVV95cUxNZEJfMjdKRFE2RDg4YW52SXFWT296QW1ZcHdhRkh1aTUxWDF0RzRJNmtiTmNTSlBNYXZJYUc0ZG1FaUxqaWJQSS1zNDlyTjFtR3R1eVoxSmx1MU9fUVd3N2lZZHhBVGR0ZVRFaWJhWjRGdTl1V3JNRy1scEgwaE1WSXBsNFdNaU1VZnVUQzhiR3M2RGM?oc=5,-0.0534
IPCALAB,2023-10-23T07:00:00Z,business-standard.com,"Ipca Labs surges 7%, hits 52-week high on favourable report from USFDA",https://news.google.com/rss/articles/CBMi0AFBVV95cUxQV1d3T2tqd0VRMkNHREtySFBLSkxqMkFNSml0Q1g4NVJHRXVrYXlTZmFoV20xTWhEMVlySU1PaGxXU1hHbThMTVJORk13M0M1Y1FaUzhjVGRfYUdsTDd3UTk3T0lVQnJzcU1SWXh2RnRzTU83Mk4zYXh6d05xdnZjWjNLbnItWE1RbjE3SzVVNUFpWWR3anFuazNrUFN6aUNMNUxMSVpYT0xZYXNfZUZoUkVEWmFGd0lCeHNQRmFUOXR0aklyMWk2alN3OGpFZF9G0gHWAUFVX3lxTFA0cWJBU1ZYVGhxQWViSVB0Y0Z1dlZIbjI2akRrcU1oVmxiVWtSOGw5akdwcHdMcDBzRTNKM2VpX0x2Uk1FR1k5MUdxakp2T0lMRDhSMTJyTFdQc0FuUGtsTDdmcVItWWU2UXlHQkRyWEZwWkxJODdRU2JIdkdHWklQMzhOcTgwTXVGYkhHV1FFbVV1SUNWTDRZd3NWZ2l5TU1SOHpoemFmS0FHMXdxeDdkeTVPdkVuSGVUMXZ4MUVLOFBaTXRBd3U4c0lPeUExTWxwSG5ELXc?oc=5,0.8989
HONAUT,2023-10-26T07:00:00Z,The Economic Times,"Asian Paints, Honeywell Automation among 5 stocks with RSI below 30",https://news.google.com/rss/articles/CBMi1wFBVV95cUxNaVdVZVNuWGlBY2dkZjhUdWlKNDR2QUJEaVJuQkpnaWpKVHB6ZVlzWFQ1azNHaXFsRVFLRkFNSUV6bW9INGl6Qk90RnNwOVVhWEhkejlOa213eERIa0ctWElWRFA1dGxFZEFCblNRYWVaU0NIOU9NWHVHVXltd0JST3B3Z3czX3lQZDdrRzRrRnpRRkxtTHgzMVhTRjRfT1NxbWhhTExEdmp3QTlaM0diLThfd09QeTUxZUx5RGpTeHE0TmJ2U05ZSGNlMkFEWlAydlhLRjQ5RdIB3AFBVV95cUxPU24tSW1DUE5mWXVVUmhSX3pSdE54a25FYWlMQU9waWxVRFE0OTlNNGlBUzljaXdNSGhMZmFpbjB1aVgzbzctbmhMRmtBdFFJUEh5Mm5DOF9QS3BiRmtRVTlmOHJmSmgxTzA3N0I3bGhiVnAzRk5uZ0MtbnRNTnphUW9BNTNFRnBjM29tUXIydll3NWYtQWRILUZaNHVTZVAzTjE5cHRhd2J3dEJHaW94dzZick5LS002TnhpWEMxbXVWaHNOOWZxenZXeUtxWDV3STcwTTd6T0dpUktM?oc=5,-0.8744
