symbol,published,source,title,url,sentiment
LTF,2020-04-24T07:00:00Z,Firstpost,IIFL Wealth acquires L&T Finance Holdings' wealth management business for Rs 230 cr; says deal to help expand business,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNd2J4dmJwZWRhbUpDWHNxVHlWMDBjMENFWnR0c09vei10Q3BUd1J2OEFaMURMMW5nM3FySzBWOERGZGpicmFidXVhS3Rwb2RrNDluemJIRjFscTdlQzVURVJuLXdjUWhyTmRrUnNYRVdUQXgyWkEzdVJmdU9lNmRDcnlwa1ZWeWtONVVDeWs5OThWcGs2X1h6THdReXVsZmNsUWRsWTRpT24xMFJYb052dW9xX3VyOTBlbnZ4ekRUMjFfQkVyRm4wZDNJTlBZRjk2V0lfQ3k2WXMyQXJLN25HWEo4eUZ6ak1BbjY2UVNJb1Q1VGRCS3l3aV9R?oc=5,0.8856
