symbol,published,source,title,url,sentiment
ENDURANCE,2024-06-03T07:00:00Z,Upstox,Endurance Technologies shares rally 4% after subsidiary acquires Italy-based Ingenia Automation,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOOGJkQ2FEX3BrcGwzbmtvYnJHR2drdkhPa05pRFhMYUwzMGpSSTRmTW1PM1gwVEpETm5ZNmx4UGpJYS1SUUtyX2ZMMmtVbmNfWDRKTURBcXU5UkxjZDROMWp4ZkpPVGlpUFRUTFNiVnFaWktoUk9IQWRoRURuRXowaGMzWUtIUE9fVDV5a19BQ0dXU3FZSE5mRld4SzBORlM3enl6RUZ5a1lCOHJTd3Z4bTRzNkZtV0dKczBvYV9NSkZMc1VNQU90WXB5Ynl0TVJaaHF1MA?oc=5,0.8639
HONAUT,2024-06-05T05:49:35Z,Livemint,Honeywell Automation India Q4 Results,https://news.google.com/rss/articles/CBMilgFBVV95cUxNVnduTUFVVjdSNHFNUm9sX0pFLUdVaWxPQkt6NTBaRGRMRXZqRnY4TDRxQ2pYQ2ctajRvNGVjNVhYbnpWTU45czVzNmtLSU5KMXRwLXlpYy00T0xySF8tc002MC0wR1JMczFsZW9wSkRiTElEUm9YSWUyVG1wYXdKUVM3TWJoZk1mTFdnNTB6WlJsUmZtTGc?oc=5,-0.0361
ENDURANCE,2024-06-06T07:00:00Z,Upstox,Endurance Technologies shares surge 6% after company announces change in top management,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNUEJhUlRsWmM4U3dfTlMxODlfcWJvVkYwTElscGVyMGZhS1dXSlhmWC1idGFHSVh6N0JmRkdESDVQcS1vOUN1QzlGR2l1M0ZockJrN1hBY0wwXzFLRlp3cy1CSnNaOG9XZmh0S19WcmlXZ3dXQzJYbDFldXM4bnBKRzZncExYbHhuOE5lcldDN0xrWnZPQkNKOHItdWM4c2tLSE84S1RmWEQ2anJ0MGV2N3FOMmtwbVlVVmYxazdtaExVUDRhSUlpTw?oc=5,0.0454
AIIL,2024-06-10T07:00:00Z,Moneylife,"CBI To Name Controversial Market Operator Sanjay Dangi as Accused in the Rs34,000 Crore DHFL Scam",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQNi1oamwzRzRPVENGWXoxQkE4Vi1maF9iTnpDWWtJUnFPbldHd1JhU2ZWV0FkNXlrYVBvS0xPM1lLZkl5RlFuQ2dyUFgwNnZGaER2ZnZ5WElYcFdyTW83MVhKM0RkLW9WS2d6U1h5RzJXRUNIYmI2enpTRUlnRjRuNzJCOHVva3NfOHFQSGZtZDdMSmR0STVtUlRWZ19DbFhmbFZzeTZ4R0p0cDRRQ0VYMnVnRE1MZ05HZU1WNVc3czNOVXRQUm1hc0JfbHBaOGVrd29wT3NoNA?oc=5,-0.7210
LTF,2024-06-12T07:00:00Z,Upstox,L&T Finance jumps 5% after 8.8 crore shares change hands in block deal,https://news.google.com/rss/articles/CBMitAFBVV95cUxQbEgzaXhMc1hXdGxfUlFmNlE0SWVhZVdMQlNjY2QteGpoUjFRYloxbk5vZ0o0ODBqS21aX1V5Z2ROLXRPNzh0RXBLQWxtVDFhYzYzcXFjODVFU0dqVWkySnhsNDBzTnNHdW5Ic3dZRUJ2eWswc0dfSE1Tb3piQjFWVFB5bTBtWnMtQ213VnJKWGF3WjdHTXJKR0pHcklJWGpjNUN4MFJNb084RnZXQTBTTGU5Rmc?oc=5,0.2166
POWERGRID,2024-06-13T07:00:00Z,The Economic Times,"Power Grid - ITC, HCL Technologies among top 10 stock holdings of PPFAS Mutual Fund",https://news.google.com/rss/articles/CBMi3AFBVV95cUxNZWt5SW5vN3prVTd5VXFpaHNpc0RVZzRnNkRkUGFzMzBqSHlNVTNtTHpoeUltT1YxUVVQaTYtZG9jdnBBUGpWcUJGblMyYlJIZ2dpUE9oXzVQb3V5QmZZdnhHSzhmREtydTR4MkU1UVlXY2JTSVNjTWlwOXRDOHVURHVnRERFZXNUT05uaDdqZGNJNzNLY0V3VGxKNlZsS0ttUGpMQjUxR0x4MG5zWk5KWlVhN0pFLWd0UFBSQlVVREJmS1ZWZ2JsN0EzSE1iOTV0aTJlVERRanNhLVFC?oc=5,0.0633
ENDURANCE,2024-06-14T07:00:00Z,Upstox,Endurance tech surges 5% with new four-wheeler targets and expansion into EV market,https://news.google.com/rss/articles/CBMixAFBVV95cUxQNkdZSDlONlRjNTJLdkxKRWxTSllIWFlKaUt0U2M2ZWp6QUJkU1UzcU4zUFhManF6dFRadHBGTVh6eEl3TXRpbzRPWHZVTEJDMXNERHFzbUhYcnJXS1p6am5Xc0Roa1ZSdjZVWmZHczdvd2JVWENKaWdpYk1ucUNrelkyUE1NMk0wZ2xiUi16WGhzY2NrNHVqVWtnMjhQSlUyc0QwY2VKSUdFYnBzcDFRUUwzR2hzMWpCeHJveHBRM2R5QmQx?oc=5,0.9324
AIAENG,2024-06-21T07:00:00Z,The Economic Times,"Metro Brands - Mazagon Dock Shipbuilders, Samvardhana Motherson among 6 midcap stocks outperformed Nifty50",https://news.google.com/rss/articles/CBMihgJBVV95cUxNVDVrSUl1aDlVbU1iOTdzYUtzUU5DWjBHalh2RmlSeDlpZzhLQVltQ2h4VHFWRWlpZTVPYVlJOFZ0c3duZlRUSXJGb2twaERoVlNhellrc1NWV3JhVUt4NDhBdGJ6N1AzeHkyYTJiM21iX0g1SGpHTUIxcS1uRjNkQ012WmtSVUFFM0o0MkJoeXhTNlVaeC0tczV3ZFBvMlZIdnFiYzcxY09iSmlZQWtoVTBoMTFSSnVXeU03MHFmZUVVT2xITWpYNUJNblJfTVRKOWJ1djFkSVkxS2dqSFlQdGFYZ3JRSUFRWnJORzd3WE5PWjFJR2pqa3paaGsyd0JiaEkwRG9n?oc=5,0.7870
COROMANDEL,2024-06-21T07:00:00Z,business-standard.com,Valuation of Coromandel International stock captures positive outlook,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQOUVjRW1MUTBnbTJ1RVpyN2tIS1paamRINkIxRTg3UXF4Uk9LZUZ4OC1GVElSbUY4ZGRFU29rR0FTWndnNW9VQWJ6cTgzVXVqNHo3cHV0dWk4YkZQT29YSnJGVzdPQXBGc0R4LW1Gd0RwQ3ZIWS1laFhiWEFDWjIwTF9aeVZIcTBRbWxoRUdsQms2SlkzWXhObE11YUo4c0VWbzkyaUk0VHQ3R2NqQTVZT2R1dGtKeGsyREhPbFV3ZklIY3JsZE91SENkM3FTcnVWTmfSAdcBQVVfeXFMTjVUbVRtM1NscXlqVVgydGRQTUVpV2tGUDNsN1RGc2stTlpkWlhKZG1GTTI2cHpseVk0aWN5MlVicGJpQllNZmRoc3JyZ3dScE9zNjZSYmRLa0wxWDAtb002ZmtUMjJzaVFrREdRMGtkOUJIc1d3MGkyVDB2eTh3cHV1MFlldDM2SWNoMkpISzZ5X2E3NUpRNThGSkZBVW1LTG9TVWRjVlQ3X1EwaUxMcFNXbjZOMmFVY3play1uc0h6dmFVdEtNYmQ4aklzX0RvdUx1cGRTbEU?oc=5,0.8760
POWERGRID,2024-06-21T11:28:25Z,MBA Skool,Power Grid of India SWOT Analysis,https://news.google.com/rss/articles/CBMigAFBVV95cUxOUUk1dE1RZEpfcWxCYWpaXzJBUG9ucFRackc2UnQ1MzlVUHdJOWZ1QVlUVGdMSDdzNm9UOXlRcEVoLURtbGRyTEMxWF9YQjNUYnhoOTY5YWtZMWFnMGhiUDNRcGpoZGpyeVl0TjdJMEJsbExmc3g1QXd2dmdrRThXVA?oc=5,0.0391
