symbol,published,source,title,url,sentiment
PFC,2026-02-03T08:00:00Z,The Economic Times,Technical picks: Choice Equity bets on 4 stocks after Union Budget 2026. Do you own any?,https://news.google.com/rss/articles/CBMilgJBVV95cUxQZ0R2My1lVWMzMllKOVlNcXl6djMwVms2YzVSSWJmb2dqdVlON01EcXU1WkVVNWk5cXFXbGNRNGNGZzZSeXRIamRQYmZJNy1BMVVQUDhxcngxZ19HbEtrYU05bnA0ZDVhTWxkN3V2emdvVWlWSVhVUmw3b1ZteFJTRVNOalljM0xXTnB4c09aVm9XRng3b2JiZXZLcUNKNDJOOGNueEYtWGxfaFEzYUk2WTNFQmNQNk9uSkV4cHNPOU13eXd5QVp2dkM3ZmxOT0RVNjE4c1JUQm5rcmcwXzdqbnQ5MTlUTWV5VHJyS2o2d1hyMlNfa3VPV1RhaTNwZUVOWERPTGtFb1ZOeGswMVpfbDZYWEtNZw?oc=5,0.0250
TORNTPHARM,2026-02-03T08:00:00Z,scanx.trade,"Torrent Pharmaceuticals Completes Acquisition of JB Chemicals Shares, Now Holds 48.80% Stake",https://news.google.com/rss/articles/CBMi5AFBVV95cUxNcW52MEZ3aFByT19WODRQSjF0LWUyYUhUa0VUT3FEcVM1clRqRHBLZ1pnQXhjcmZFOTlUc3BnYzlmdHh4S3JEdllnTXpPdjNRRDlmR1VLTVRNSFRRaVdmSnR2QzhpT09LR3dZRlMyVHlidm1ESmdGeVUzTlpSMkdjVC0wUFVkR2RYMW9CaExSU0hodnFrd0VhbDJaSmRmVlItNHktd2JNSFdlZ3lIR19odEtTTFhtZWE2SW1COGtZLXdZQVhHak1uYWJsZVR4dlZGRk5YQUdWQzFObTVSOFdJZzliZUg?oc=5,0.0723
BAJAJFINSV,2026-02-04T08:00:00Z,The Economic Times,"Bajaj Finserv Q3 Results: Revenue jumps 24% YoY to Rs 39,708 crore, PAT growth flat",https://news.google.com/rss/articles/CBMi6gFBVV95cUxPWFBMMkF5STc2QkVhR0ZQZHlwMDAzaVZtM0pYN2VTc1pnOUJ1cWlBTGgyRGZmWlNKOTc4blpsUTVCemxPdUYwRDlLNG9GbkstQ2tmTFJPcXM5dUNuZnJWcWRDTFJ0c203alZQRWtfUjRhajRsRWswd0pUeXNReURJZEI1ZTRFRTZiWUVhLVlFQkRtaDVHWUpESWNseExKejczY25kTlZjTzVYaGJnOU5RZG1sM0pnUkRxUS1ub0tjU3RqZTBvRndoZUVZcjZ6eFZGaTdmcTJvVTJVZmNPOHprNDNQLUtJa3pRRFHSAe8BQVVfeXFMT044eUJPeWJxNVNmQjJsSWVWWEdiMHJXeDAxeXJjQlJCVVo3amo5LXRjQ19iQWR0U2VOb2N4YmFadzZ6ZDBnakJRUnN3cDZBQTZxbXlUZkJ1VjFGbUVDZVdQNkVMZnlXcmc0TlEzemlMUDdaWU4wYnB4TkRNaE1WWmtOMGJMYmxOWm5TY2hzenVUS2lWU2RyZ3BXaENXbl9qV2gwcVU1Z1Naa2JMOGVOel91ZW8xd1FPdVNNdWJyU25abmp6dWNSbnRkbXl5NXVMWUMwaGQtZXl1WXZjV2dEeTVabXpaUUlTR0s3czJhdEU?oc=5,0.9213
BAJAJFINSV,2026-02-04T08:00:00Z,Upstox,"Bajaj Finserv Q3 earnings: Net profit slips marginally to ₹2,229 crore, revenue rises 24% to ₹39,708 crore",https://news.google.com/rss/articles/CBMi9AFBVV95cUxPZkxQc3ZycWFqdF9xNVlzTzlWMEdZbDRXUXExTWw1djliWkZZcm85WGRKd0ltd3d3SzBtTnJYa2p1Zk9GYW15VUxzMHJ3VXNnbURXS0w3TXptV1lpLV9PT3VYeTVBTU1SN0d0OVUzVDduTVVnaUZOWWQyUDFpRmZXWlJKRWV3V0JZdUF4SkJadGFOVWFfOEJVT21GTDVTQ2w2YzFzeVFMT3ZSWHJranJON1cyb3RyMmdBOGlDbVllb1Nwa2FGX25WMUpTTGxxdVhuY2VhQUdoRWtLWndyVFptUExHbGVEZTBnZF9KRGR1b1p1MUty?oc=5,-0.8589
BAJAJFINSV,2026-02-04T08:00:00Z,Business Standard,"Bajaj Finserv Q3FY26 results: Profit flat at ₹2,229 cr, total income up 24%",https://news.google.com/rss/articles/CBMi9wFBVV95cUxNOWVUZkZ4cVRoU3N1OUpNaG1tSDc2RWdILWJETjdvWkdfamNSdG1kLUkxRHNac250WUQyUkxXWHdQYm9CZHRlejFfQlp0SkRJa0hFZE5rcm5ZTGxBNFpZczhoaVU2RVNxR0FVdDJBNkV0TUVmd2JVZ0dON1FWUnhwYTVHUXUzejY2OEs0bWpiVWp1RTNyOUlGZnBYZ09WWmJUX0RZLVYzVVBGc0MwRlpzU1BPWTc5X2pLV0FIUTk0cFBZQjlTeVE1NXlxUlpaSkVkRkRUT3V0enJ3QWRxTVNNenFRZ0RHQXhfNWxFZ2JTS1VHU2gwak9R0gH8AUFVX3lxTE5Fd1pkZWFUMzBmYnYxS1EzNUU0cEZqSFZleFNLb3B1TGUweElXSjRaVHMtanBPTGpqai1IcFZKR05vQkpCQkdobUVGdVczRllYT0tiY3VxVUFkQnJaY1VFd2w0UEo5VFhIQUR2bEswVXVub0lkSkpneFBpd1RITlZWcXRqWWd6WDhGbW16N2pqTUI4M0NxNFlNTVVNem1ITlNndGpEMnU0UUdIdXJOaXNwNjhCMmk4TGNSUHdYNE1jbXVhbTJTT3MxUmJ2ckhtZEJTcDB6X2pQMlBWTmtPdjVyWTBrQUl5RjVybFB1Qzl4MUVESm9qQVlzLUtaZA?oc=5,0.8746
BPCL,2026-02-04T08:00:00Z,HDFC Sky,"Bharat Petroleum Corporation Company Update by HDFC Securities Institutional Research Report: 04, Feb 2026",https://news.google.com/rss/articles/CBMiyAFBVV95cUxPM2hDZFFiQ2NHejBQSWdhS1g5UlFITkRNWWZqRmpnN1VzQ3dXX00zbzlvZGx4OENkcGdIN3Q3S3hXZ2JaRTNwZElHX1ppc0ZUXzdnMlFDWXlxbU5QTkFlcXhzdThvRHRtLVlxbmg3MS1MYmtCWHM2M2k1MER5ZDVYX1FvVWppemttOVZ5cW04RkVKSEFBc2plMWVQNEN6cXdtWDktcno0emxiZ2Jod243Uk1NU1RRcGNLMTR2UDl0U1M0TnFLVTBHdA?oc=5,-0.0140
CHOLAFIN,2026-02-04T08:00:00Z,Moneycontrol.com,Buy Cholamandalam Investment and Finance Company; target of Rs 1850: Prabhudas Lilladher,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNYmJlNUtRWkdaRnRKYlFZaGNsZ1p3TGxhTHpwNnRiN05VVjRMUjNLSk1JX1QtajIwN3paZ1hiUGUxN0hzNjJGTmJhUTNLaHV5ZVQ2TXAtUE50c3EzRFBQNGRiT1c1QUJUWGxBcXVDRGhFTEROTm1yYm10LV83N2dGazBIcUFEd0FKekhFOGNvN1Y5WkdMU2NOWGVIOWNNY0djZ1FJb20xR0hNOHV5OHhNQWxka2Y2RV9IQlZFeWloSTVWZnZFZkFfbkhjamF2WldGMGU1ZEt5Vnd1WlN5blZzaGtla3HSAeoBQVVfeXFMT2JtLWVQUW5NYnJVRFdab1pfb1J4UGl6WXdOcDB4VE5IOUZwaXkxQjZGQUl4RmRVdjFab2tXNG9NY04xckdFWDdLWVdQaUg1UnJ5ZzFYVmQ3bDM5enJzVndVSGtpc2hZcnNIY1RLUy1BMXF6dFhyWG5FaGJqOU5YMDJuUHZwalY4cWFPdElxXy01OFdpcXhfa3p3RTlCMTNBSXZWczFUdVBzc2VCRHF1d0xkOXlzbm55VmVuSW1mdGRGaTdSSzF2WEpCdGlBOXJ4ZWNsUlU1T0tJTnY0Mm9pWEh3a0ZKMjZYQUNR?oc=5,0.0415
HAL,2026-02-04T08:00:00Z,Business Standard,HAL share price tumbles 8% as firm likely misses AMCA fighter jet shortlist,https://news.google.com/rss/articles/CBMizAFBVV95cUxNTGtvMFF4ekpiaE94TE44Q01fTDBzUV9Fb0J6OW51RWxnU3ZxZXNpZzZtZC1oMVJQN1QtYTkxSzJuVzFBR3cxOTd3REV1YXl3V0dNMUNHTEpSNXZ4aDl1SDZLMHp1TjQ4N0s1TlZKMjRHT2t0cS05QjBfY0pxZ0FwZGdmeURReGYtSzg0cGJJZ2RIU3pEa0JoMjNjQi1jb3p5Qlo5S1lpSjA2MjRPOVpCSjcxOEQ2ZExBRTRTSzcycnBOeFNiemlxVTNJc3bSAdIBQVVfeXFMTnFXb2hZLXl3Wk9YdDhiQ0ZnTDFac0pPOE5Zcklwb1hqTENUUnltdlp0Q1pqemZvc0hYbEZ2QTIwd0F4VVVWdU5tSjJCTnlRT25oLVJBSkt2aEFMYm5zSmlrbDk2U3dvQXlhaVAtUUxYbUZGcWg2cDJReG9SVnhBWVZEaHRNZDhaMXdrc0sxZEVMeVR4Mmp1aW1GUUVqVS1palhEdS1iam9EQm9JOFJHWWtvRGQzUW9ZdUFpUmRiUlpRTE5ZYXF4MEFFRjhadWg3OEdn?oc=5,-0.9553
HAL,2026-02-04T08:00:00Z,Moneycontrol.com,HAL shares fall 8% on report of its exit from India’s stealth fighter jet project,https://news.google.com/rss/articles/CBMi9gFBVV95cUxNNmNMRzNCNW4tMVlmRnFYaVVlZXF6NTFzRVowOG1DaG1jTjZ6eE8xQTJ6bG9oek1UamxpN2lOSGpOb3QwYnhIRDd2VGZDbzVKc3BKZTlJMWl0M0ZoajFfZFhhTFNRdi13emZvMkRjdHBtYXFVZDBBM0Q5YlllNy1GZGlsdDN6SGNJajlqNVoyaVA2MjZaeTNmUnR6QzZpeXMzRXU5R1U0R0VaVjBSZk5aQmh6NVFPZ1BKMnM1YTliOXJWQVJ1T19rN1QwdWs5ZTUtWG12QzVVeVBKOXdja0pteWU5MG4zdzB6dktjd1dyLWpyWmNXN1HSAfsBQVVfeXFMTjhOWmJjNWdTb3ZrV0hvamlKSVFPZEpkQktBY19MSVFIOTlYMUpfVG05Qjhxa2Y4LVJHNlFITkZ1VDJYbGpMZjczVy11RS1xNkhRUUt5b0RCeHVhMHZNLWVaSFJEbWh5cWtwRTN2SlRhc0xCbmVQS1cyUHM2Z0JlWnpfdWNwVDdGMGRtYVFCbmxXRnd3UmNQOTBWT0VpQ0o3U05WQjI5cFRCUmlBTTNEbGtrQW9hMzh5WksxeG9obl9IRGM0UHRubjR0MkxLQ3ZZZEFCMXJJTC1SVXE3bHcwX2JWOXBaQ1pQS0NtbFYzbF9kREd4ZEJRWWxPaDg?oc=5,-0.9599
HAL,2026-02-04T08:00:00Z,The Economic Times,"HAL shares tumble 8% after L&T, Bharat Forge get shortlisted to develop fighter jets",https://news.google.com/rss/articles/CBMi6wFBVV95cUxPX1kydDVjUjZFRlhlY0pKTWFNNjRYMVBYY1B3MGJYSDNpcGhGR2ZXOWdRcEk5QUU2X0FFd0dHVDlfY25obUVuSXZ0RnRkVGJoRlN3SjNha2cxa3BNMHNjXzBKLUxkR1pQa1VkMTF0YzdRVmlUZy1WQ3VqMF9xMW9pbWRIZnU0d0tqMHBIeUNSY3BrV0V3SjJUajNsbDZtOUExWVg1RU10YkdOeHBiQnFpd3lhZW5KbVZaUzIzcFY3SVVOZmQ4ZGlBbzM0cVN6ZXhNT1VBZ3lWQzQzTzF0SUotQnFDTHZIVkZnZ0NB0gHwAUFVX3lxTFBuc2Z5eG1KRFBoSWt6T01TbVFWbEFYZ0RXaFdoQ0pPd2NLeGI3bWZDU01GeEV3OU9RVVFVckVaUlQwdzVfQllJUHhJTXdYSjNCenVxRlp0OFJrVkxpWUdoSTR5TnVnanVVOXNyWDNsUmY1S1BYcmhrbE95ZkNtaW95bFk5a3JNREliZ09XNVBFdU1LdVBzb3puN3g3Zk9OODkwMGdqRHRDTU9MV014YllKbktfdkljaHZDcHVvN3ZJQ3U3MUZ3WUNQRllzSXdoSWd5ZjZ2cmQtbkdsTEdmQmFsTm5JaENpaU9pS3dKT0ZBUw?oc=5,-0.9446
HAL,2026-02-04T08:00:00Z,cnbctv18.com,Hindustan Aeronautics shares fall over 6% on Wednesday; Here's why,https://news.google.com/rss/articles/CBMirAFBVV95cUxONnBSa2thWDE3dEx3UW92ZzBkV0VOb3RSMThMcmVJdDhDdlpUa0JkcFhJUUJzaTM4V2FLc1JZU2hoQmxtWWpnVDBESGpnT1dxZzRzc3JhSHQzWE04dWlPRW5PTjg2TDlZVmhyd3p5OFlSQ1BjNjd1U1p4NU9aQ2dOQlpWQi0tTzg3S28xSElUeHJwazc5Wk9TQkRDYjdWcTF5NnUzcGdNcF9Ud25E0gGyAUFVX3lxTFBoekplSDNrLTJac2FyZGlaNkE1UlB0a2ZJV3h0aVlzaUlVRHAyYXlXekZ4S2V6ZUZaUm5kRF9xOWMyRk1BdXJQbUF3M3JFSnRxM2tfTUZ2ZzFMcnZfdFdyamRtcUJ4V0F1NHFDaENuSFQxb1dSNFBHYXdoSmYtTTdMazJaVGxra1JQWE1CWTRjRXloUmtqVzA2eFpRZkozdWwwMGZ2dGg1LUZER2VHYlV3QWc?oc=5,-0.9438
MAXHEALTH,2026-02-04T08:00:00Z,Univest,Max Healthcare Institute Q3 Results FY26 Preview: PAT to falls 15.26%,https://news.google.com/rss/articles/CBMifkFVX3lxTE1DUkVjaU1CSjJSVW5weERkamdLWGpVZnhfb1hJT1VObmJqb1NPeUZERll5N1Bfd1dqT3hLZHkyd1VUS2NodDBRYjE1RWVJeVh0Y2Z0VVU5TlFZZFR4QWppRy1TMnBkMnpZWFBDWmNRT0tiTi1wTFl6dC1MbUwtUQ?oc=5,-0.6864
CUMMINSIND,2026-02-05T08:00:00Z,TradingView,Why Cummins (CMI) Shares Are Sliding Today,https://news.google.com/rss/articles/CBMiowFBVV95cUxOMXF4TnJMNFNxVGJiYlVhR2dlWHRHeGJzMkxTbllPcGhXYTlVSHZIcm13WnZocXZnSVlKQjQxbHptUzVRcF9qQW9IckIyWXI2aUpiODdjM2piZ3JxWUNIaDhrSWZDTWpROFR6bHVHY1RGbFl5ZGFGVkN1UkxKQUlwanBPai1RdHRETklFVEhuZnZfXzhDZnVPR1hFX0RmaU1pODZr?oc=5,-0.9440
HAL,2026-02-05T08:00:00Z,cnbctv18.com,HAL says will meet full year guidance but Morgan Stanley expects stock to fall another 20%,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNYkZTanp0RXdPWFVIVW54dzY1ZEktNnU4VHNlVUFQOHpyRzZoTEJRa2ZsbDV0OFRTUUM1bnQ3MW1zcjkyZG0zR2ZBYTVOODYtYVRsQTVyV19zTFlPcko4MktFTFdwVWVCQjg4Rng5R2RBd1NrTUh0WEwwanBqTHJ0Y2VkOGZTMTJPXzY4TkJaaHVjN3lhbGRLakNURDVuOVB0MVRPeGFzZFVIbGFZVG5MblFnQjY2ZGJZdzVmRXhRNGpHUmVaREV5VWRQQThUSEgzOFU4XzdHa9IB3AFBVV95cUxPLTJkSmZRYVpRQWVMZ0pjbzlzb1ItRVNYUkNzbDFHVm5kS1FuMjBVV2RnMDN2RUtZd3FSLVZ6MnRxZVlxVHV4NlRSS1V1eElVU1VMRW1ObUZENXpHeG8tZndrSEtfMWxVWkUtZDVzWFpta3ZJQVJfVXNVdnpxRE9ITGJZa1ZleUZHcE5hWm9Qd0NoVXJPbjVwQkNpYjFzU0FRRnUwZEhYS0E2SWg2MExMUzRiT1Y0bHNHTVo5UUZfSkJqbGkyOGtES2Y0OVVNMjU0UDA4TTBHZ05icnMz?oc=5,-0.9673
