symbol,published,source,title,url,sentiment
BAJAJHLDNG,2025-06-05T07:00:00Z,Business Standard,"Bajaj Finserv promoters sell 1.94% stake in ₹5,828 crore block deal",https://news.google.com/rss/articles/CBMiyAFBVV95cUxORjVfdERsRFg1N3prQ0Zqcjhia2dNQ0tiX0cyUmNTc1hhLUx6c3NmVFZwcWFYQkJGbmNOSXZreDZkdHAzRnRzZFhSR3dTUWctem93V2xzV2RhaTNMLThwcXRqN2tQejRsa2lscHJSOHRreXJIcVcyNjlEbml0ZzMwbmw0UUtIVE5QTHlCM2FOeVkzVi1rdFdCTVRsTURCbXloRGRTZ2NhQUE1cF9sdk91SHh6TGppNXRZakRVMzlpUUkxZ1hyRDdrY9IBzgFBVV95cUxQc2FlUENRZVBEcHFBc2xhSjB3R25LYVRvaVpWVzRublJSSlo3V1c2Q3ZNZ2F3UVdFSzFfUmRObXRCbUJlR2JnaEFjcTF3Nzc0ZlEzbk1WSGNzZnFsWjNZeFRlRGoxbXZRMGRlY3J0UWIzWHhjYzYxQTc5aWx1RzJWeXJvRmRMSVZwZWRFMDJ4VW5wZV9YbVpWeVAxbUZRT1BvUV9fQ3RyQzJXT1NKMzdDYVk0NG9BRmtmQnNSUmtFdnRyNzhnT1AteXladHpwdw?oc=5,0.0246
BAJAJHLDNG,2025-06-06T07:00:00Z,Business Standard,"Bajaj Finserv's promoters divest 1.79% stake, raise Rs 5,505 crore",https://news.google.com/rss/articles/CBMiugFBVV95cUxQZmdXT2FpYTV3R3VvSWtUTDA5T0NZb2lhRXJUM1Z4Um1qczFvOHRETkJ0V2g5dFFTTVVya256MC1NX2dYMFFiUkw5cmZJQW9adV9aRU1hd3NNc3N6Rl85N1BHbU5OQkdIRmxkWmxMd0RzSHlVSEVmU2J6YkVLSGxWSlFFM3pVeFljbEhZTmNOSF9PTmoyc0htbHBsVjlUNlZzSEZGWFdQQURrRzBEaVFzaFc4TUVtajVFblHSAb8BQVVfeXFMTXZ0cjdSdDVNVDJJekVyRUk1UWpkdWVEOGpJdW5haHJwS3pFUGFLOHZMN1pDNzY5Z01OMmxUc3ZKUFM0ajdoMVdMN09IemFiTHRacjgwNTdXOFpXNUxHMVlnUThmakxVal9zdEg4dy14dUcxc0ZPQzRycU42STNxT3ZsT0hxTFJqa1ZHM05abGhqbmRueE5Kd01haGNwSlJLM29Qa002UFhpVmZtVDNDS2lIQW16MmZnN25kYk9qX0U?oc=5,0.0207
BAJAJHLDNG,2025-06-06T07:00:00Z,The Times of India,Big-ticket shuffle: SBI MF and Goldman Sachs pick up 1.8% in Bajaj Finserv; ZF promoter pares Rs 792 cror,https://news.google.com/rss/articles/CBMioAJBVV95cUxQNkVwUzY4Y2hBNC1NUk85eFphczNxLTB2elZiMG9yaE4zanJQeGpnQVRYcU1YYVlzRWFiQWRUekZ5dER4Q2lLSFVlZ3VoNHhBMDhtSldxbHU1ZVhrQUJBWWdYZGUydzkwcHVocW5LUjNTdnFTN2NpT3o0UDVVMkg5Wnk4cmNnT1o1WWJ6dWVvaENaRV90M05odHRjOGo5b1UzTFNrR1NRZGE2aXV1YlZSR3lNa1lVMGwxZHRmbV9ubS13LWZSWlNJQ0lBRF91LV9UZVZpZzlKVmYySVZRNGhpWHNRLUZFOWJqM2gxQzRLQm04dG1ZUk9Od0c0YVphdWpPOVV6UXRHdHNhYnhzX254Q0ZxeDlXN3Y1ZFVRX0xYdWnSAaYCQVVfeXFMTUIzTmJOUi1LR0pCZmVIXzA4YU5nblJtb2Jlcjg2NnVGaHhYUGR2RjVyR0gtMnZlbUpsdzhWVmQ2ZHRKVW53QVcwQmpEc0FNR05VSG9mRHVva1ZTUkJERkk3ZFFHdDI4M1NoZkZlVk5QWVdJWk1NVUJ4VjhSdExoWUViNldfOE43T0NPR1RISG43aElmai1KZUladS1MTnBJR3kxWEw0d3g5bllQaXE2bHZHUG1RSHRITk5uRXhGMTFkZkxUVmNtRHE3NlNtM3NpNm1WNDRvNWVUVGJ4ZmsxMWVXYi1XT2FCd0RySzZOSFU0WWtrMGQxdm96MThUby10WmxUSERNbThTQTNHbE1RcnZENk1XSFc2bzQtUzE3MFFPTmtLWk5n?oc=5,0.8919
BAJAJHLDNG,2025-06-06T07:00:00Z,The Economic Times,India's Bajaj Holdings sells stake worth $234 million in Bajaj Finserv via block deal,https://news.google.com/rss/articles/CBMi7gFBVV95cUxOZ0tHaGkwZGUyTm9zZTAxSUdaTEs2SnQxMm5lc29kVU5FaUljWHRBX3B5UDVNVFRITmNxamFaYTExVnNnSnU3NlBWbFc1a0FHN2o0NUlVVHdqalFMY3ZqbDZ3YUJuajRVdzhlempmak9GWEdmX2xWTUI0S1J1OXo4SWc0eWJweUNVUUYwczlVRzdvZC1hMFFuNVhxTnR1NUJsbGw2RkFTNlY4bEpuYk93N2FLd3pfRGE3SWdUajhTVTlwUm44NHRnVzl1SmZybHFNUUZFd3lkbGxtMTBSNjFPcnNsY012cWMxTTBVaGRB0gHzAUFVX3lxTE1BRWIxRGFWdFYwZWNZUmQ0SGNzYmRVRk9sZFA0eXZKbmowSEdzRzFXdnYwMlVYeGM2ZE1LZ19kcEJpT0Y4b2tJRWZueGlvejZoZWRUcjBTZkRkSW9HLWNLUHRpMktFRGFpTE53ZWtQemFDSm5RNVVDWG1FbTEybDFRMDB1YmFvaEg3Z29jNmJiZmVadHl0QmY2RU1RajNnRWhzcURQQ2pTaFhDN1lJb3BfQ1oteVUtTjdoUnloY0EzcFpEdjdSRFYzOVIwQ1A5Q0QzQnZqTnM5M1ZZLXlnMHFqNGVOcDk2SmhYVEJVaXFhZzVNWQ?oc=5,0.0514
MAZDOCK,2025-06-09T07:00:00Z,financialexpress.com,Top 5 Defence Stocks to watch out for in 2025 and beyond,https://news.google.com/rss/articles/CBMivAFBVV95cUxPQTNwVzhfdS1pdzl5MTQza3hPT3Q2dXRETVFUVVlTQlJqbzZONHRiZENSd0RJemVuRk9vNHhOM3pFZW5BQTJDV3pwczZlMG1GUmV3eVdJZmFEd0FLcE14SldkM2hzMjlDUlJTQzhPYWt6MTB1VzNMcVpmb2oxTTUta201a1NoTzRVRUYwS0d1eWx0ZEtnRUxzQWpHaVBoMEtKQThMY1d3ejlXV2I0eTVMSGUydjE5VGtWSTh1UtIBwwFBVV95cUxNQ0xaTjRTXzd5Y21BNzI0TzNSaU5jWHhxbGlnRGd4YmdpUFZnX3JTMVYweGhvVk51anVJZUN5LV81Sk5RcTY3a2I5eVZhdFZzX1A3b2Q2WXJpVG9ENzBqYlhJT1dzMXdJUE9NX1N5X1VYeEhEaXVFMkM5XzltQ1hGNm9KNVJBcFVjSl96Z2RLQzZSVnJ3S0tqbWlnYURkMUNaVENSWXJNWURxQkYtb2JqMG1SVl9mS09leUZrNW1mOVNsRkE?oc=5,0.3324
INDHOTEL,2025-06-28T07:00:00Z,The Economic Times,Shree Cements - Mazagon Dock and Lupin among 10 midcap stocks that may get largecap status,https://news.google.com/rss/articles/CBMi5wFBVV95cUxOT00xNE5kcU1vbHdRUnd3LXVkLXc4Z3Q5WlA2ekdvb0p4RmlILWk1QzNOcFBicTBBMlNCT2lmSm9xYjJvazNxWjNONF9EdE5KZkxaMl93UTEwemw2Rld4ZTRBMXBzeTZtNDVpYXljcXluZnBjTDdDNjVWMURvcHZRdmkzcEloeU5yNVNEWEIzMTRCSThtN0hpSGJxTDd2ZHV5ejVteVVpTUVzYkRWTE5faEtqbndmaUdJNWl3VnpKTGg5THotNHFLZFUteUY4QmU3RGljUXdxdWtwUEg2VGdBY0Q0Rmt4Vlk?oc=5,0.7511
