run_at,horizon,period,days,avg_day_pnl,win_days,accuracy,random,ic,adopted
2026-09-25T20:51:38,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T20:52:40,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
2026-09-25T20:55:02,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T20:56:03,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
2026-09-25T20:58:06,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T20:59:07,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
2026-09-25T21:01:09,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T21:02:11,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
2026-09-25T21:04:27,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T21:05:30,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
2026-09-25T21:07:16,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T21:08:22,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
2026-09-25T21:10:26,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T21:11:31,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
2026-09-25T21:14:00,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T21:15:07,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
2026-09-25T21:17:17,intraday,2026-04-06 to 2026-09-25,47,-411.52952952602766,0.0,0.5089285714285714,0.5006457845433255,0.0236475212601179,0
2026-09-25T21:18:23,intraday_close,2026-04-06 to 2026-09-25,53,-376.1184981132069,0.2641509433962264,0.4855769230769231,0.507733571818147,0.0372179259469094,0
