,model_daily,model_weekly,model_weekly_10_holdings,momentum_only,nifty50,equal_weight_nifty100
2018-01-09,232076.90,172690.90,167329.74,155332.63,126699.58,156041.80
2018-01-10,228683.35,173054.49,166874.69,154087.83,126642.41,155762.07
2018-01-11,228149.73,171817.93,167501.52,156239.24,126868.72,155998.57
2018-01-12,225759.38,171411.59,166648.21,156396.03,127226.65,155768.52
2018-01-15,223899.88,170243.61,165511.49,155084.45,127944.89,155328.61
2018-01-16,217575.40,166628.33,161823.41,152583.23,127455.35,152854.05
2018-01-17,221769.80,168125.77,163841.05,153106.45,128504.72,154545.22
2018-01-18,217844.01,164462.65,160767.88,149082.99,128843.60,151997.66
2018-01-19,219871.87,166581.06,163690.56,150740.73,129769.10,153607.79
2018-01-22,222045.25,165604.62,165037.83,153013.60,130620.75,154579.30
2018-01-23,224006.81,167417.91,166672.66,156624.48,132020.32,156865.27
2018-01-24,225219.88,165143.05,166383.95,156837.10,132047.71,156226.88
2018-01-25,222668.41,163806.53,164230.32,157482.95,131852.97,155073.72
2018-01-29,222066.07,162739.17,163400.86,157840.41,132576.58,154206.41
2018-01-30,219840.62,162295.67,162528.94,156868.63,131614.75,153402.76
2018-01-31,214720.24,162606.41,160645.88,154493.05,131353.29,152001.54
2018-02-01,209923.71,165012.80,161226.25,159840.26,131224.65,151636.46
2018-02-02,199222.89,160381.75,157017.59,154911.28,128171.80,146494.66
2018-02-05,200622.83,159860.75,156761.09,157366.48,127051.55,146902.43
2018-02-06,197881.36,158717.29,155609.17,156375.23,125046.90,144325.17
2018-02-07,200162.95,160407.07,157422.46,158277.68,124790.21,145002.38
2018-02-08,204379.22,161559.35,158629.86,162054.33,125983.11,147195.17
2018-02-09,203825.54,161048.39,158261.86,164139.08,124531.14,147086.65
2018-02-12,206379.09,162999.23,160033.51,163889.93,125541.21,148591.02
2018-02-14,206278.17,162089.75,159156.14,161923.28,125078.47,147818.06
2018-02-15,204247.32,163752.59,158141.62,159748.38,125609.70,147117.86
2018-02-16,200981.18,161470.13,156196.34,157650.43,124499.57,145214.57
2018-02-19,198324.85,159863.93,155056.48,154961.33,123619.34,143288.96
2018-02-20,196644.17,159136.93,155016.50,155242.73,123404.94,143586.92
2018-02-21,196067.30,156975.43,153869.69,154000.23,123846.25,143533.40
2018-02-22,194651.83,155634.53,153195.78,155520.48,123670.56,142987.88
2018-02-23,201729.66,160818.63,156355.26,159965.03,124961.13,145704.22
2018-02-26,206125.58,161862.53,157633.10,161956.18,126051.60,147097.71
2018-02-27,205072.79,161448.23,157238.53,160256.08,125714.52,146226.04
2018-02-28,204222.27,162032.73,158271.90,159350.53,124982.57,145923.40
2018-03-01,203800.23,160464.53,156421.68,156992.38,124571.64,145099.23
2018-03-05,202312.01,156970.23,154195.67,152534.88,123386.47,143531.98
2018-03-06,199275.93,154654.63,151482.12,150981.68,122081.01,141755.12
2018-03-07,196170.28,152757.03,150785.80,148478.58,120948.85,139846.28
2018-03-08,198842.92,153730.03,151915.99,150333.83,122002.40,140227.10
2018-03-09,198142.20,152039.23,151232.59,147752.18,121814.19,139361.34
2018-03-12,201447.33,155785.83,154143.44,150440.73,124131.53,141234.34
2018-03-13,202015.09,155394.93,154021.13,150647.53,124196.43,142555.64
2018-03-14,201307.98,155645.13,154439.81,149667.98,124006.46,142942.76
2018-03-15,201510.00,155413.33,155761.54,149484.53,123401.96,143063.30
2018-03-16,197931.57,152581.83,153806.72,146844.73,121436.61,141067.16
2018-03-19,192036.25,147499.93,150600.92,144922.88,120234.77,138616.95
2018-03-20,191691.51,148934.43,151241.35,147610.58,120593.29,139278.96
2018-03-21,192390.85,148105.83,152043.70,147254.63,120961.35,139681.03
2018-03-22,189957.89,147404.13,152067.40,144616.23,120478.95,138769.64
2018-03-23,189141.46,144261.33,150376.23,141324.08,119088.91,136650.37
2018-03-26,192391.29,146923.73,153847.80,143511.78,120668.34,139000.52
2018-03-27,193891.90,149345.33,155416.28,147987.38,121305.59,140475.03
2018-03-28,191983.94,147371.03,153784.07,144273.73,120466.44,138836.55
2018-04-02,201829.92,151877.33,158609.84,151055.23,121634.93,141292.84
2018-04-03,201058.34,149979.33,157956.60,152792.13,122030.38,142375.38
2018-04-04,199257.68,147010.03,155219.31,149148.43,120641.54,140473.78
2018-04-05,204300.06,151395.13,158649.41,155126.63,122985.07,144045.53
2018-04-06,203892.76,151127.33,160781.81,157156.98,123061.89,145083.34
2018-04-09,204615.91,154258.93,162346.51,157612.23,123630.65,145774.72
2018-04-10,204265.83,155890.83,162400.55,156858.93,123903.42,146091.11
2018-04-11,201562.17,156253.03,164260.50,159015.03,124080.90,146039.24
2018-04-12,201907.37,156332.63,163901.95,157735.28,124575.22,145954.38
2018-04-13,203947.48,159039.03,166279.40,162276.98,124836.66,146463.22
2018-04-16,207787.01,160937.63,168206.90,164938.63,125405.42,147211.52
2018-04-17,209676.85,161072.43,169013.16,164710.28,125647.82,147358.07
2018-04-18,209463.97,162637.93,167972.26,163503.03,125379.82,146982.69
2018-04-19,209384.68,169186.53,169991.34,167007.18,125845.54,148294.62
2018-04-20,206504.29,167880.87,168678.37,164936.53,125830.65,147664.49
2018-04-23,205935.70,169559.78,169578.80,164148.53,126076.62,148270.00
2018-04-24,206177.91,167224.98,169147.63,163824.63,126429.78,148013.91
2018-04-25,206546.89,173225.14,171221.36,162790.03,125908.08,147418.02
2018-04-26,206111.02,176785.22,173195.26,165263.23,126470.88,147800.74
2018-04-27,209584.97,176833.95,174657.33,166732.93,127358.27,149129.03
2018-04-30,212813.30,179551.46,176576.79,168355.13,127918.69,149857.49
2018-05-02,209270.61,173738.00,173005.71,163382.88,127664.98,147782.05
2018-05-03,206747.07,170381.96,170468.32,162869.23,127207.60,146507.73
2018-05-04,206728.87,167772.68,169032.00,162884.38,126476.24,145639.54
2018-05-07,209700.55,169544.56,171302.95,168197.73,127634.61,147139.10
2018-05-08,209950.90,170371.32,170030.44,167389.73,127662.00,147411.73
2018-05-09,210875.86,170575.27,169425.29,167204.83,127946.68,146890.51
2018-05-10,207345.30,167905.68,167474.00,162185.73,127647.11,145036.13
2018-05-11,208380.77,169903.14,167567.46,164898.63,128718.53,145764.78
2018-05-14,200203.95,164057.45,164119.23,165459.18,128719.72,145059.50
2018-05-15,195305.08,160786.51,163661.01,164644.38,128663.14,144593.34
2018-05-16,193528.37,161228.51,164729.72,166349.78,127939.53,143952.66
2018-05-17,193430.07,160375.00,164150.32,166019.08,127243.92,144118.46
2018-05-18,191500.07,157924.81,161387.93,157096.98,126215.99,141836.23
2018-05-21,188450.72,157959.52,159978.96,155277.98,125266.66,140570.23
2018-05-22,189438.47,158740.72,161591.04,156935.98,125504.89,141989.03
2018-05-23,190600.72,160731.29,161823.48,152008.68,124238.12,140668.24
2018-05-24,189476.37,161277.74,162651.20,153865.28,125232.71,140941.02
2018-05-25,192580.47,163709.03,166316.73,158575.38,126320.21,143677.78
2018-05-28,195684.67,162221.07,166980.25,159538.38,127314.80,145971.16
2018-05-29,194891.02,163391.28,166648.44,159941.03,126655.50,145080.75
2018-05-30,197569.42,165314.62,166936.01,160189.43,126429.78,145020.80
2018-05-31,195975.37,168052.39,167389.84,159077.88,127880.58,145181.31
2018-06-01,195431.12,164987.06,165832.78,158635.93,127404.72,143769.36
2018-06-04,189498.62,160748.85,163334.50,156291.28,126598.33,142606.61
2018-06-05,190025.72,157599.96,161778.51,155499.48,126177.28,141362.98
2018-06-06,193001.17,161898.75,164705.77,158259.03,127267.15,143555.83
2018-06-07,193343.02,164377.11,166506.98,161986.28,128264.11,145271.39
2018-06-08,194697.62,165824.00,167685.41,161575.78,128255.78,145952.76
2018-06-11,194497.42,165901.57,168292.05,161409.98,128485.67,146159.83
2018-06-12,195385.07,169395.47,169598.16,162801.53,129151.50,147301.42
2018-06-13,196421.97,169131.27,169342.04,162237.23,129316.47,147281.08
2018-06-14,198140.77,170215.73,170094.13,162322.63,128736.99,147116.55
2018-06-15,196500.57,168306.68,169230.73,158850.03,128851.94,146241.35
2018-06-18,198249.02,167341.51,169041.67,157149.28,128639.31,145908.20
2018-06-19,194156.42,164030.39,166813.21,154463.68,127574.46,144281.29
2018-06-20,192107.97,164411.68,166542.40,157599.43,128308.19,144644.00
2018-06-21,189596.52,163286.43,164901.91,155059.18,127939.53,143612.97
2018-06-22,191725.47,163213.52,166424.08,157142.13,128901.36,144469.30
2018-06-25,191840.92,162924.70,165118.71,154224.48,128193.84,143100.12
2018-06-26,192340.77,163848.91,166100.05,153161.23,128273.65,143326.24
2018-06-27,194166.57,161831.94,164614.14,148768.63,127109.33,140756.57
2018-06-28,186862.97,159353.11,160149.53,146150.63,126129.03,138732.12
2018-06-29,190290.12,164139.70,163774.36,149843.83,127620.31,141345.88
2018-07-02,190549.82,164907.76,164572.15,149455.79,126941.37,140307.07
2018-07-03,194667.12,168412.42,166434.79,149656.95,127448.80,141344.87
2018-07-04,192713.87,168189.21,166451.75,150571.34,128282.58,141456.55
2018-07-05,187153.42,166303.77,163120.54,148869.02,128042.57,140551.86
2018-07-06,184278.57,164837.71,162564.20,147932.03,128315.34,141281.27
2018-07-09,186762.02,168095.14,164768.62,150952.05,129271.21,142805.29
2018-07-10,188036.27,170092.22,165916.69,151401.29,130395.03,144027.97
2018-07-11,185543.22,169578.01,164691.50,150500.83,130407.54,142825.65
2018-07-12,183722.77,168901.14,163971.47,152069.20,131299.69,142710.97
2018-07-13,183648.42,167302.43,163628.43,152369.28,131248.48,141810.15
2018-07-16,180776.02,163203.48,160443.73,149469.70,130271.15,138788.01
2018-07-17,181916.47,163441.62,161604.84,151094.53,131119.23,141447.40
2018-07-18,179667.42,161617.12,158030.94,147293.33,130790.49,139741.60
2018-07-19,179556.77,158482.93,156342.46,146467.53,130512.35,139259.15
2018-07-20,181844.72,158919.67,158138.90,149329.64,131144.85,140204.36
2018-07-23,181884.27,159346.68,158009.89,149081.56,132032.82,142076.24
2018-07-24,182173.77,165298.89,160596.58,150787.96,132623.02,144508.25
2018-07-25,179220.82,164924.51,159655.01,150494.35,132595.63,144306.65
2018-07-26,179039.82,166552.74,159740.38,150099.34,133016.09,145401.74
2018-07-27,183057.72,167140.19,162642.27,154219.39,134338.83,146807.21
2018-07-30,184546.17,167496.31,162835.45,153828.22,134829.57,147985.11
2018-07-31,189430.67,171206.80,164713.51,155023.54,135269.70,148592.71
2018-08-01,187040.37,172955.75,164194.81,152792.58,135147.01,148762.86
2018-08-02,186164.32,171331.86,164111.30,153877.19,133938.03,148364.36
2018-08-03,185233.82,173576.39,165582.92,155223.02,135320.91,149712.92
2018-08-06,185616.17,173967.85,165483.61,155261.48,135634.17,150190.93
2018-08-07,186146.97,171035.07,164423.44,155060.78,135662.17,149647.55
2018-08-08,185928.02,172106.07,165255.89,155779.33,136383.39,150035.29
2018-08-09,184094.02,169559.87,164374.24,155941.76,136629.96,151020.84
2018-08-10,183479.72,169274.26,164047.50,155459.04,136139.22,149871.35
2018-08-13,184568.67,170366.10,164068.21,154320.58,135260.76,148469.16
2018-08-14,187313.42,174116.64,166950.92,155843.00,136205.91,150002.05
2018-08-16,186950.07,172154.02,166493.04,154221.31,135609.76,149501.07
2018-08-17,191125.47,176290.22,168696.69,154802.12,136630.55,151256.96
2018-08-20,190307.72,175352.22,168708.14,157222.70,137595.36,152809.85
2018-08-21,190776.92,179338.87,169846.94,158110.48,137823.47,153195.02
2018-08-23,190805.72,178448.50,169281.76,156415.74,137964.61,153197.73
2018-08-24,187133.87,176979.04,168016.52,158880.63,137659.08,152795.75
2018-08-27,190789.92,179465.59,169877.82,159771.72,139265.32,154443.59
2018-08-28,189530.12,179422.48,170118.53,161745.27,139819.78,154141.79
2018-08-29,189294.02,178937.91,169839.60,164312.79,139264.72,154488.79
2018-08-30,189109.07,179883.98,169423.68,162222.11,139084.86,154768.90
2018-08-31,192744.62,185516.81,171616.50,162211.85,139128.93,155369.87
2018-09-03,192660.87,182706.74,169331.32,158650.07,137959.84,154087.09
2018-09-04,190833.92,181982.15,165380.71,153301.97,137220.75,150492.65
2018-09-05,188467.22,180853.60,164464.96,152508.30,136704.40,149947.78
2018-09-06,188325.87,181864.96,165418.25,151694.63,137418.48,150911.37
2018-09-07,188527.47,182548.46,165738.16,152802.86,138040.24,152596.81
2018-09-10,186734.17,182745.76,163883.01,149832.91,136241.65,150022.83
2018-09-11,180856.87,176119.91,159415.56,147571.86,134447.82,147496.72
2018-09-12,181503.87,176223.44,159609.28,147970.40,135429.31,148250.09
2018-09-14,185013.62,178778.99,161726.73,149092.17,137160.01,151085.85
2018-09-17,185145.57,179593.31,161764.56,149971.93,135522.81,150187.67
2018-09-18,182423.32,176849.99,161017.13,149379.35,134345.39,147791.02
2018-09-19,184026.42,175363.15,158697.77,145746.88,133814.74,147477.73
2018-09-21,177942.22,169143.50,154111.77,140908.88,132727.84,144658.45
2018-09-24,176838.01,169769.14,152843.49,136767.50,130635.05,141264.29
2018-09-25,175753.27,168909.99,153809.85,137141.51,131826.76,142425.88
2018-09-26,174006.18,166848.13,152749.78,138793.92,131664.17,142872.87
2018-09-27,169420.46,161913.96,151005.89,134899.03,130755.94,140469.69
2018-09-28,168030.38,160276.93,149220.15,130270.67,130194.93,137831.21
2018-10-01,172777.91,165603.39,151813.91,131364.67,131122.21,139546.70
2018-10-03,171511.46,165313.45,149936.61,129771.60,129334.93,138089.15
2018-10-04,165507.06,160191.71,145406.75,126502.77,126249.93,135297.46
2018-10-05,164649.51,158859.32,143621.91,122886.65,122881.44,130732.52
2018-10-08,162586.28,156595.87,142193.97,120415.30,123257.83,130275.25
2018-10-09,161067.67,155072.95,140952.16,120508.45,122698.00,129685.63
2018-10-10,166221.71,161019.93,145940.19,125280.75,124592.48,134121.39
2018-10-11,158047.58,151279.81,140220.31,117351.30,121907.11,131072.46
2018-10-12,159235.53,152157.21,142982.16,121260.75,124740.18,134608.23
2018-10-15,160961.54,154601.35,144458.04,122519.10,125216.63,135315.39
2018-10-16,166857.45,160349.51,147498.48,126761.55,126077.22,136982.11
2018-10-17,168823.05,163029.17,146590.63,125891.05,124508.51,134132.64
2018-10-19,170660.91,165907.87,147175.42,126696.75,122727.78,133307.08
2018-10-22,168207.88,164033.49,145540.01,123843.10,122033.36,132387.86
2018-10-23,165034.50,160933.71,142347.25,122348.30,120860.70,131157.81
2018-10-24,164697.48,160633.15,144174.88,124338.10,121789.18,132505.65
2018-10-25,156116.57,152469.23,139977.84,121191.80,120599.85,130836.94
2018-10-26,157614.38,153103.96,139451.94,119814.22,119469.47,130396.93
2018-10-29,161535.52,158236.14,143526.52,123371.77,122100.06,134357.81
2018-10-30,160925.55,158125.55,143844.86,120831.47,121475.32,134707.59
2018-10-31,167489.71,164202.97,148393.70,122019.17,123717.01,136992.99
2018-11-01,163238.67,162553.34,148125.54,122458.02,123643.76,138019.58
2018-11-02,160776.77,158850.39,146462.23,123259.37,125699.04,139936.83
2018-11-05,162244.40,160527.05,146329.27,122020.42,125353.61,139571.11
2018-11-06,160555.44,157950.73,144894.81,119672.12,125425.08,138671.71
2018-11-07,160844.77,158687.89,145825.70,120097.02,126239.81,139469.80
2018-11-09,162430.89,158201.28,146518.81,119922.92,126082.58,140435.15
2018-11-12,164345.83,159258.56,148341.63,118957.57,124855.72,138534.41
2018-11-13,163220.07,159052.09,149168.50,119143.32,126050.42,139532.58
2018-11-14,158529.11,155001.22,147354.02,117078.17,125976.57,139576.11
2018-11-15,157528.86,156082.52,149157.62,117990.42,126457.78,140325.81
2018-11-16,157841.63,154484.41,149221.34,116095.97,127237.97,140617.93
2018-11-19,159496.48,155911.61,150521.14,116565.72,128205.16,141769.80
2018-11-20,157463.12,153235.29,147956.54,114442.97,126928.28,139954.41
2018-11-21,155006.38,149974.46,146685.03,113632.57,126259.46,140788.90
2018-11-22,152791.95,149105.30,145676.37,111412.92,125386.37,139135.90
2018-11-26,153892.75,150659.20,146556.02,111670.92,126599.52,139772.95
2018-11-27,154271.12,152005.84,147849.80,112130.67,127278.46,140075.07
2018-11-28,154279.93,152883.91,148474.21,111652.37,127793.62,138878.08
2018-11-29,152079.71,150994.07,148775.86,114935.67,129340.30,140147.10
2018-11-30,155793.66,153385.07,151054.08,113593.52,129555.29,140456.68
2018-12-03,156373.54,154902.13,152269.94,114534.77,129638.67,141327.46
2018-12-04,157268.67,156542.99,152914.30,113880.32,129468.94,141060.73
2018-12-05,156707.39,156935.93,151841.79,111632.32,128437.43,138697.54
2018-12-06,151424.57,151632.88,147905.88,108965.32,126272.57,136051.41
2018-12-07,151226.47,151894.53,147686.78,109569.12,127374.95,136686.73
2018-12-10,148092.54,148287.77,144671.42,105277.57,124930.17,134049.11
2018-12-11,151898.38,152751.10,147581.94,109825.42,125653.18,136305.22
2018-12-12,153166.06,154726.21,149124.59,111084.52,127897.84,139580.75
2018-12-13,153418.97,155548.43,149956.91,111035.57,128540.45,140503.70
2018-12-14,153733.20,157165.19,150556.98,111410.17,128706.02,141250.44
2018-12-17,156139.93,158079.10,151271.59,112918.47,129693.46,142336.69
2018-12-18,154594.85,155366.99,150564.50,112401.87,129935.86,143178.88
2018-12-19,155649.62,155221.48,151029.33,113663.37,130633.85,145016.31
2018-12-20,154933.51,154987.51,150372.12,113011.72,130448.04,144954.30
2018-12-21,153110.92,152903.58,148181.86,112455.57,128093.19,142760.92
2018-12-24,151369.55,152982.14,146943.60,110907.62,127015.23,141309.92
2018-12-26,151627.22,152729.38,147339.48,112029.57,127805.53,141953.18
2018-12-27,153863.04,156408.32,148803.28,113018.02,128400.50,142158.39
2018-12-28,155221.32,156887.11,149466.31,113481.27,129354.59,143776.64
2018-12-31,157015.74,158471.60,150330.97,114004.02,129386.15,144219.52
2019-01-01,156358.86,157915.39,149754.38,112919.72,129386.15,144268.42
2019-01-02,153728.19,155349.35,148638.08,110947.52,128551.77,142238.53
2019-01-03,150118.15,151888.47,146533.10,109084.67,127119.45,140794.15
2019-01-04,149475.98,151386.83,146209.22,109257.12,127775.75,141670.03
2019-01-07,151117.90,153151.07,147294.26,109784.62,128305.21,141799.84
2019-01-08,151190.73,152981.93,146871.72,110130.02,128666.72,142492.48
2019-01-09,152698.01,154879.34,147556.44,110148.57,129298.01,142343.87
2019-01-10,152141.68,154151.78,148248.45,110065.37,128898.38,142462.54
2019-01-11,152932.24,154968.75,148356.45,110284.45,128580.96,141993.06
2019-01-14,151583.23,154374.43,149272.32,110155.10,127897.84,141338.71
2019-01-15,155050.87,157278.71,151976.09,111922.75,129675.00,142842.27
2019-01-16,154705.02,157353.31,152179.54,112247.50,129716.69,142842.83
2019-01-17,156103.70,158813.12,152471.02,113390.40,129894.17,142639.76
2019-01-18,156086.66,158721.44,152858.80,113275.65,129915.01,141802.14
2019-01-21,158277.97,161398.66,154825.40,114884.85,130568.93,141335.19
2019-01-22,158532.82,161950.81,155432.41,115040.80,130103.21,141055.56
2019-01-23,158653.28,161667.53,154921.30,114105.50,129016.31,140498.02
2019-01-24,160770.08,163994.38,155490.14,115763.80,129234.28,140458.24
2019-01-25,159419.08,162459.88,155425.34,115055.55,128409.43,138559.18
2019-01-28,158891.16,161686.14,154643.75,114913.45,126992.00,135928.58
2019-01-29,159592.28,162689.93,155039.46,116244.90,126880.63,136900.48
2019-01-30,156947.07,160157.26,154051.05,115353.95,126875.86,136960.85
2019-01-31,160358.26,163551.39,156371.27,117385.20,129009.76,138371.05
2019-02-01,162128.53,165104.68,158317.13,118024.45,129756.60,138855.10
2019-02-04,161758.42,164533.76,159601.36,117934.95,129978.14,137659.17
2019-02-05,162478.52,165385.11,159628.82,118277.70,130241.37,137216.37
2019-02-06,167701.50,168913.12,161807.47,118496.20,131767.21,138819.36
2019-02-07,167038.58,168588.73,162773.12,118677.90,131849.99,140346.29
2019-02-08,165479.65,166863.07,160935.54,117099.90,130351.55,137757.75
2019-02-11,166325.40,167821.07,159468.55,117607.90,129698.82,136223.30
2019-02-12,166079.90,167363.52,157746.11,117304.35,129015.12,135868.28
2019-02-14,167752.97,169219.06,158123.58,118356.50,127998.49,135772.28
2019-02-15,163560.21,164497.69,157318.44,115306.15,127740.62,134230.18
2019-02-18,164056.99,165129.55,155944.11,114373.05,126746.63,133254.07
2019-02-19,163337.02,164658.01,154376.05,113404.25,126310.67,133635.27
2019-02-20,166880.61,167959.44,156926.42,114779.75,127872.24,135649.68
2019-02-21,167936.07,169061.66,157592.65,115122.05,128520.20,136693.30
2019-02-22,168254.34,169967.82,158209.52,115692.11,128541.65,137737.74
2019-02-25,170550.65,172692.32,160790.45,118161.18,129595.19,138569.15
2019-02-26,170716.11,179239.01,164203.85,119192.63,129061.57,138663.30
2019-02-27,169845.75,180037.92,164430.00,119485.80,128720.32,138779.54
2019-02-28,170026.83,180789.09,164575.04,118175.25,128551.77,139136.60
2019-03-01,169635.82,181310.38,164881.42,118648.38,129397.47,141153.97
2019-03-05,167402.27,182068.12,165057.83,118610.44,130873.87,144498.67
2019-03-06,168132.73,182717.03,165040.63,119860.43,131654.64,145200.63
2019-03-07,166599.65,181731.03,163792.01,119943.72,131716.58,144700.30
2019-03-08,166086.54,180982.24,163026.13,120209.72,131445.01,144139.06
2019-03-11,166998.96,183283.19,165344.51,120851.85,133025.03,147276.18
2019-03-12,167141.28,183533.37,166337.74,120227.75,134611.01,148317.32
2019-03-13,167142.70,182232.40,165933.08,121238.99,135093.41,147618.61
2019-03-14,166515.42,180949.28,165335.93,120283.44,135111.87,147597.44
2019-03-15,166643.62,182084.53,164752.01,122538.58,136107.65,148503.22
2019-03-18,165386.41,181050.11,163959.98,122396.75,136528.71,148895.97
2019-03-19,167498.88,183615.95,165407.63,122843.41,137364.88,149901.60
2019-03-20,166246.61,182147.60,164893.53,121863.99,137229.68,149092.88
2019-03-22,166343.17,182359.57,164814.84,121232.99,136465.59,148056.49
2019-03-25,165771.96,181533.81,164029.97,120670.52,135242.90,146917.95
2019-03-26,164167.32,180466.68,163906.86,121366.82,136779.44,148583.36
2019-03-27,164696.17,181544.68,163501.85,121524.68,136324.43,148454.12
2019-03-28,166730.60,183944.39,164659.27,123433.52,137812.74,149755.14
2019-04-01,167447.38,184106.84,166511.19,124101.41,138993.74,151795.83
2019-04-02,168368.14,184908.47,166243.09,126300.38,139518.43,152039.77
2019-04-03,167269.92,184315.12,165592.12,125770.45,138693.58,150644.93
2019-04-04,166245.25,183114.88,165154.19,123975.26,138146.25,150405.96
2019-04-05,167518.64,184658.01,165878.53,126365.73,138955.62,151376.00
2019-04-08,165999.40,182085.49,165187.90,124007.74,138223.68,150222.20
2019-04-09,165869.49,181767.86,165977.38,124093.08,139027.09,151361.71
2019-04-10,165993.84,181901.01,166233.75,122968.32,137983.07,150511.81
2019-04-11,164987.80,181042.54,165611.07,123226.62,138130.77,150576.41
2019-04-12,166098.86,182358.11,166408.35,122605.12,138687.62,151331.45
2019-04-15,166992.93,182915.60,167170.06,124505.33,139246.25,152345.46
2019-04-16,167876.91,184105.71,167143.75,125113.30,140399.27,153196.35
2019-04-18,168122.56,184234.90,167354.48,125837.96,139990.11,152008.33
2019-04-22,168517.59,184465.67,167653.82,125916.28,138103.97,149280.69
2019-04-23,167928.67,183721.28,167577.47,125818.95,137883.61,148930.95
2019-04-24,169185.07,184626.68,169135.74,127316.75,139672.68,150322.12
2019-04-25,168670.17,184070.22,168478.46,127090.25,138667.96,149521.60
2019-04-26,170266.86,185870.90,169356.26,128564.92,140012.15,149921.31
2019-04-30,170344.93,185275.70,169964.58,128250.01,139934.73,148503.62
2019-05-02,168858.79,183147.22,167263.70,127476.28,139656.00,147769.10
2019-05-03,166050.46,180429.01,164994.66,125108.22,139507.11,147589.90
2019-05-06,165536.71,179560.66,163884.92,124318.97,138149.23,145896.63
2019-05-07,165268.94,179538.72,163970.14,123854.85,136953.95,144231.43
2019-05-08,162708.37,176739.07,162421.53,121980.52,135304.84,142816.07
2019-05-09,163331.14,177200.17,162660.98,122772.97,134618.15,142361.28
2019-05-10,163358.13,177251.09,162484.22,121942.57,134345.39,142094.24
2019-05-13,164599.13,178448.54,162127.34,122073.47,132788.59,138868.63
2019-05-14,162014.13,176426.59,161105.64,120964.37,133668.23,139892.70
2019-05-15,162475.61,177049.05,161008.50,122741.18,132893.41,138366.82
2019-05-16,162805.09,177538.06,162345.56,124687.00,134085.72,139459.15
2019-05-17,162776.95,177807.43,162682.82,126683.59,135873.00,140640.64
2019-05-20,163583.17,179274.82,164996.94,129186.55,140888.81,146249.90
2019-05-21,163216.32,179380.12,165273.59,129700.17,139469.59,144370.62
2019-05-22,161434.99,177773.70,164181.71,129077.16,139812.64,144677.57
2019-05-23,160899.43,177670.90,164066.78,127554.28,138849.61,144608.05
2019-05-24,159853.21,175430.14,163796.94,127917.40,141077.60,148020.99
2019-05-27,159214.27,175497.06,161683.96,129900.14,142038.24,149230.20
2019-05-28,161003.82,177176.66,162954.13,129656.96,142085.89,149439.68
2019-05-29,161082.55,177333.25,163150.47,129701.22,141280.09,148142.25
2019-05-30,161800.96,178365.39,163930.84,134280.23,142290.17,148531.61
2019-05-31,164770.85,181019.92,165705.41,133956.48,142015.01,148446.28
2019-06-03,166386.00,183077.01,168442.29,135392.69,143989.30,150416.87
2019-06-04,164717.08,181393.47,167908.56,134481.73,143192.44,149996.74
2019-06-06,162970.20,179882.16,165890.83,131241.05,141073.44,146931.48
2019-06-07,163294.26,179723.95,166427.41,131494.60,141393.85,146973.22
2019-06-10,165751.56,182085.32,168434.05,132570.78,142013.83,147198.89
2019-06-11,165328.58,181721.48,167910.90,134209.61,142524.81,148238.06
2019-06-12,164401.41,181238.18,166799.60,134542.76,141817.29,147292.89
2019-06-13,163563.95,180350.96,166901.51,134230.39,141910.79,147088.43
2019-06-14,162382.89,179040.28,165968.05,134037.65,140829.85,145632.73
2019-06-17,160595.83,177213.30,165193.62,131676.69,139029.48,143182.08
2019-06-18,160922.16,177385.59,165497.39,132351.06,139259.95,143439.42
2019-06-19,160767.26,177587.01,165516.29,132595.64,139259.36,142434.67
2019-06-20,160995.36,178267.87,166245.17,134401.74,140930.50,145170.59
2019-06-21,161262.16,177961.04,165234.71,134016.01,139648.25,144505.82
2019-06-24,159840.67,176932.07,165044.39,136284.16,139357.03,144338.91
2019-06-25,160806.06,178084.98,164828.03,136946.51,140510.04,145211.50
2019-06-26,160500.94,178063.15,165144.96,137990.35,141118.70,146639.54
2019-06-27,158211.75,176081.94,164183.33,138324.62,141047.23,146867.88
2019-06-28,158176.83,176037.32,163592.43,138208.43,140419.50,146345.74
2019-07-01,158477.59,176367.56,164495.90,146809.54,141333.69,147104.37
2019-07-02,159846.16,177750.16,165375.83,151249.13,141866.12,147358.34
2019-07-03,158528.54,176469.61,164682.70,151939.05,141942.95,147825.35
2019-07-04,158769.43,176824.58,164758.60,151891.04,142300.29,148235.64
2019-07-05,156398.24,174944.48,162034.54,148662.08,140685.13,145391.75
2019-07-08,155330.55,173624.71,160066.68,143541.36,137676.95,141575.07
2019-07-09,155649.22,173963.90,160139.26,149781.28,137644.80,142223.02
2019-07-10,155024.24,173154.16,159552.72,143240.39,136965.86,140671.57
2019-07-11,154138.28,172421.82,159522.17,143189.59,137966.40,142032.27
2019-07-12,154683.98,173209.88,159109.07,143382.09,137604.29,142351.59
2019-07-15,154963.20,172915.18,160751.45,143506.98,138031.31,142097.71
2019-07-16,156248.40,174635.61,162104.56,144179.27,138915.71,143997.07
2019-07-17,157119.66,175109.76,162154.77,144263.21,139212.31,143791.06
2019-07-18,155638.57,173499.49,162177.23,142708.33,138133.16,141258.96
2019-07-19,153829.86,171854.55,160761.33,139461.88,136017.13,139060.38
2019-07-22,153963.70,171796.98,160636.77,140919.08,135147.01,139337.90
2019-07-23,154196.26,172273.63,160679.96,141494.75,134966.55,138916.66
