,model_daily,model_weekly,model_weekly_10_holdings,momentum_only,nifty50,equal_weight_nifty100
2023-11-09,223410.86,174921.85,266849.14,332552.43,231021.57,354998.88
2023-11-10,224554.18,175802.04,269704.13,328429.23,231379.49,356310.84
2023-11-13,224544.08,175828.25,271356.18,328620.49,231596.29,360431.55
2023-11-15,227817.83,178250.21,273526.05,333121.01,234358.48,364416.55
2023-11-16,227936.50,178587.16,274270.66,330567.63,235427.51,367008.71
2023-11-17,226044.55,177022.57,274563.63,336481.38,235029.69,367332.21
2023-11-20,226330.46,177442.74,275667.23,335634.79,234579.44,366839.05
2023-11-21,224735.20,176156.73,275025.70,338081.96,235644.31,366337.94
2023-11-22,225302.91,176356.19,274461.34,334753.84,235983.17,365656.83
2023-11-23,226248.80,177172.73,274850.33,338036.73,235865.85,366518.91
2023-11-24,227800.57,178802.15,275827.70,342207.93,235778.89,366848.84
2023-11-28,229694.59,180608.47,276317.41,340337.88,236910.45,370697.37
2023-11-29,232287.61,182755.07,277927.20,339889.31,239374.89,373585.59
2023-11-30,233738.14,184108.37,281089.38,339509.51,239810.25,376950.99
2023-12-01,239865.23,188533.69,287080.41,340918.23,241415.29,378819.13
2023-12-04,243921.22,191754.44,293813.43,347703.33,246404.90,386116.84
2023-12-05,244105.15,192110.79,293979.90,344902.31,248409.54,390796.12
2023-12-06,252783.16,198951.76,299477.49,354335.66,249393.41,394286.16
2023-12-07,249915.34,196830.97,297158.05,351295.01,248958.07,396163.70
2023-12-08,251628.58,198846.69,299455.12,351180.18,249771.01,394248.86
2023-12-11,254799.10,201395.25,303040.64,361150.68,250100.94,397252.74
2023-12-12,253230.99,199953.79,300745.60,357527.21,249020.60,395216.05
2023-12-13,254961.18,201298.37,308516.59,357144.56,249258.22,398217.01
2023-12-14,258879.21,204274.60,311245.23,360758.81,252311.65,404340.23
2023-12-15,259061.58,204508.01,309433.65,362417.28,255574.74,407901.04
2023-12-18,259931.43,205709.72,311502.91,365279.81,255122.12,408665.34
2023-12-19,259935.79,205403.33,312055.52,366883.38,255532.45,408258.09
2023-12-20,254092.57,200618.52,300845.00,350475.03,251923.96,394414.89
2023-12-21,254908.14,201353.49,306701.14,359843.51,253173.45,401209.52
2023-12-22,256910.32,202780.81,305182.02,359449.61,254297.27,404002.37
2023-12-26,260892.47,206243.72,310172.25,372618.93,255392.49,407154.16
2023-12-27,261066.07,206322.01,310661.99,375351.48,257934.35,410251.69
2023-12-28,261184.49,206015.67,309608.30,371276.51,259410.74,414101.02
2023-12-29,262247.84,207000.23,310395.37,374308.91,258847.35,416042.28
2024-01-01,261988.51,206497.61,311588.19,375435.94,258972.42,418444.47
2024-01-02,260876.76,205375.85,309158.33,371417.58,258065.98,417064.22
2024-01-03,266147.59,209491.57,314317.62,377980.98,256297.75,418065.04
2024-01-04,270708.50,213367.36,318606.01,376744.23,257980.20,422039.69
2024-01-05,271126.12,214059.37,320136.56,377247.49,258601.98,422819.47
2024-01-08,267802.88,211799.53,318441.47,372513.41,256245.94,419016.11
2024-01-09,268159.50,212179.33,315530.42,375866.66,256625.30,419974.46
2024-01-10,267233.94,211504.72,314792.31,389940.41,257504.94,422343.76
2024-01-11,268160.85,212311.13,314264.34,391555.98,257844.41,423950.08
2024-01-12,269197.51,212892.46,316337.84,393956.73,260790.67,427380.40
2024-01-15,272332.55,215483.25,320279.82,407942.73,263207.44,431528.96
2024-01-16,273216.36,215860.97,320535.73,412061.81,262431.44,432569.14
2024-01-17,270230.58,213651.48,316514.68,429109.16,256948.09,428034.23
2024-01-18,270573.88,214017.03,315250.25,427231.69,255641.44,427511.55
2024-01-19,272178.41,215129.16,321632.33,464885.51,257549.03,434358.24
2024-01-23,262308.29,207400.46,311611.86,459426.33,252979.89,423942.06
2024-01-24,266116.47,210378.73,321059.47,470953.31,255542.57,432774.51
2024-01-25,263618.38,208715.27,322391.59,474240.41,254335.37,433302.02
2024-01-29,264240.93,209721.99,328411.49,471043.31,258921.19,441359.25
2024-01-30,262287.39,208862.53,327247.59,467042.13,256354.32,439478.35
2024-01-31,260617.05,207260.26,328790.17,476682.03,258779.44,444352.35
2024-02-01,258376.40,205336.21,323926.73,464585.28,258442.95,443741.50
2024-02-02,257901.28,205045.44,325343.87,460115.81,260305.29,449590.17
2024-02-05,254668.24,202418.28,320680.21,442397.66,259327.36,449074.23
2024-02-06,255636.85,203650.90,323149.26,449164.76,261205.77,455275.78
2024-02-07,255576.42,203559.20,323923.98,445851.03,261218.87,458583.66
2024-02-08,255930.90,205158.49,325190.88,449790.18,258687.13,458466.03
2024-02-09,250799.58,200592.15,318813.99,426523.84,259456.01,455278.02
2024-02-12,243746.70,195019.33,313162.22,406219.76,257473.40,442505.21
2024-02-13,248896.86,199430.60,317881.04,417367.01,258988.49,445244.58
2024-02-14,249964.16,200111.55,321692.28,420894.94,260141.51,452130.26
2024-02-15,250827.30,201403.05,324991.34,428385.11,260983.62,458357.09
2024-02-16,254111.03,204187.20,326122.63,419640.03,262531.47,460232.08
2024-02-19,252014.52,202314.31,325969.69,435643.98,263502.84,461560.90
2024-02-20,249971.83,199491.16,323724.23,434350.23,264392.60,461286.60
2024-02-21,246199.51,197035.05,317518.82,424714.08,262702.42,456377.37
2024-02-22,250333.77,199710.00,322078.83,424792.76,264636.78,460942.75
2024-02-23,251321.18,201561.53,324607.12,430487.58,264580.20,462031.79
2024-02-26,249298.92,201364.08,323643.44,431539.38,263500.47,461396.14
2024-02-27,252487.61,203203.14,320985.88,431257.88,264409.28,460204.28
2024-02-28,249221.91,201523.70,314978.85,421009.28,261464.84,450765.32
2024-02-29,252298.07,201270.52,320183.31,408754.08,261841.83,453249.89
2024-03-01,253175.21,203447.58,324673.59,411531.98,266081.62,460217.39
2024-03-04,257637.96,208104.23,328633.78,407470.08,266877.88,465044.47
2024-03-05,254676.52,206444.48,326724.28,406175.83,266290.67,465179.81
2024-03-06,249334.43,202856.08,324917.64,398927.63,267693.22,463284.34
2024-03-07,254082.08,207058.88,329367.47,403033.93,267925.49,465423.80
2024-03-11,254967.12,209978.18,329827.48,407010.38,266008.97,461973.91
2024-03-12,248165.98,205427.23,324970.30,400434.38,266045.28,455423.99
2024-03-13,233134.03,193160.28,307282.20,370034.40,262019.29,435391.37
2024-03-14,239881.98,198661.63,314167.91,387662.55,263793.48,447291.52
2024-03-15,234696.23,194597.28,309800.82,388437.06,262324.82,444654.92
2024-03-18,235098.80,195540.98,308934.77,384715.31,262710.14,445640.75
2024-03-19,230135.20,191291.22,304063.17,382895.51,259872.30,439701.61
2024-03-20,227382.17,190113.38,305138.37,375510.21,260130.18,440881.52
2024-03-21,238440.43,197281.98,315459.72,388834.81,262189.03,449673.53
2024-03-22,241657.47,198759.20,319434.70,396347.66,263199.11,453010.71
2024-03-26,247406.67,202773.14,324502.04,406256.76,262102.67,455881.88
2024-03-27,244237.38,200739.29,321618.69,398001.76,263519.52,456351.89
2024-03-28,247201.17,203201.37,324459.17,397530.01,265940.48,460043.60
2024-04-01,251708.48,205367.40,329397.45,407959.76,267549.68,467524.56
2024-04-02,259231.82,211778.14,335119.24,412246.71,267446.06,470909.52
2024-04-03,261866.07,212957.19,336147.14,416138.51,267223.91,472722.55
2024-04-04,258321.02,209670.12,334531.67,414792.11,268176.81,473408.06
2024-04-05,258873.77,210843.29,335326.47,414651.66,268165.48,474573.61
2024-04-08,257064.07,209096.02,333983.70,409329.56,269983.15,476267.93
2024-04-09,254184.27,206933.72,330586.75,403845.86,269702.63,475639.88
2024-04-10,257637.52,212008.09,335234.02,404658.91,271025.38,479512.10
2024-04-12,257755.13,212296.05,332319.88,402693.86,268233.39,476034.56
2024-04-15,254518.47,209764.15,326182.23,392422.06,265292.50,469673.04
2024-04-16,258978.02,212813.64,327535.52,398774.51,263808.37,469388.74
2024-04-18,257318.32,212560.57,326557.70,399745.21,261997.26,466739.08
2024-04-19,258498.12,214786.25,326893.73,398430.41,263797.65,467406.87
2024-04-22,262679.12,218385.70,332369.58,405764.26,266053.63,472997.75
2024-04-23,261925.02,217578.84,330886.22,416646.56,266430.02,476273.11
2024-04-24,267988.47,223155.50,334087.18,424605.66,266839.77,478658.17
2024-04-25,271922.52,226232.04,338456.87,430689.26,268840.25,483797.76
2024-04-26,272657.57,226154.27,341097.50,434373.61,267048.80,485849.64
2024-04-29,276904.67,229637.07,344486.90,435539.41,269710.38,486670.17
2024-04-30,275925.88,229206.95,350233.87,445700.01,269251.19,487279.09
2024-05-02,283918.52,238257.04,363721.87,461214.46,269767.54,491665.54
2024-05-03,282244.97,237802.34,364101.12,458350.81,267714.64,489438.12
2024-05-06,271588.27,228637.79,351064.88,439355.61,267319.78,483364.37
2024-05-07,264052.47,224793.22,342270.75,428227.01,265649.84,474692.68
2024-05-08,273692.88,232505.37,351247.50,439734.96,265649.84,479529.18
2024-05-09,267634.27,227418.12,342700.44,426063.91,261540.47,468498.32
2024-05-10,269926.12,228503.39,345174.92,427037.11,262704.19,473148.85
2024-05-13,271816.42,230157.50,344420.08,424537.76,263286.07,474892.20
2024-05-14,278162.52,234263.09,347248.82,441401.21,264641.55,483095.39
2024-05-15,283844.78,239943.62,351896.00,445593.76,264435.50,485256.16
2024-05-16,300568.08,252894.28,361687.00,456638.36,266857.04,488882.02
2024-05-17,298936.53,251981.90,363454.67,465137.96,267598.51,493833.26
2024-05-21,309359.83,262699.60,369192.28,508459.46,268348.33,504334.71
2024-05-22,312944.98,266657.65,368267.17,506327.11,269167.23,504017.16
2024-05-23,314541.62,268332.89,372018.32,531258.41,273572.59,510934.03
2024-05-24,324533.62,277431.37,378697.35,536654.71,273446.92,512361.46
2024-05-27,326747.38,280471.55,383953.48,548775.06,273153.30,513905.74
2024-05-28,321763.53,275362.52,380512.75,545296.41,272625.65,508684.67
2024-05-29,320592.08,274215.54,379288.17,544011.16,270440.52,508205.34
2024-05-30,314004.27,269813.87,371359.65,542825.11,267867.12,501648.95
2024-05-31,312914.13,269365.80,370561.38,539045.61,268367.97,506268.19
2024-06-03,337327.57,289956.19,396829.32,579063.21,277101.29,527429.09
2024-06-04,276566.38,237100.95,336481.58,484729.36,260670.95,476447.22
2024-06-05,280705.67,240076.09,346864.53,488543.21,269435.81,494511.36
2024-06-06,296938.33,253192.67,361831.15,512213.06,271830.57,505698.32
2024-06-07,300770.07,257277.94,365864.58,519511.41,277413.95,514338.67
2024-06-10,305334.26,260221.15,369184.73,523807.56,277045.29,515578.10
2024-06-11,307917.07,261822.85,371627.40,536219.31,277112.59,518385.73
2024-06-12,310284.40,263537.35,373655.07,540331.86,277804.63,521555.84
2024-06-13,318319.78,270785.90,381773.83,542149.06,278709.30,525170.61
2024-06-14,323837.40,275554.09,388202.03,546318.51,279503.77,531193.23
2024-06-18,334571.40,285115.31,393090.57,552611.41,280603.18,535180.24
2024-06-19,324038.03,276244.27,386779.83,542945.96,280104.10,528910.54
2024-06-20,323149.54,277886.45,385883.00,537323.31,280711.57,530034.27
2024-06-21,318413.03,273548.00,382304.44,555072.11,279926.62,528372.40
2024-06-24,325006.57,277624.60,387776.17,565046.26,280364.35,529445.45
2024-06-25,325769.33,277444.77,386688.99,558024.06,282549.48,529081.57
2024-06-26,321987.09,271906.10,381608.65,557067.26,284306.38,529310.97
2024-06-27,322655.52,271469.65,382234.86,563531.61,286399.17,532435.49
2024-06-28,323046.96,271127.82,384485.56,565626.16,285995.38,532309.89
2024-07-01,331564.80,278614.71,393207.03,572829.21,287559.91,535740.19
2024-07-02,328719.27,274198.95,390349.12,565914.16,287344.32,532930.14
2024-07-03,336005.65,281430.49,398258.45,578321.86,289281.69,539487.47
2024-07-04,339963.59,284294.98,402087.58,584102.41,289468.10,543192.88
2024-07-05,342338.72,285991.81,404663.80,642866.41,289726.57,548133.99
2024-07-08,347523.99,289662.48,409840.14,710398.96,289687.27,547605.65
2024-07-09,345892.89,287770.19,410735.31,692649.61,291029.05,549391.72
2024-07-10,346292.22,285737.39,411758.40,750362.46,289733.71,547330.70
2024-07-11,351523.55,289220.73,417517.09,771344.51,289632.46,550480.88
2024-07-12,345104.90,286778.89,413901.85,765812.61,291850.35,551401.53
2024-07-15,346413.28,287214.39,416925.34,764319.06,292857.42,555488.57
2024-07-16,338810.34,280437.89,409418.37,753488.16,293170.70,554212.68
2024-07-18,326395.05,268806.60,400055.59,721628.46,295408.22,549937.77
2024-07-19,315576.54,257633.07,388547.20,738098.51,292192.79,537735.46
2024-07-22,326163.04,266714.78,397855.49,753933.26,291934.91,542606.00
2024-07-23,317299.64,260739.24,390207.16,719188.76,291575.20,538746.08
2024-07-24,319539.34,260719.88,392834.56,724539.11,290794.41,540471.14
2024-07-25,322927.22,259599.83,393578.84,711119.66,290706.26,540139.87
2024-07-26,327594.47,265689.47,402145.28,698547.76,295813.20,550571.98
2024-07-29,335957.70,272535.45,411409.44,747640.01,295828.09,556410.02
2024-07-30,334154.72,269666.31,411072.31,752689.61,296080.62,558163.18
2024-07-31,332744.94,268480.79,413014.13,742787.31,297198.48,560011.90
2024-08-01,325726.81,263924.36,407882.19,731561.91,297910.18,558454.01
2024-08-02,318795.09,257049.94,404216.87,721917.31,294417.79,550513.12
2024-08-05,308231.30,246943.13,389136.81,680970.91,286531.38,530229.04
2024-08-06,302269.90,241755.03,380889.13,672587.11,285780.40,526093.88
2024-08-07,315570.29,252720.69,397910.85,697430.21,289412.71,539824.09
2024-08-08,311292.92,254970.04,398471.05,673203.56,287262.74,535128.22
2024-08-09,313143.59,258233.03,405927.86,658659.46,290246.50,541175.80
2024-08-12,312287.95,255720.23,403355.78,701867.71,290002.32,541368.83
2024-08-13,307930.99,254690.59,398185.15,693744.66,287524.78,535099.03
2024-08-14,305735.85,252248.44,397805.46,679759.41,287581.36,533804.02
2024-08-16,313003.08,258983.93,407234.39,698399.81,292314.88,543840.54
2024-08-19,315669.71,260794.19,409411.51,702194.36,292690.09,547156.79
2024-08-20,316564.26,260923.18,413569.70,696886.76,294193.27,550370.30
2024-08-21,316455.04,260004.89,412068.87,696931.16,295043.13,552880.61
2024-08-22,317842.15,262162.64,414713.61,703000.71,295535.07,553125.70
2024-08-23,318409.27,263560.74,416159.40,702531.26,295673.84,553029.24
2024-08-26,318213.65,262810.04,415365.73,706805.36,297906.59,554918.67
2024-08-27,318626.78,261745.49,417693.76,713160.01,297991.76,555893.37
2024-08-28,317727.97,262722.59,420208.72,714837.01,298403.89,555408.80
2024-08-29,317147.45,261513.79,419721.71,717575.91,299590.24,555124.43
2024-08-30,319149.84,263953.79,419350.49,738175.81,300590.20,557531.81
2024-09-02,319914.26,262314.39,416541.70,732605.06,301099.98,557023.86
2024-09-03,325270.97,266903.74,421866.79,736892.16,301113.69,558339.31
2024-09-04,325839.55,268162.48,421319.54,729630.71,300147.09,556901.19
2024-09-05,325621.58,269725.49,426070.25,722165.01,299508.65,556315.00
2024-09-06,317861.68,263525.19,417306.56,704968.96,296019.27,547667.95
2024-09-09,316089.68,261004.54,413528.50,694274.11,297022.79,546962.76
2024-09-10,319193.15,261293.78,413875.51,692775.46,298269.88,549944.95
2024-09-11,314160.58,258278.84,409835.17,680969.71,296808.97,546672.51
2024-09-12,318536.09,260061.64,416187.68,680552.41,302412.61,555778.49
2024-09-13,322735.93,260612.19,415755.09,681711.46,302026.69,556883.55
2024-09-16,320312.52,271825.09,421772.91,671370.06,302351.27,558816.04
2024-09-17,315107.44,263847.78,414494.24,653902.01,302765.79,557456.87
2024-09-18,307318.80,277355.09,418803.13,652522.61,302277.43,555108.70
2024-09-19,297276.02,265091.03,409210.32,631427.21,302733.03,550204.34
2024-09-20,303706.71,275872.09,420283.03,662168.86,307201.50,558044.65
2024-09-23,308937.55,277996.04,425518.01,655799.41,308965.57,562855.60
2024-09-24,308962.13,278540.99,426295.27,651016.36,308981.65,564190.97
2024-09-25,305815.82,274320.18,420519.99,649864.96,309740.99,561449.61
2024-09-26,306365.68,271658.58,420537.43,646018.16,312264.98,565013.55
2024-09-27,314632.78,273321.14,424729.59,655165.21,311823.05,567233.01
2024-09-30,313219.10,272191.24,420489.37,657060.31,307438.54,562816.60
2024-10-01,312819.79,276893.54,423819.89,652448.31,307272.39,564316.54
2024-10-03,302151.95,272872.19,413519.16,633507.76,300759.33,551646.98
2024-10-04,299224.60,275350.08,412717.87,616762.81,297954.24,546555.69
2024-10-07,293330.32,263654.03,400319.96,576137.66,295347.47,535425.36
2024-10-08,302622.02,282189.13,422419.71,612815.31,297936.98,546232.98
2024-10-09,306210.97,281842.43,426699.01,610443.11,297565.33,549195.49
2024-10-10,308283.53,286599.08,427695.71,614492.36,297761.87,549283.09
2024-10-11,306996.80,291595.26,431719.75,608268.96,297354.51,550911.10
2024-10-14,311247.06,296223.05,435655.91,605663.51,299304.37,553359.56
2024-10-15,315251.29,303038.81,439596.47,611202.01,298463.44,552625.36
2024-10-16,316817.33,308793.51,438453.83,617577.46,297438.50,549877.85
2024-10-17,309720.75,303457.11,431848.63,621410.86,294800.74,541592.72
2024-10-18,310905.86,303517.76,431150.25,612888.16,296041.91,544575.19
2024-10-21,305558.58,298111.01,425004.17,599630.31,295172.97,537727.31
2024-10-22,293296.70,286435.86,410744.06,572423.61,291492.40,524173.08
2024-10-23,292016.23,283107.21,411023.04,570817.31,291056.46,525161.99
2024-10-24,288135.22,284864.31,410497.72,574838.51,290626.47,524266.59
2024-10-25,283737.10,274936.41,400426.80,553195.06,288022.68,512478.67
2024-10-28,283511.27,278289.61,405934.83,567468.21,289908.82,518507.61
2024-10-29,286119.42,285298.31,411947.15,580700.01,291429.87,522057.66
2024-10-30,282933.46,280435.60,404550.09,597396.01,289929.06,520017.05
2024-10-31,281505.93,280657.21,399922.84,599211.81,288315.09,518129.62
2024-11-01,286066.71,282285.41,404185.25,600126.66,289494.30,522224.55
2024-11-04,279427.66,276100.01,396055.87,577439.11,285813.73,514461.98
2024-11-05,281249.06,279909.51,399505.09,583841.56,288409.80,518695.99
2024-11-06,291147.72,288511.06,410328.15,601754.31,291634.76,529104.66
2024-11-07,292546.05,290745.15,405703.31,607417.61,288243.62,524096.09
2024-11-08,287827.95,285335.01,395175.06,579452.81,287634.36,519532.95
2024-11-11,291713.20,287219.21,401583.96,574834.31,287552.19,518108.24
2024-11-12,285084.61,278623.56,393454.90,569937.21,284480.86,510481.41
2024-11-13,276904.83,271666.36,383880.19,552515.71,280616.88,499063.06
2024-11-14,280228.21,272066.31,384951.63,550658.01,280303.01,499617.45
2024-11-18,279687.84,270427.66,383803.86,547581.36,279363.23,500537.80
2024-11-19,280223.87,269725.41,387797.58,564488.01,280133.88,503644.59
2024-11-21,276690.68,264963.41,380451.42,548285.16,278125.65,497822.29
2024-11-22,282162.31,270253.41,388040.59,552556.11,284764.36,506125.99
2024-11-25,292081.68,280759.31,398938.38,572086.96,288512.23,513140.95
2024-11-26,295659.87,283795.70,401147.43,569711.31,288185.86,511850.34
2024-11-27,302395.14,287828.66,406483.57,576783.51,289143.52,517620.23
2024-11-28,301602.67,287696.41,404870.27,580378.96,284846.55,516208.32
2024-11-29,300626.13,289100.86,405786.31,575808.61,287430.68,521137.89
2024-12-02,302464.40,289385.11,409293.24,576804.21,289157.22,523891.70
2024-12-03,302535.06,291304.81,410787.50,579737.61,291314.34,528139.95
2024-12-04,304269.41,292445.96,413239.52,583663.16,291437.01,530363.87
2024-12-05,310942.81,295039.16,417171.78,586058.81,294307.03,533754.20
2024-12-06,311904.65,297268.57,422577.63,606974.96,293942.55,536107.88
2024-12-09,311370.61,297384.73,423224.06,613453.71,293242.17,536175.36
2024-12-10,311187.11,298436.77,423612.63,605967.96,293135.57,535924.54
2024-12-11,312482.26,298803.83,426523.31,618398.21,293513.75,537456.06
2024-12-12,310459.00,297183.14,422431.65,613378.31,292404.80,535492.11
2024-12-13,311611.95,296648.86,422777.30,608329.86,295020.52,536258.32
2024-12-16,313511.16,299595.39,427576.10,612330.36,293828.79,537138.62
2024-12-17,311848.91,294196.79,425430.65,607910.96,289871.29,532561.07
2024-12-18,307124.76,286642.02,420814.73,594234.41,288237.66,527690.25
2024-12-19,302548.96,281876.29,415155.59,583912.76,285293.80,524171.64
2024-12-20,291578.61,273360.14,401819.66,565585.21,280955.75,511751.23
2024-12-23,291563.36,274988.26,402067.90,562781.91,282932.41,513982.40
2024-12-24,292024.51,274476.67,400950.80,560420.26,282625.11,512786.71
2024-12-26,292523.16,275535.17,402966.30,563247.91,282893.69,515474.19
2024-12-27,292609.91,275599.30,401182.47,556731.99,283646.50,513712.37
2024-12-30,288863.56,268066.60,397850.34,561633.29,281639.46,513121.81
2024-12-31,292647.96,272901.69,401592.17,560926.00,281638.27,513582.72
2025-01-01,291427.91,272836.51,401522.14,562363.13,282806.76,515503.26
2025-01-02,298284.65,278007.25,409087.58,573995.03,288116.18,523282.74
2025-01-03,293808.46,275134.34,404238.29,575418.34,285925.70,522674.17
2025-01-06,285119.56,266583.88,393030.86,562249.58,281295.82,508471.67
2025-01-07,282664.05,269350.96,392747.77,563309.93,282389.86,511436.69
2025-01-08,278534.45,266216.32,386316.92,540464.53,282164.13,507841.28
2025-01-09,276076.71,263003.65,382114.52,532323.97,280229.17,502280.75
2025-01-10,271671.76,258518.61,378101.73,524923.32,279097.60,493638.34
2025-01-13,256550.10,246146.73,360417.63,499072.34,274981.67,477063.08
2025-01-14,259203.26,249359.42,366800.72,503830.74,276054.89,487757.99
2025-01-15,263975.51,248116.67,368938.81,510228.29,276497.37,489740.67
2025-01-16,265161.45,251942.70,371024.13,511284.34,277671.84,494841.02
2025-01-17,274077.01,259637.78,377736.76,515609.43,276378.26,495806.65
2025-01-20,272867.46,263005.97,378679.00,519433.48,278064.30,500297.83
2025-01-21,257540.15,255605.09,360806.30,489498.74,274251.53,489392.91
2025-01-22,250351.30,249035.63,355388.18,485236.68,275808.31,486177.31
2025-01-23,254766.05,253923.37,360907.71,493288.08,276403.87,491164.40
2025-01-24,248525.15,248781.66,354381.04,488069.65,275056.12,484908.91
2025-01-27,238514.34,239155.30,343973.64,466931.13,271922.89,472697.89
2025-01-28,236079.34,235017.30,340129.54,457526.72,273448.71,472160.15
2025-01-29,242645.04,242487.66,350948.56,469068.21,275900.63,481385.19
2025-01-30,241372.84,238945.10,350646.43,457137.23,276929.76,481593.86
2025-01-31,249833.29,246972.85,362597.45,462577.79,280013.58,490120.79
2025-02-01,246722.44,239805.61,365702.96,459945.64,279700.91,489166.64
2025-02-03,239500.94,233370.00,361494.25,463403.00,278258.46,485012.53
2025-02-04,243169.74,240762.20,369479.76,469617.42,282763.28,493753.03
2025-02-05,246762.15,245597.66,373475.32,479318.48,282251.70,497956.35
2025-02-06,240472.18,242322.26,366161.55,470908.50,281144.54,492871.57
2025-02-07,244418.16,245616.67,370350.93,478191.83,280627.59,493698.90
2025-02-10,239859.60,239361.02,359900.28,471637.69,278503.23,485010.09
2025-02-11,230138.41,231843.62,350368.14,456872.78,274813.15,474001.56
2025-02-12,230479.65,231849.16,350136.13,462024.23,274496.89,473111.71
2025-02-13,234146.31,235383.32,353750.60,459305.06,274331.93,473976.45
2025-02-14,224704.26,227233.37,342257.53,447252.43,273115.19,463633.72
2025-02-17,220993.61,223394.17,341566.12,451237.24,273475.51,465440.28
2025-02-18,217001.46,218999.47,339064.61,447504.08,273306.38,464366.72
2025-02-19,217387.41,219082.22,342979.04,460801.33,273158.67,469306.16
2025-02-20,219246.16,221791.67,347203.44,471597.84,272923.43,474140.63
2025-02-21,219089.61,221495.72,343360.43,463188.22,271526.84,469848.10
2025-02-24,218368.90,220921.52,337489.14,459629.93,268637.76,465436.79
2025-02-25,214671.95,216116.21,335132.32,457178.18,268568.69,463201.12
2025-02-27,211949.90,212578.16,331243.62,444109.60,268538.91,458426.98
2025-02-28,205262.03,207275.47,322599.72,428703.60,263532.02,447095.22
2025-03-03,210118.33,211226.87,327097.82,432210.85,263467.71,449823.47
2025-03-04,215459.52,214512.90,327388.57,435330.85,263031.16,450827.92
2025-03-05,221517.38,219408.66,336117.08,444979.21,266064.36,461472.43
2025-03-06,220153.18,218722.06,336529.59,442222.20,268534.73,465315.49
2025-03-07,219554.28,218779.66,333771.46,445404.16,268627.64,463663.93
2025-03-10,213817.08,214689.81,325963.12,434952.81,267529.44,456961.47
2025-03-11,217941.84,217566.01,330640.28,433922.36,267977.30,457938.65
2025-03-12,215945.13,216577.65,328043.45,431319.50,267650.92,457628.63
2025-03-13,216084.22,215905.95,325351.33,437563.85,266777.82,455515.33
2025-03-17,218446.57,220093.20,329223.17,436098.41,268106.53,458563.83
2025-03-18,218446.57,220093.20,329223.17,436098.41,271984.23,458577.02
2025-03-19,232089.33,231770.51,348888.13,466590.35,272857.31,476960.20
2025-03-20,234817.83,234739.91,350932.40,468114.16,276228.79,479544.64
2025-03-21,237015.13,235605.46,355227.70,467523.65,278131.61,483741.93
2025-03-24,245544.86,241299.40,358491.43,479370.50,281799.65,489991.36
2025-03-25,243968.23,238698.20,353810.87,465816.06,281922.35,485642.57
2025-03-26,241314.70,244175.50,354128.04,465108.60,279756.88,482390.13
2025-03-27,246803.68,246334.96,360346.91,471351.66,281008.74,486743.45
2025-03-28,258528.93,244039.45,360977.81,464784.86,280144.00,484058.30
2025-04-01,260290.53,246633.55,357381.28,458338.61,275931.59,480098.31
2025-04-02,266307.58,250772.15,363887.73,465379.31,277916.60,486134.36
2025-04-03,265750.80,249736.18,355755.12,475332.61,276936.90,485774.70
2025-04-04,261670.38,246504.50,344173.07,457832.53,272819.79,471987.24
2025-04-07,245078.31,229116.37,328510.04,432008.64,263971.54,455508.78
2025-04-08,252840.65,235226.09,336746.61,439316.64,268429.32,465061.98
2025-04-09,251915.84,233318.74,332331.65,439406.94,266801.06,461646.60
2025-04-11,256645.64,235237.35,337661.40,448943.04,271915.74,470964.30
2025-04-15,261565.31,241320.96,343176.71,463938.24,277871.35,484472.29
2025-04-16,263506.21,242024.56,347415.42,473210.64,279165.48,488187.25
2025-04-17,267298.61,245483.56,351100.14,468719.45,284102.10,492501.37
2025-04-21,275763.71,253510.36,360783.54,481537.75,287364.59,502829.81
2025-04-22,278171.31,258927.66,362568.85,488500.04,287861.28,503616.94
2025-04-23,283788.51,265618.76,370917.99,489058.24,289787.31,508432.75
2025-04-24,281809.81,263524.76,370108.64,489751.94,288807.61,507935.02
2025-04-25,280574.11,262743.16,367560.09,477465.75,286337.83,496899.95
2025-04-28,281706.61,264699.46,368513.00,488431.54,289781.96,503354.98
2025-04-29,285724.61,266648.96,373432.60,503913.84,289870.69,503889.84
2025-04-30,280453.61,263969.36,371401.89,503471.35,289849.84,500122.00
2025-05-02,281051.71,264417.26,371957.06,493562.14,289998.73,498202.51
2025-05-05,285933.41,269171.56,378258.57,508533.24,291361.99,505979.35
2025-05-06,281429.31,265838.76,374690.72,485411.95,290390.62,496168.86
2025-05-07,283942.11,269032.06,378713.56,486310.44,290805.14,499806.44
2025-05-08,284503.01,267096.36,374494.67,475669.54,289130.42,491934.87
2025-05-09,280976.31,263152.66,371493.96,478455.14,285964.41,489694.18
2025-05-12,295555.91,277343.96,391662.90,490569.94,296883.41,509666.76
2025-05-13,294140.41,276659.66,387050.51,496321.95,292757.97,508526.53
2025-05-14,296837.31,279389.06,391594.80,499569.64,293812.72,512621.70
2025-05-15,300110.81,281641.06,391322.36,510151.84,298520.02,519782.10
2025-05-16,300390.31,282201.16,390354.33,533505.74,298016.19,525043.94
2025-05-19,297793.71,279805.86,389266.58,528852.34,297130.57,524404.95
2025-05-20,295729.21,277815.36,385033.68,519777.54,294015.21,515961.59
2025-05-21,293277.74,274245.86,386909.23,516081.84,295558.29,520343.99
2025-05-22,292370.64,270552.26,383414.43,515661.94,293131.38,517657.57
2025-05-23,292718.94,270631.96,386101.58,517488.74,296031.18,521604.03
