symbol,date,traded_qty,deliv_qty,deliv_pct
3MINDIA,2020-01-01,773.0,461.0,59.64
ABBOTINDIA,2020-01-01,4037.0,1754.0,43.45
ABCAPITAL,2020-01-01,982667.0,374847.0,38.15
ACC,2020-01-01,321092.0,82053.0,25.55
ADANIENT,2020-01-01,1553127.0,238996.0,15.39
ADANIGREEN,2020-01-01,5417952.0,1451570.0,26.79
ADANIPORTS,2020-01-01,11377167.0,1155555.0,10.16
ADANIPOWER,2020-01-01,16415397.0,2861554.0,17.43
AIAENG,2020-01-01,3912.0,2446.0,62.53
AJANTPHARM,2020-01-01,29557.0,11218.0,37.95
ALKEM,2020-01-01,94927.0,35470.0,37.37
AMBUJACEM,2020-01-01,1459556.0,573653.0,39.3
APARINDS,2020-01-01,10997.0,8788.0,79.91
APLAPOLLO,2020-01-01,70001.0,26971.0,38.53
APOLLOHOSP,2020-01-01,268255.0,35752.0,13.33
APOLLOTYRE,2020-01-01,642850.0,103848.0,16.15
ASHOKLEY,2020-01-01,7797743.0,1370056.0,17.57
ASIANPAINT,2020-01-01,397285.0,79648.0,20.05
ASTRAL,2020-01-01,12034.0,4633.0,38.5
AUBANK,2020-01-01,89721.0,43292.0,48.25
AUROPHARMA,2020-01-01,1081955.0,213396.0,19.72
AXISBANK,2020-01-01,4917748.0,988375.0,20.1
BAJAJ-AUTO,2020-01-01,320021.0,55953.0,17.48
BAJAJFINSV,2020-01-01,63668.0,9700.0,15.24
BAJAJHLDNG,2020-01-01,12825.0,7117.0,55.49
BAJFINANCE,2020-01-01,407042.0,97702.0,24.0
BALKRISIND,2020-01-01,276090.0,27971.0,10.13
BANKBARODA,2020-01-01,12896434.0,1106315.0,8.58
BANKINDIA,2020-01-01,1611534.0,171761.0,10.66
BDL,2020-01-01,31747.0,13266.0,41.79
BEL,2020-01-01,5146098.0,1941887.0,37.74
BERGEPAINT,2020-01-01,606573.0,104906.0,17.29
BHARATFORG,2020-01-01,925007.0,134263.0,14.51
BHARTIARTL,2020-01-01,5059995.0,1123980.0,22.21
BHEL,2020-01-01,12283581.0,3138229.0,25.55
BIOCON,2020-01-01,829510.0,174479.0,21.03
BLUESTARCO,2020-01-01,53296.0,26465.0,49.66
BOSCHLTD,2020-01-01,10221.0,2178.0,21.31
BPCL,2020-01-01,2383296.0,305674.0,12.83
BRITANNIA,2020-01-01,110561.0,20175.0,18.25
BSE,2020-01-01,54161.0,27414.0,50.62
CANBK,2020-01-01,4215881.0,193125.0,4.58
CHOLAFIN,2020-01-01,357891.0,97727.0,27.31
CIPLA,2020-01-01,1316812.0,392838.0,29.83
COALINDIA,2020-01-01,6447592.0,1294489.0,20.08
COCHINSHIP,2020-01-01,32077.0,18188.0,56.7
COLPAL,2020-01-01,184535.0,89529.0,48.52
CONCOR,2020-01-01,615465.0,309167.0,50.23
COROMANDEL,2020-01-01,47203.0,26546.0,56.24
CRISIL,2020-01-01,199897.0,33376.0,16.7
CUMMINSIND,2020-01-01,148568.0,34638.0,23.31
DABUR,2020-01-01,495678.0,278581.0,56.2
DALBHARAT,2020-01-01,38108.0,20202.0,53.01
DIVISLAB,2020-01-01,157063.0,66204.0,42.15
DIXON,2020-01-01,14306.0,4621.0,32.3
DLF,2020-01-01,3761160.0,668092.0,17.76
DMART,2020-01-01,429407.0,140343.0,32.68
DRREDDY,2020-01-01,154779.0,13871.0,8.96
EICHERMOT,2020-01-01,108648.0,12325.0,11.34
ENDURANCE,2020-01-01,5112.0,2276.0,44.52
ESCORTS,2020-01-01,4151641.0,499627.0,12.03
EXIDEIND,2020-01-01,619586.0,159890.0,25.81
FEDERALBNK,2020-01-01,5890570.0,1971963.0,33.48
FLUOROCHEM,2020-01-01,5401.0,3468.0,64.21
FORTIS,2020-01-01,199669.0,113531.0,56.86
GAIL,2020-01-01,4704499.0,951936.0,20.23
GICRE,2020-01-01,148723.0,57596.0,38.73
GLAXO,2020-01-01,174481.0,155690.0,89.23
GLENMARK,2020-01-01,596315.0,115401.0,19.35
GODFRYPHLP,2020-01-01,75696.0,24576.0,32.47
GODREJCP,2020-01-01,279887.0,96620.0,34.52
GODREJIND,2020-01-01,93213.0,46392.0,49.77
GODREJPROP,2020-01-01,249292.0,51405.0,20.62
GRASIM,2020-01-01,685313.0,47464.0,6.93
HAL,2020-01-01,3193.0,1971.0,61.73
HAVELLS,2020-01-01,492348.0,97747.0,19.85
HCLTECH,2020-01-01,918373.0,503196.0,54.79
HDFCAMC,2020-01-01,217655.0,66685.0,30.64
HDFCBANK,2020-01-01,1836849.0,809152.0,44.05
HDFCLIFE,2020-01-01,1749377.0,554279.0,31.68
