symbol,date,traded_qty,deliv_qty,deliv_pct
3MINDIA,2015-01-01,170.0,96.0,56.47
ABB,2015-01-01,101186.0,12901.0,12.75
ABBOTINDIA,2015-01-01,599.0,374.0,62.44
ACC,2015-01-01,101070.0,33645.0,33.29
ADANIENT,2015-01-01,604947.0,185199.0,30.61
ADANIPORTS,2015-01-01,1456204.0,177991.0,12.22
ADANIPOWER,2015-01-01,1790247.0,585172.0,32.69
AIAENG,2015-01-01,106514.0,82637.0,77.58
AJANTPHARM,2015-01-01,27625.0,9837.0,35.61
AMBUJACEM,2015-01-01,208341.0,44420.0,21.32
APARINDS,2015-01-01,16230.0,10212.0,62.92
APLAPOLLO,2015-01-01,28029.0,27082.0,96.62
APOLLOHOSP,2015-01-01,76848.0,45954.0,59.8
APOLLOTYRE,2015-01-01,836653.0,152184.0,18.19
ASHOKLEY,2015-01-01,9569934.0,3206506.0,33.51
ASIANPAINT,2015-01-01,284935.0,105929.0,37.18
ASTRAL,2015-01-01,14047.0,9563.0,68.08
AUROPHARMA,2015-01-01,222360.0,65007.0,29.24
AXISBANK,2015-01-01,1351985.0,388429.0,28.73
BAJAJ-AUTO,2015-01-01,72928.0,11275.0,15.46
BAJAJFINSV,2015-01-01,29392.0,14391.0,48.96
BAJAJHLDNG,2015-01-01,4619.0,3472.0,75.17
BAJFINANCE,2015-01-01,7566.0,4241.0,56.05
BALKRISIND,2015-01-01,43207.0,26030.0,60.24
BANKBARODA,2015-01-01,351338.0,112699.0,32.08
BANKINDIA,2015-01-01,1916939.0,376888.0,19.66
BEL,2015-01-01,167194.0,40384.0,24.15
BERGEPAINT,2015-01-01,135403.0,56029.0,41.38
BHARATFORG,2015-01-01,123500.0,34749.0,28.14
BHARTIARTL,2015-01-01,2217263.0,1042436.0,47.01
BHEL,2015-01-01,3129379.0,566180.0,18.09
BIOCON,2015-01-01,249357.0,73864.0,29.62
BLUESTARCO,2015-01-01,39811.0,10731.0,26.95
BOSCHLTD,2015-01-01,10416.0,4773.0,45.82
BPCL,2015-01-01,482167.0,128226.0,26.59
BRITANNIA,2015-01-01,48475.0,22142.0,45.68
CANBK,2015-01-01,822446.0,136314.0,16.57
CHOLAFIN,2015-01-01,57886.0,54306.0,93.82
CIPLA,2015-01-01,596787.0,201185.0,33.71
COALINDIA,2015-01-01,540225.0,165256.0,30.59
COLPAL,2015-01-01,38009.0,15174.0,39.92
CONCOR,2015-01-01,30020.0,15421.0,51.37
COROMANDEL,2015-01-01,16445.0,8346.0,50.75
CRISIL,2015-01-01,7358.0,4233.0,57.53
CUMMINSIND,2015-01-01,27945.0,12411.0,44.41
DABUR,2015-01-01,196868.0,63944.0,32.48
DIVISLAB,2015-01-01,93462.0,52627.0,56.31
DLF,2015-01-01,3057025.0,251490.0,8.23
DRREDDY,2015-01-01,75642.0,22132.0,29.26
EICHERMOT,2015-01-01,29115.0,5728.0,19.67
ESCORTS,2015-01-01,784369.0,265031.0,33.79
EXIDEIND,2015-01-01,5125181.0,1291262.0,25.19
FEDERALBNK,2015-01-01,1667784.0,795506.0,47.7
FORTIS,2015-01-01,142376.0,72776.0,51.12
GAIL,2015-01-01,911997.0,721945.0,79.16
GLAXO,2015-01-01,7760.0,4208.0,54.23
GLENMARK,2015-01-01,542911.0,222140.0,40.92
GODFRYPHLP,2015-01-01,4594.0,2977.0,64.8
GODREJCP,2015-01-01,33779.0,10368.0,30.69
GODREJIND,2015-01-01,110413.0,35815.0,32.44
GODREJPROP,2015-01-01,44837.0,21822.0,48.67
GRASIM,2015-01-01,41137.0,27391.0,66.58
HAVELLS,2015-01-01,1042050.0,429670.0,41.23
HCLTECH,2015-01-01,334123.0,180691.0,54.08
HDFCBANK,2015-01-01,886235.0,468601.0,52.88
HEROMOTOCO,2015-01-01,112464.0,35201.0,31.3
HINDALCO,2015-01-01,2350082.0,770286.0,32.78
HINDPETRO,2015-01-01,764774.0,287112.0,37.54
HINDUNILVR,2015-01-01,372132.0,149774.0,40.25
HINDZINC,2015-01-01,225885.0,40671.0,18.01
HONAUT,2015-01-01,495.0,371.0,74.95
ICICIBANK,2015-01-01,2348437.0,909012.0,38.71
IDEA,2015-01-01,2315913.0,1338994.0,57.82
INDHOTEL,2015-01-01,687628.0,594599.0,86.47
INDIANB,2015-01-01,474749.0,334870.0,70.54
INDUSINDBK,2015-01-01,819116.0,268068.0,32.73
INFY,2015-01-01,500691.0,258080.0,51.54
IOC,2015-01-01,394952.0,106561.0,26.98
IPCALAB,2015-01-01,99008.0,52453.0,52.98
ITC,2015-01-01,1692652.0,880151.0,52.0
JINDALSTEL,2015-01-01,6913722.0,1810900.0,26.19
JKCEMENT,2015-01-01,24211.0,13000.0,53.69
JSL,2015-01-01,1205456.0,378171.0,31.37
JSWENERGY,2015-01-01,1401024.0,566597.0,40.44
JSWSTEEL,2015-01-01,267440.0,57241.0,21.4
JUBLFOOD,2015-01-01,108033.0,14344.0,13.28
KEI,2015-01-01,298318.0,150186.0,50.34
KOTAKBANK,2015-01-01,250998.0,118205.0,47.09
KPRMILL,2015-01-01,12832.0,6556.0,51.09
LICHSGFIN,2015-01-01,905226.0,203327.0,22.46
LINDEINDIA,2015-01-01,4495.0,2906.0,64.65
LT,2015-01-01,449532.0,161587.0,35.95
LUPIN,2015-01-01,119605.0,46540.0,38.91
M&M,2015-01-01,356669.0,184894.0,51.84
M&MFIN,2015-01-01,493053.0,237036.0,48.08
MAHABANK,2015-01-01,359899.0,193728.0,53.83
MARICO,2015-01-01,71365.0,37787.0,52.95
MARUTI,2015-01-01,299232.0,140596.0,46.99
MCX,2015-01-01,1940176.0,418960.0,21.59
MOTILALOFS,2015-01-01,9044.0,5113.0,56.53
MPHASIS,2015-01-01,45594.0,19566.0,42.91
MRF,2015-01-01,9595.0,2056.0,21.43
MUTHOOTFIN,2015-01-01,1116007.0,206527.0,18.51
NATIONALUM,2015-01-01,667153.0,326990.0,49.01
NAUKRI,2015-01-01,30869.0,11258.0,36.47
NESTLEIND,2015-01-01,3025.0,1553.0,51.34
NHPC,2015-01-01,1950452.0,604186.0,30.98
NMDC,2015-01-01,1166613.0,521852.0,44.73
NTPC,2015-01-01,1232484.0,710769.0,57.67
OBEROIRLTY,2015-01-01,21580.0,7197.0,33.35
OFSS,2015-01-01,10782.0,6669.0,61.85
OIL,2015-01-01,65015.0,47677.0,73.33
ONGC,2015-01-01,1232882.0,512871.0,41.6
PAGEIND,2015-01-01,13023.0,6041.0,46.39
PERSISTENT,2015-01-01,44656.0,20954.0,46.92
PETRONET,2015-01-01,1090080.0,481542.0,44.17
