symbol,date,traded_qty,deliv_qty,deliv_pct
3MINDIA,2014-01-01,149.0,136.0,91.28
ABB,2014-01-01,68753.0,28977.0,42.15
ABBOTINDIA,2014-01-01,1444.0,955.0,66.14
ACC,2014-01-01,66461.0,14773.0,22.23
ADANIENT,2014-01-01,1159480.0,113459.0,9.79
ADANIPORTS,2014-01-01,851727.0,500357.0,58.75
ADANIPOWER,2014-01-01,3234151.0,690372.0,21.35
AIAENG,2014-01-01,21802.0,18978.0,87.05
AJANTPHARM,2014-01-01,17699.0,4651.0,26.28
AMBUJACEM,2014-01-01,316632.0,95732.0,30.23
APARINDS,2014-01-01,59746.0,34954.0,58.5
APLAPOLLO,2014-01-01,1532.0,1003.0,65.47
APOLLOHOSP,2014-01-01,335988.0,100810.0,30.0
APOLLOTYRE,2014-01-01,10509799.0,3199996.0,30.45
ASHOKLEY,2014-01-01,2424349.0,840617.0,34.67
ASIANPAINT,2014-01-01,1866326.0,1035929.0,55.51
ASTRAL,2014-01-01,7919.0,4693.0,59.26
AUROPHARMA,2014-01-01,1713250.0,236161.0,13.78
AXISBANK,2014-01-01,569885.0,81391.0,14.28
BAJAJ-AUTO,2014-01-01,90587.0,20663.0,22.81
BAJAJFINSV,2014-01-01,122085.0,32054.0,26.26
BAJAJHLDNG,2014-01-01,7778.0,4244.0,54.56
BAJFINANCE,2014-01-01,11995.0,7024.0,58.56
BALKRISIND,2014-01-01,33249.0,20612.0,61.99
BANKBARODA,2014-01-01,769133.0,258747.0,33.64
BANKINDIA,2014-01-01,2230865.0,534345.0,23.95
BEL,2014-01-01,12546.0,8089.0,64.47
BERGEPAINT,2014-01-01,47537.0,21134.0,44.46
BHARATFORG,2014-01-01,271061.0,128137.0,47.27
BHARTIARTL,2014-01-01,1697629.0,624499.0,36.79
BHEL,2014-01-01,1909649.0,440923.0,23.09
BIOCON,2014-01-01,1041620.0,164336.0,15.78
BLUESTARCO,2014-01-01,68069.0,54402.0,79.92
BOSCHLTD,2014-01-01,14920.0,4117.0,27.59
BPCL,2014-01-01,635277.0,74017.0,11.65
BRITANNIA,2014-01-01,37519.0,15064.0,40.15
CANBK,2014-01-01,1216187.0,228668.0,18.8
CHOLAFIN,2014-01-01,4716.0,3567.0,75.64
CIPLA,2014-01-01,429074.0,169973.0,39.61
COALINDIA,2014-01-01,1265974.0,470189.0,37.14
COLPAL,2014-01-01,61720.0,24973.0,40.46
CONCOR,2014-01-01,5798.0,2472.0,42.64
COROMANDEL,2014-01-01,16812.0,11635.0,69.21
CRISIL,2014-01-01,17564.0,10021.0,57.05
CUMMINSIND,2014-01-01,46770.0,22571.0,48.26
DABUR,2014-01-01,503043.0,360289.0,71.62
DIVISLAB,2014-01-01,84468.0,39412.0,46.66
DLF,2014-01-01,4944090.0,621992.0,12.58
DRREDDY,2014-01-01,27816.0,9843.0,35.39
EICHERMOT,2014-01-01,2444.0,1237.0,50.61
ESCORTS,2014-01-01,837765.0,302121.0,36.06
EXIDEIND,2014-01-01,1825398.0,596127.0,32.66
FEDERALBNK,2014-01-01,3253574.0,1550058.0,47.64
FORTIS,2014-01-01,212194.0,116587.0,54.94
GAIL,2014-01-01,141880.0,51174.0,36.07
GLAXO,2014-01-01,11285.0,8584.0,76.07
GLENMARK,2014-01-01,120384.0,53989.0,44.85
GODFRYPHLP,2014-01-01,1153.0,1099.0,95.32
GODREJCP,2014-01-01,17466.0,7857.0,44.98
GODREJIND,2014-01-01,156533.0,53140.0,33.95
GODREJPROP,2014-01-01,1679875.0,428095.0,25.48
GRASIM,2014-01-01,18861.0,6847.0,36.3
HAVELLS,2014-01-01,35306.0,8699.0,24.64
HCLTECH,2014-01-01,184497.0,52841.0,28.64
HDFCBANK,2014-01-01,1123109.0,692756.0,61.68
HEROMOTOCO,2014-01-01,93575.0,28448.0,30.4
HINDALCO,2014-01-01,4120036.0,1540865.0,37.4
HINDPETRO,2014-01-01,646576.0,188098.0,29.09
HINDUNILVR,2014-01-01,251204.0,100873.0,40.16
HINDZINC,2014-01-01,552399.0,310104.0,56.14
HONAUT,2014-01-01,801.0,476.0,59.43
ICICIBANK,2014-01-01,564158.0,139240.0,24.68
IDEA,2014-01-01,2155552.0,1063128.0,49.32
INDHOTEL,2014-01-01,431805.0,212185.0,49.14
INDIANB,2014-01-01,214297.0,98899.0,46.15
INDUSINDBK,2014-01-01,436060.0,173251.0,39.73
INFY,2014-01-01,184836.0,51658.0,27.95
IOC,2014-01-01,434131.0,244932.0,56.42
IPCALAB,2014-01-01,42116.0,25510.0,60.57
ITC,2014-01-01,1239519.0,640346.0,51.66
JINDALSTEL,2014-01-01,615128.0,135972.0,22.1
JKCEMENT,2014-01-01,35457.0,19203.0,54.16
JSL,2014-01-01,399262.0,142275.0,35.63
JSWENERGY,2014-01-01,1087954.0,582533.0,53.54
JSWSTEEL,2014-01-01,259256.0,81567.0,31.46
JUBLFOOD,2014-01-01,100370.0,28192.0,28.09
KEI,2014-01-01,100677.0,69336.0,68.87
KOTAKBANK,2014-01-01,392768.0,253455.0,64.53
KPRMILL,2014-01-01,6261.0,4379.0,69.94
LICHSGFIN,2014-01-01,2849778.0,957038.0,33.58
LINDEINDIA,2014-01-01,2232.0,1797.0,80.51
LT,2014-01-01,462879.0,137075.0,29.61
LUPIN,2014-01-01,520076.0,198780.0,38.22
M&M,2014-01-01,311759.0,107014.0,34.33
M&MFIN,2014-01-01,492818.0,250048.0,50.74
MAHABANK,2014-01-01,398564.0,320657.0,80.45
MARICO,2014-01-01,80889.0,46626.0,57.64
MARUTI,2014-01-01,214453.0,56682.0,26.43
MCX,2014-01-01,1411814.0,317321.0,22.48
MOTILALOFS,2014-01-01,1326.0,797.0,60.11
MPHASIS,2014-01-01,27140.0,12604.0,46.44
MRF,2014-01-01,6371.0,1004.0,15.76
MUTHOOTFIN,2014-01-01,153291.0,91422.0,59.64
NATIONALUM,2014-01-01,131939.0,86820.0,65.8
