symbol,date,traded_qty,deliv_qty,deliv_pct
3MINDIA,2012-01-02,44.0,36.0,81.82
ABB,2012-01-02,18379.0,2533.0,13.78
ABBOTINDIA,2012-01-02,376.0,345.0,91.76
ACC,2012-01-02,84764.0,7627.0,9.0
ADANIENT,2012-01-02,678461.0,342263.0,50.45
ADANIPOWER,2012-01-02,192872.0,42428.0,22.0
AIAENG,2012-01-02,401.0,198.0,49.38
AJANTPHARM,2012-01-02,3764.0,1925.0,51.14
AMBUJACEM,2012-01-02,582113.0,82258.0,14.13
APARINDS,2012-01-02,1992.0,1034.0,51.91
APLAPOLLO,2012-01-02,625.0,625.0,100.0
APOLLOHOSP,2012-01-02,226540.0,51810.0,22.87
APOLLOTYRE,2012-01-02,1181962.0,306308.0,25.92
ASHOKLEY,2012-01-02,2131128.0,505139.0,23.7
ASIANPAINT,2012-01-02,18245.0,5021.0,27.52
ASTRAL,2012-01-02,2950.0,2022.0,68.54
AUROPHARMA,2012-01-02,264336.0,52097.0,19.71
AXISBANK,2012-01-02,1945453.0,517813.0,26.62
BAJAJ-AUTO,2012-01-02,1562234.0,524668.0,33.58
BAJAJFINSV,2012-01-02,18284.0,5894.0,32.24
BAJAJHLDNG,2012-01-02,19619.0,6677.0,34.03
BAJFINANCE,2012-01-02,4318.0,2671.0,61.86
BALKRISIND,2012-01-02,2163.0,1239.0,57.28
BANKBARODA,2012-01-02,124353.0,26549.0,21.35
BANKINDIA,2012-01-02,420183.0,66246.0,15.77
BEL,2012-01-02,12328.0,8588.0,69.66
BERGEPAINT,2012-01-02,15530.0,8785.0,56.57
BHARATFORG,2012-01-02,68444.0,8956.0,13.09
BHARTIARTL,2012-01-02,1963822.0,968421.0,49.31
BHEL,2012-01-02,2609764.0,1088249.0,41.7
BIOCON,2012-01-02,245956.0,33152.0,13.48
BLUESTARCO,2012-01-02,33421.0,14030.0,41.98
BOSCHLTD,2012-01-02,496.0,282.0,56.85
BPCL,2012-01-02,558256.0,239276.0,42.86
BRITANNIA,2012-01-02,8327.0,4531.0,54.41
CANBK,2012-01-02,191693.0,20910.0,10.91
CHOLAFIN,2012-01-02,8511.0,8186.0,96.18
CIPLA,2012-01-02,550952.0,269252.0,48.87
COALINDIA,2012-01-02,3499615.0,1532043.0,43.78
COLPAL,2012-01-02,16608.0,9007.0,54.23
CONCOR,2012-01-02,9325.0,6704.0,71.89
COROMANDEL,2012-01-02,5781.0,3849.0,66.58
CRISIL,2012-01-02,26153.0,17233.0,65.89
CUMMINSIND,2012-01-02,75873.0,42495.0,56.01
DABUR,2012-01-02,289745.0,115689.0,39.93
DIVISLAB,2012-01-02,82379.0,28219.0,34.26
DLF,2012-01-02,6176625.0,780633.0,12.64
DRREDDY,2012-01-02,95213.0,48213.0,50.64
EICHERMOT,2012-01-02,21832.0,17392.0,79.66
ESCORTS,2012-01-02,482469.0,101803.0,21.1
EXIDEIND,2012-01-02,559248.0,215097.0,38.46
FEDERALBNK,2012-01-02,134039.0,46994.0,35.06
FORTIS,2012-01-02,530067.0,172361.0,32.52
GAIL,2012-01-02,544769.0,377129.0,69.23
GLAXO,2012-01-02,5908.0,3147.0,53.27
GLENMARK,2012-01-02,97892.0,25234.0,25.78
GODFRYPHLP,2012-01-02,47.0,23.0,48.94
GODREJCP,2012-01-02,178542.0,150423.0,84.25
GODREJIND,2012-01-02,228991.0,64460.0,28.15
GODREJPROP,2012-01-02,4032.0,1831.0,45.41
GRASIM,2012-01-02,29914.0,8849.0,29.58
HAVELLS,2012-01-02,43645.0,10732.0,24.59
HCLTECH,2012-01-02,524788.0,292634.0,55.76
HDFCBANK,2012-01-02,1757499.0,835716.0,47.55
HEROMOTOCO,2012-01-02,910326.0,389066.0,42.74
HINDALCO,2012-01-02,9684493.0,2871426.0,29.65
HINDPETRO,2012-01-02,406611.0,90715.0,22.31
HINDUNILVR,2012-01-02,772876.0,386253.0,49.98
HINDZINC,2012-01-02,463289.0,334002.0,72.09
HONAUT,2012-01-02,662.0,560.0,84.59
ICICIBANK,2012-01-02,2714114.0,642634.0,23.68
IDEA,2012-01-02,1879458.0,537924.0,28.62
INDHOTEL,2012-01-02,714568.0,449167.0,62.86
INDIANB,2012-01-02,240463.0,208736.0,86.81
INDUSINDBK,2012-01-02,282144.0,110095.0,39.02
INFY,2012-01-02,728272.0,308586.0,42.37
IOC,2012-01-02,340619.0,191895.0,56.34
IPCALAB,2012-01-02,49230.0,15307.0,31.09
ITC,2012-01-02,1907226.0,951088.0,49.87
JINDALSTEL,2012-01-02,1507558.0,460924.0,30.57
JKCEMENT,2012-01-02,1889.0,1377.0,72.9
JSL,2012-01-02,29121.0,18347.0,63.0
JSWENERGY,2012-01-02,242626.0,101088.0,41.66
JSWSTEEL,2012-01-02,3562892.0,258796.0,7.26
JUBLFOOD,2012-01-02,480802.0,49129.0,10.22
KEI,2012-01-02,7067.0,5189.0,73.43
KOTAKBANK,2012-01-02,482383.0,88125.0,18.27
KPRMILL,2012-01-02,723.0,388.0,53.67
LICHSGFIN,2012-01-02,2135911.0,733665.0,34.35
LT,2012-01-02,1470205.0,262796.0,17.87
LUPIN,2012-01-02,480029.0,157210.0,32.75
M&M,2012-01-02,1530512.0,574712.0,37.55
M&MFIN,2012-01-02,4444.0,2274.0,51.17
MAHABANK,2012-01-02,71470.0,21238.0,29.72
MARICO,2012-01-02,67778.0,48861.0,72.09
MARUTI,2012-01-02,531425.0,173384.0,32.63
MOTILALOFS,2012-01-02,1263.0,893.0,70.7
MPHASIS,2012-01-02,114153.0,68217.0,59.76
MRF,2012-01-02,4210.0,872.0,20.71
MUTHOOTFIN,2012-01-02,54450.0,17834.0,32.75
NATIONALUM,2012-01-02,196279.0,104361.0,53.17
NAUKRI,2012-01-02,283.0,136.0,48.06
