symbol,date,traded_qty,deliv_qty,deliv_pct
3MINDIA,2021-01-01,1663.0,871.0,52.38
ABB,2021-01-01,95451.0,53210.0,55.75
ABBOTINDIA,2021-01-01,22888.0,18123.0,79.18
ABCAPITAL,2021-01-01,4001702.0,1271306.0,31.77
ACC,2021-01-01,647892.0,96651.0,14.92
ADANIENT,2021-01-01,5035248.0,601796.0,11.95
ADANIGREEN,2021-01-01,297560.0,141749.0,47.64
ADANIPORTS,2021-01-01,7815730.0,834159.0,10.67
ADANIPOWER,2021-01-01,4126797.0,2282751.0,55.32
AIAENG,2021-01-01,97568.0,73389.0,75.22
AJANTPHARM,2021-01-01,103102.0,46151.0,44.76
ALKEM,2021-01-01,41134.0,19731.0,47.97
AMBUJACEM,2021-01-01,4011077.0,1311870.0,32.71
APARINDS,2021-01-01,21542.0,14951.0,69.4
APLAPOLLO,2021-01-01,514913.0,308486.0,59.91
APOLLOHOSP,2021-01-01,423934.0,57798.0,13.63
APOLLOTYRE,2021-01-01,7089146.0,996042.0,14.05
ASHOKLEY,2021-01-01,27149384.0,7137508.0,26.29
ASIANPAINT,2021-01-01,1246698.0,95779.0,7.68
ASTRAL,2021-01-01,198839.0,42289.0,21.27
AUBANK,2021-01-01,756071.0,380475.0,50.32
AUROPHARMA,2021-01-01,2510737.0,343605.0,13.69
AXISBANK,2021-01-01,6047062.0,1473702.0,24.37
BAJAJ-AUTO,2021-01-01,421643.0,69494.0,16.48
BAJAJFINSV,2021-01-01,288101.0,59708.0,20.72
BAJAJHLDNG,2021-01-01,38786.0,24209.0,62.42
BAJFINANCE,2021-01-01,1447187.0,247821.0,17.12
BALKRISIND,2021-01-01,415331.0,49010.0,11.8
BANKBARODA,2021-01-01,43369915.0,9510434.0,21.93
BANKINDIA,2021-01-01,3975811.0,941739.0,23.69
BDL,2021-01-01,767241.0,376214.0,49.03
BEL,2021-01-01,67232056.0,9318588.0,13.86
BERGEPAINT,2021-01-01,591914.0,87056.0,14.71
BHARATFORG,2021-01-01,1528589.0,301432.0,19.72
BHARTIARTL,2021-01-01,10185843.0,2857212.0,28.05
BHEL,2021-01-01,123660698.0,37829738.0,30.59
BIOCON,2021-01-01,2177971.0,391766.0,17.99
BLUESTARCO,2021-01-01,81101.0,58264.0,71.84
BOSCHLTD,2021-01-01,40773.0,8000.0,19.62
BPCL,2021-01-01,2861749.0,900779.0,31.48
BRITANNIA,2021-01-01,453083.0,189208.0,41.76
BSE,2021-01-01,1249761.0,443700.0,35.5
CANBK,2021-01-01,33056834.0,8995889.0,27.21
CGPOWER,2021-01-01,1779701.0,1201799.0,67.53
CHOLAFIN,2021-01-01,9520939.0,1675083.0,17.59
CIPLA,2021-01-01,2474916.0,359704.0,14.53
COALINDIA,2021-01-01,6995084.0,2455945.0,35.11
COCHINSHIP,2021-01-01,291572.0,98284.0,33.71
COFORGE,2021-01-01,216757.0,38890.0,17.94
COLPAL,2021-01-01,186135.0,44634.0,23.98
CONCOR,2021-01-01,1345602.0,399503.0,29.69
COROMANDEL,2021-01-01,829636.0,322632.0,38.89
CRISIL,2021-01-01,27639.0,11598.0,41.96
CUMMINSIND,2021-01-01,897472.0,175160.0,19.52
DABUR,2021-01-01,2285766.0,505151.0,22.1
DALBHARAT,2021-01-01,92119.0,35600.0,38.65
DIVISLAB,2021-01-01,344329.0,72125.0,20.95
DIXON,2021-01-01,15113.0,7428.0,49.15
DLF,2021-01-01,10012441.0,1056364.0,10.55
DMART,2021-01-01,432860.0,87434.0,20.2
DRREDDY,2021-01-01,583043.0,75016.0,12.87
EICHERMOT,2021-01-01,914818.0,132246.0,14.46
ENDURANCE,2021-01-01,87904.0,43001.0,48.92
ESCORTS,2021-01-01,4914281.0,631747.0,12.86
EXIDEIND,2021-01-01,1675068.0,341763.0,20.4
FEDERALBNK,2021-01-01,14471914.0,4799195.0,33.16
FLUOROCHEM,2021-01-01,23997.0,15950.0,66.47
FORTIS,2021-01-01,670919.0,238367.0,35.53
GAIL,2021-01-01,8751786.0,1655957.0,18.92
GICRE,2021-01-01,232008.0,92620.0,39.92
GLAXO,2021-01-01,23871.0,10800.0,45.24
GLENMARK,2021-01-01,1367409.0,337046.0,24.65
GODFRYPHLP,2021-01-01,54987.0,17595.0,32.0
GODREJCP,2021-01-01,561444.0,194809.0,34.7
GODREJIND,2021-01-01,107762.0,63095.0,58.55
GODREJPROP,2021-01-01,603409.0,74611.0,12.36
GRASIM,2021-01-01,1151605.0,208640.0,18.12
HAL,2021-01-01,262623.0,98210.0,37.4
HAVELLS,2021-01-01,2158857.0,166565.0,7.72
HCLTECH,2021-01-01,3142822.0,650483.0,20.7
HDFCAMC,2021-01-01,725339.0,208435.0,28.74
HDFCBANK,2021-01-01,4405469.0,1426213.0,32.37
HDFCLIFE,2021-01-01,1264311.0,388298.0,30.71
HEROMOTOCO,2021-01-01,408952.0,97066.0,23.74
HINDALCO,2021-01-01,5091899.0,1011170.0,19.86
HINDPETRO,2021-01-01,4781676.0,2047667.0,42.82
HINDUNILVR,2021-01-01,830096.0,263382.0,31.73
HINDZINC,2021-01-01,658536.0,401766.0,61.01
HONAUT,2021-01-01,3767.0,1445.0,38.36
HUDCO,2021-01-01,4070136.0,1394327.0,34.26
ICICIBANK,2021-01-01,13592625.0,4502751.0,33.13
ICICIGI,2021-01-01,172139.0,64570.0,37.51
ICICIPRULI,2021-01-01,406883.0,128013.0,31.46
IDEA,2021-01-01,423793813.0,145821525.0,34.41
IDFCFIRSTB,2021-01-01,12858049.0,4693617.0,36.5
INDHOTEL,2021-01-01,3212665.0,736301.0,22.92
INDIANB,2021-01-01,3303238.0,625178.0,18.93
INDIGO,2021-01-01,1000420.0,42926.0,4.29
INDUSINDBK,2021-01-01,4632855.0,681808.0,14.72
INDUSTOWER,2021-01-01,2760010.0,681018.0,24.67
INFY,2021-01-01,4253550.0,1089987.0,25.63
IOC,2021-01-01,7144142.0,1903745.0,26.65
IPCALAB,2021-01-01,97219.0,40205.0,41.36
IRCTC,2021-01-01,1164188.0,328081.0,28.18
ITC,2021-01-01,19527333.0,6064448.0,31.06
JINDALSTEL,2021-01-01,8047337.0,811369.0,10.08
JKCEMENT,2021-01-01,58378.0,35572.0,60.93
JSL,2021-01-01,1026380.0,462386.0,45.05
JSWENERGY,2021-01-01,1642085.0,897195.0,54.64
JSWSTEEL,2021-01-01,4461761.0,361794.0,8.11
JUBLFOOD,2021-01-01,1003254.0,124283.0,12.39
KEI,2021-01-01,110362.0,63660.0,57.68
KOTAKBANK,2021-01-01,1106099.0,286907.0,25.94
KPITTECH,2021-01-01,2734406.0,934533.0,34.18
KPRMILL,2021-01-01,16654.0,8138.0,48.87
LAURUSLABS,2021-01-01,1044451.0,491714.0,47.08
LICHSGFIN,2021-01-01,8615352.0,1707943.0,19.82
LINDEINDIA,2021-01-01,38056.0,20042.0,52.66
LT,2021-01-01,2058419.0,512462.0,24.9
LTTS,2021-01-01,132789.0,61961.0,46.66
LUPIN,2021-01-01,4697860.0,869250.0,18.5
M&M,2021-01-01,9543128.0,1418987.0,14.87
M&MFIN,2021-01-01,6257776.0,1882898.0,30.09
MAHABANK,2021-01-01,4802367.0,2356703.0,49.07
MARICO,2021-01-01,1081415.0,256390.0,23.71
MARUTI,2021-01-01,767574.0,93385.0,12.17
MAXHEALTH,2021-01-01,281970.0,163415.0,57.95
MAZDOCK,2021-01-01,8197913.0,1261404.0,15.39
MCX,2021-01-01,76577.0,27426.0,35.81
MFSL,2021-01-01,885106.0,379477.0,42.87
MOTILALOFS,2021-01-01,109401.0,55642.0,50.86
MPHASIS,2021-01-01,156994.0,64244.0,40.92
MRF,2021-01-01,13254.0,770.0,5.81
MUTHOOTFIN,2021-01-01,649133.0,142401.0,21.94
NAM-INDIA,2021-01-01,839321.0,371753.0,44.29
NATIONALUM,2021-01-01,21794881.0,5667220.0,26.0
NAUKRI,2021-01-01,152551.0,44853.0,29.4
NESTLEIND,2021-01-01,50286.0,9592.0,19.07
NHPC,2021-01-01,22170816.0,2318243.0,10.46
NIACL,2021-01-01,288045.0,121752.0,42.27
NLCINDIA,2021-01-01,491396.0,234126.0,47.65
NMDC,2021-01-01,6356019.0,2575155.0,40.52
NTPC,2021-01-01,13493039.0,4506952.0,33.4
OBEROIRLTY,2021-01-01,240978.0,43117.0,17.89
OFSS,2021-01-01,32142.0,19597.0,60.97
OIL,2021-01-01,884646.0,381199.0,43.09
ONGC,2021-01-01,15130377.0,4668969.0,30.86
PAGEIND,2021-01-01,43335.0,7348.0,16.96
PERSISTENT,2021-01-01,182691.0,130989.0,71.7
PETRONET,2021-01-01,2356709.0,870025.0,36.92
PFC,2021-01-01,3818700.0,1568824.0,41.08
PHOENIXLTD,2021-01-01,80602.0,36992.0,45.89
PIDILITIND,2021-01-01,539058.0,60802.0,11.28
PIIND,2021-01-01,210803.0,103283.0,49.0
PNB,2021-01-01,227528491.0,71909145.0,31.6
POLYCAB,2021-01-01,108936.0,38494.0,35.34
POWERGRID,2021-01-01,1729475.0,502554.0,29.06
POWERINDIA,2021-01-01,14402.0,8895.0,61.76
PRESTIGE,2021-01-01,593761.0,297222.0,50.06
RADICO,2021-01-01,173649.0,90140.0,51.91
