symbol,date,traded_qty,deliv_qty,deliv_pct
3MINDIA,2006-01-02,200.0,200.0,100.0
ABB,2006-01-02,61639.0,47046.0,76.33
ACC,2006-01-02,597887.0,225757.0,37.76
AIAENG,2006-01-02,102482.0,12697.0,12.39
AJANTPHARM,2006-01-02,19515.0,9098.0,46.62
APARINDS,2006-01-02,1115.0,1095.0,98.21
APOLLOHOSP,2006-01-02,173956.0,46582.0,26.78
APOLLOTYRE,2006-01-02,22243.0,16476.0,74.07
ASHOKLEY,2006-01-02,1505816.0,692037.0,45.96
ASIANPAINT,2006-01-02,13474.0,10342.0,76.76
AUROPHARMA,2006-01-02,43647.0,25564.0,58.57
BANKBARODA,2006-01-02,854223.0,618384.0,72.39
BANKINDIA,2006-01-02,1019256.0,430643.0,42.25
BEL,2006-01-02,100973.0,29066.0,28.79
BERGEPAINT,2006-01-02,41762.0,21160.0,50.67
BHARATFORG,2006-01-02,175948.0,99728.0,56.68
BHEL,2006-01-02,135922.0,35247.0,25.93
BIOCON,2006-01-02,21802.0,11603.0,53.22
BLUESTARCO,2006-01-02,2631.0,1721.0,65.41
BPCL,2006-01-02,144555.0,63142.0,43.68
BRITANNIA,2006-01-02,1909.0,1563.0,81.88
CANBK,2006-01-02,724428.0,288861.0,39.87
CIPLA,2006-01-02,132236.0,56942.0,43.06
CONCOR,2006-01-02,272.0,204.0,75.0
CRISIL,2006-01-02,338.0,330.0,97.63
CUMMINSIND,2006-01-02,171602.0,63232.0,36.85
DABUR,2006-01-02,856142.0,387100.0,45.21
DIVISLAB,2006-01-02,12298.0,5525.0,44.93
DRREDDY,2006-01-02,97187.0,56705.0,58.35
EICHERMOT,2006-01-02,15207.0,13564.0,89.2
ESCORTS,2006-01-02,339682.0,123079.0,36.23
EXIDEIND,2006-01-02,19901.0,14743.0,74.08
FEDERALBNK,2006-01-02,153318.0,74019.0,48.28
GAIL,2006-01-02,648669.0,343078.0,52.89
GLAXO,2006-01-02,52936.0,33105.0,62.54
GLENMARK,2006-01-02,78089.0,35033.0,44.86
GODFRYPHLP,2006-01-02,869.0,659.0,75.83
GODREJCP,2006-01-02,4722.0,3661.0,77.53
GODREJIND,2006-01-02,50455.0,20961.0,41.54
GRASIM,2006-01-02,100400.0,44830.0,44.65
HAVELLS,2006-01-02,39631.0,22836.0,57.62
HCLTECH,2006-01-02,291639.0,183785.0,63.02
