symbol,date,kind,value
JINDALSTEL,2006-09-14,dividend,0.3333
JINDALSTEL,2007-02-05,dividend,0.2
JINDALSTEL,2007-09-06,dividend,0.4
JINDALSTEL,2008-01-21,split,5
JINDALSTEL,2008-02-27,dividend,0.25
JINDALSTEL,2008-09-12,dividend,0.4167
JINDALSTEL,2009-09-14,dividend,0.9167
JINDALSTEL,2009-09-14,split,6
JINDALSTEL,2010-09-13,dividend,1.25
JINDALSTEL,2011-09-12,dividend,1.5
JINDALSTEL,2012-09-10,dividend,1.6
JINDALSTEL,2013-09-13,dividend,1.6
JINDALSTEL,2014-07-11,dividend,1.5
JINDALSTEL,2022-03-16,dividend,1
JINDALSTEL,2022-09-20,dividend,2
JINDALSTEL,2023-08-18,dividend,2
JINDALSTEL,2024-08-22,dividend,2
JINDALSTEL,2025-08-22,dividend,2
JINDALSTEL,2026-08-21,dividend,2
JIOFIN,2025-08-11,dividend,0.5
JIOFIN,2026-08-10,dividend,0.6
JKCEMENT,2006-07-19,dividend,1.5
JKCEMENT,2007-08-14,dividend,3.5
JKCEMENT,2008-07-16,dividend,5
JKCEMENT,2009-07-20,dividend,3.5
JKCEMENT,2009-11-11,dividend,2.5
JKCEMENT,2010-07-16,dividend,3.5
JKCEMENT,2011-07-18,dividend,2
JKCEMENT,2012-07-23,dividend,5
JKCEMENT,2013-07-15,dividend,6.5
JKCEMENT,2014-07-14,dividend,3
JKCEMENT,2015-07-20,dividend,4
JKCEMENT,2016-07-26,dividend,4
JKCEMENT,2017-07-18,dividend,8
JKCEMENT,2018-07-17,dividend,10
JKCEMENT,2019-07-23,dividend,10
JKCEMENT,2020-03-11,dividend,7.5
JKCEMENT,2021-08-03,dividend,15
JKCEMENT,2022-08-02,dividend,15
JKCEMENT,2023-08-01,dividend,15
JKCEMENT,2024-07-09,dividend,20
JKCEMENT,2025-07-08,dividend,15
JKCEMENT,2026-07-10,dividend,20
JSL,2005-01-19,dividend,1.2
JSL,2005-04-28,dividend,1.2
JSL,2006-09-07,dividend,1.6
JSL,2007-03-29,dividend,1.6
JSL,2007-08-02,dividend,0.4
JSL,2008-08-13,dividend,2
JSL,2023-04-28,dividend,1
JSL,2023-09-15,dividend,1.5
JSL,2023-10-27,dividend,1
JSL,2024-08-30,dividend,2
JSL,2025-02-07,dividend,1
JSL,2025-08-22,dividend,2
JSL,2026-01-29,dividend,1
JSL,2026-08-21,dividend,3
JSWENERGY,2010-06-29,dividend,0.75
JSWENERGY,2011-06-16,dividend,1
JSWENERGY,2012-06-14,dividend,0.5
JSWENERGY,2013-07-12,dividend,2
JSWENERGY,2014-07-11,dividend,2
JSWENERGY,2015-07-10,dividend,2
JSWENERGY,2016-07-11,dividend,2
JSWENERGY,2017-06-30,dividend,0.5
JSWENERGY,2019-08-02,dividend,1
JSWENERGY,2020-08-04,dividend,1
JSWENERGY,2021-07-27,dividend,2
JSWENERGY,2022-05-30,dividend,2
JSWENERGY,2023-06-02,dividend,2
JSWENERGY,2024-05-31,dividend,2
JSWENERGY,2025-06-06,dividend,2
JSWENERGY,2026-06-05,dividend,2
JSWINFRA,2024-07-19,dividend,0.55
JSWINFRA,2025-07-01,dividend,0.8
JSWINFRA,2026-06-18,dividend,0.9
JSWSTEEL,2005-02-21,split,0.0437
JSWSTEEL,2005-04-29,dividend,0.5
JSWSTEEL,2006-06-15,dividend,0.8
JSWSTEEL,2007-03-20,dividend,1.25
JSWSTEEL,2008-05-21,dividend,1.4
JSWSTEEL,2009-06-29,dividend,0.1
JSWSTEEL,2010-06-14,dividend,0.95
JSWSTEEL,2011-07-11,dividend,1.225
JSWSTEEL,2012-07-12,dividend,0.75
JSWSTEEL,2013-07-15,dividend,1
JSWSTEEL,2014-07-07,dividend,1.1
JSWSTEEL,2015-07-06,dividend,1.1
JSWSTEEL,2016-07-04,dividend,0.75
JSWSTEEL,2017-01-04,split,10
JSWSTEEL,2017-06-12,dividend,2.25
JSWSTEEL,2018-07-06,dividend,3.2
JSWSTEEL,2019-07-08,dividend,4.1
JSWSTEEL,2020-07-06,dividend,2
JSWSTEEL,2021-07-05,dividend,6.5
JSWSTEEL,2022-07-04,dividend,17.35
JSWSTEEL,2023-07-11,dividend,3.4
JSWSTEEL,2024-07-09,dividend,7.3
JSWSTEEL,2025-07-08,dividend,2.8
JSWSTEEL,2026-07-07,dividend,7.1
JUBLFOOD,2015-08-26,dividend,0.25
JUBLFOOD,2016-08-24,dividend,0.25
JUBLFOOD,2017-08-18,dividend,0.25
JUBLFOOD,2018-06-21,split,2
JUBLFOOD,2018-09-18,dividend,0.5
JUBLFOOD,2019-09-16,dividend,1
JUBLFOOD,2020-03-09,dividend,1.2
JUBLFOOD,2021-08-06,dividend,1.2
JUBLFOOD,2022-04-19,split,5
JUBLFOOD,2022-07-08,dividend,1.2
JUBLFOOD,2023-07-12,dividend,1.2
JUBLFOOD,2024-07-12,dividend,1.2
JUBLFOOD,2025-07-18,dividend,1.2
JUBLFOOD,2026-07-17,dividend,1.2
KALYANKJIL,2023-08-04,dividend,0.5
KALYANKJIL,2024-08-09,dividend,1.2
KALYANKJIL,2025-09-04,dividend,1.5
KALYANKJIL,2026-09-11,dividend,2.5
KEI,2006-06-08,dividend,0.4
KEI,2006-12-29,split,5
KEI,2007-09-06,dividend,0.5
KEI,2008-08-14,dividend,0.5
KEI,2009-07-09,dividend,0.2
KEI,2010-08-17,dividend,0.2
KEI,2011-09-08,dividend,0.2
KEI,2012-09-06,dividend,0.2
KEI,2013-06-13,dividend,0.2
KEI,2014-09-11,dividend,0.2
KEI,2015-09-08,dividend,0.4
KEI,2016-08-29,dividend,0.5
KEI,2017-07-11,dividend,0.6
KEI,2018-09-11,dividend,1
KEI,2019-09-06,dividend,1.2
KEI,2020-03-19,dividend,1.5
KEI,2021-03-09,dividend,2
KEI,2022-02-07,dividend,2.5
KEI,2023-02-03,dividend,3
KEI,2024-03-19,dividend,3.5
KEI,2025-01-27,dividend,4
KEI,2026-01-28,dividend,4.5
KOTAKBANK,2005-07-15,dividend,0.025
KOTAKBANK,2005-08-25,split,2.5
KOTAKBANK,2006-07-07,dividend,0.03
KOTAKBANK,2007-06-22,dividend,0.035
KOTAKBANK,2008-07-14,dividend,0.0375
KOTAKBANK,2009-07-14,dividend,0.0375
KOTAKBANK,2010-06-30,dividend,0.0425
KOTAKBANK,2010-09-13,split,2
KOTAKBANK,2011-07-12,dividend,0.05
KOTAKBANK,2012-07-06,dividend,0.06
KOTAKBANK,2013-07-04,dividend,0.07
KOTAKBANK,2014-07-04,dividend,0.08
KOTAKBANK,2015-06-18,dividend,0.09
KOTAKBANK,2015-07-08,split,2
KOTAKBANK,2016-07-14,dividend,0.1
KOTAKBANK,2017-07-12,dividend,0.12
KOTAKBANK,2018-07-11,dividend,0.14
KOTAKBANK,2019-07-12,dividend,0.16
KOTAKBANK,2021-08-11,dividend,0.18
KOTAKBANK,2022-08-11,dividend,0.22
KOTAKBANK,2023-08-04,dividend,0.3
KOTAKBANK,2024-07-19,dividend,0.4
KOTAKBANK,2025-07-18,dividend,0.5
KOTAKBANK,2026-01-14,split,5
KOTAKBANK,2026-07-17,dividend,0.65
KPITTECH,2019-08-20,dividend,0.75
KPITTECH,2020-02-17,dividend,0.55
KPITTECH,2020-03-19,dividend,0.45
KPITTECH,2021-08-17,dividend,1.5
KPITTECH,2022-02-10,dividend,1.25
KPITTECH,2022-08-12,dividend,1.85
KPITTECH,2023-02-10,dividend,1.45
KPITTECH,2023-08-14,dividend,2.65
KPITTECH,2024-02-09,dividend,2.1
KPITTECH,2024-08-09,dividend,4.6
KPITTECH,2025-02-04,dividend,2.5
KPITTECH,2025-07-28,dividend,6
KPITTECH,2026-02-04,dividend,2.25
KPITTECH,2026-08-12,dividend,5.25
KPRMILL,2007-10-31,dividend,0.2
KPRMILL,2008-08-12,dividend,0.3
KPRMILL,2009-08-13,dividend,0.2
KPRMILL,2010-04-22,dividend,0.4
KPRMILL,2010-08-17,dividend,0.15
KPRMILL,2010-11-02,dividend,0.3
KPRMILL,2011-07-20,dividend,0.3
KPRMILL,2012-05-18,dividend,0.3
KPRMILL,2012-08-17,dividend,0.2
KPRMILL,2013-02-14,dividend,0.3
KPRMILL,2013-08-21,dividend,0.3
KPRMILL,2013-10-31,dividend,0.4
KPRMILL,2014-08-19,dividend,0.3
KPRMILL,2015-02-12,dividend,0.4
KPRMILL,2015-08-14,dividend,0.5
KPRMILL,2016-02-09,dividend,0.5
KPRMILL,2016-03-16,dividend,0.4
KPRMILL,2016-08-16,dividend,0.1
KPRMILL,2016-11-29,split,2
KPRMILL,2017-08-18,dividend,0.15
KPRMILL,2018-08-20,dividend,0.15
KPRMILL,2019-08-20,dividend,0.15
KPRMILL,2020-02-11,dividend,0.75
KPRMILL,2020-09-16,dividend,0.15
KPRMILL,2021-02-10,dividend,0.75
KPRMILL,2021-09-01,dividend,0.15
KPRMILL,2021-09-24,split,5
KPRMILL,2022-08-11,dividend,0.15
KPRMILL,2023-02-14,dividend,2
KPRMILL,2023-07-21,dividend,2
KPRMILL,2024-02-13,dividend,2.5
KPRMILL,2024-07-15,dividend,2.5
KPRMILL,2025-02-07,dividend,2.5
KPRMILL,2025-07-23,dividend,2.5
KPRMILL,2026-02-13,dividend,2.5
KPRMILL,2026-07-20,dividend,2.5
LAURUSLABS,2017-07-06,dividend,0.3
LAURUSLABS,2018-06-28,dividend,0.3
LAURUSLABS,2019-07-03,dividend,0.3
LAURUSLABS,2020-03-23,dividend,0.3
LAURUSLABS,2020-07-01,dividend,0.2
LAURUSLABS,2020-09-29,split,5
LAURUSLABS,2020-11-10,dividend,0.8
LAURUSLABS,2021-02-08,dividend,0.4
LAURUSLABS,2021-05-11,dividend,0.8
LAURUSLABS,2021-11-17,dividend,0.8
LAURUSLABS,2022-05-10,dividend,1.2
LAURUSLABS,2022-11-03,dividend,0.8
LAURUSLABS,2023-05-10,dividend,1.2
LAURUSLABS,2023-11-02,dividend,0.4
LAURUSLABS,2024-05-08,dividend,0.4
LAURUSLABS,2024-11-06,dividend,0.4
LAURUSLABS,2025-05-09,dividend,0.8
LAURUSLABS,2025-10-31,dividend,0.8
LAURUSLABS,2026-05-08,dividend,1.2
LICHSGFIN,2005-07-26,dividend,1
LICHSGFIN,2006-07-19,dividend,1.2
LICHSGFIN,2007-03-26,dividend,1
LICHSGFIN,2007-06-28,dividend,0.6
LICHSGFIN,2008-06-13,dividend,2
LICHSGFIN,2009-06-29,dividend,2.6
LICHSGFIN,2010-06-29,dividend,3
LICHSGFIN,2010-12-30,split,5
LICHSGFIN,2011-07-04,dividend,3.5
LICHSGFIN,2012-07-06,dividend,3.6
LICHSGFIN,2013-07-09,dividend,3.8
LICHSGFIN,2014-08-07,dividend,4.5
LICHSGFIN,2015-08-07,dividend,5
LICHSGFIN,2016-08-09,dividend,5.5
LICHSGFIN,2017-08-08,dividend,6.2
LICHSGFIN,2018-08-09,dividend,6.8
LICHSGFIN,2019-08-16,dividend,7.6
LICHSGFIN,2020-09-17,dividend,8
LICHSGFIN,2021-09-16,dividend,8.5
LICHSGFIN,2022-09-19,dividend,8.5
LICHSGFIN,2023-08-18,dividend,8.5
LICHSGFIN,2024-08-23,dividend,9
LICHSGFIN,2025-08-22,dividend,10
LICHSGFIN,2026-08-21,dividend,10
LICI,2022-08-25,dividend,0.75
LICI,2023-07-21,dividend,1.5
LICI,2024-02-21,dividend,2
LICI,2024-07-19,dividend,3
LICI,2025-07-25,dividend,6
LICI,2026-05-29,split,2
LICI,2026-06-25,dividend,10
LINDEINDIA,2005-07-13,dividend,0.75
LINDEINDIA,2006-07-12,dividend,1.5
LINDEINDIA,2007-07-13,dividend,1.25
LINDEINDIA,2008-05-15,dividend,0.5
LINDEINDIA,2008-05-15,split,2
LINDEINDIA,2009-05-18,dividend,1.5
LINDEINDIA,2010-05-14,dividend,1.5
LINDEINDIA,2011-05-20,dividend,1.5
LINDEINDIA,2012-05-04,dividend,1.5
LINDEINDIA,2013-05-06,dividend,1.5
LINDEINDIA,2014-05-12,dividend,1.5
LINDEINDIA,2015-04-30,dividend,1.5
LINDEINDIA,2016-05-06,dividend,0.75
LINDEINDIA,2017-04-07,dividend,0.75
LINDEINDIA,2018-04-06,dividend,1
LINDEINDIA,2019-05-08,dividend,1.5
LINDEINDIA,2020-09-10,dividend,10
LINDEINDIA,2021-06-16,dividend,3
LINDEINDIA,2022-06-01,dividend,13.5
LINDEINDIA,2023-08-10,dividend,12
LINDEINDIA,2024-08-05,dividend,12
LINDEINDIA,2025-08-07,dividend,12
LINDEINDIA,2026-08-06,dividend,12
LLOYDSME,2024-08-13,dividend,1
LLOYDSME,2025-05-26,dividend,1
LLOYDSME,2026-06-12,dividend,1
LODHA,2023-05-31,split,2
LODHA,2023-09-08,dividend,1
LODHA,2024-08-16,dividend,2.25
LODHA,2025-08-22,dividend,4.25
LODHA,2026-08-07,dividend,4.25
LT,2005-08-12,dividend,1.9444
LT,2006-08-14,dividend,2.4444
LT,2006-09-28,split,2
LT,2007-03-28,dividend,2.4444
LT,2007-07-17,dividend,0.8889
LT,2007-08-14,dividend,0.4444
LT,2008-08-20,dividend,3.3333
LT,2008-10-01,split,2
LT,2009-08-18,dividend,4.6667
LT,2010-08-17,dividend,5.5556
LT,2011-08-17,dividend,6.4444
LT,2012-08-14,dividend,7.3333
LT,2013-07-11,split,1.5
LT,2013-08-13,dividend,8.22
LT,2014-08-13,dividend,9.5
LT,2015-09-01,dividend,10.8333
LT,2016-08-18,dividend,12.1667
LT,2017-07-13,dividend,14
LT,2017-07-13,split,1.5
LT,2017-08-11,dividend,14
LT,2018-08-14,dividend,16
LT,2019-07-24,dividend,18
LT,2020-03-24,dividend,10
LT,2020-08-05,dividend,8
LT,2020-11-04,dividend,18
LT,2021-07-28,dividend,18
LT,2022-07-21,dividend,22
LT,2023-08-02,dividend,30
LT,2024-06-20,dividend,28
LT,2025-06-03,dividend,34
LT,2026-05-22,dividend,38
LTF,2013-07-26,dividend,0.6976
LTF,2014-07-18,dividend,0.6976
LTF,2015-09-01,dividend,0.7441
LTF,2016-08-12,dividend,0.7441
LTF,2017-08-18,dividend,0.7441
LTF,2018-08-20,dividend,0.9301
LTF,2019-07-19,dividend,0.9301
LTF,2020-03-26,dividend,0.8371
LTF,2022-07-01,dividend,0.5
LTF,2023-07-21,dividend,2
LTF,2024-06-18,dividend,2.5
LTF,2025-05-27,dividend,2.75
LTF,2026-05-22,dividend,2.75
LTM,2016-11-17,dividend,6.85
LTM,2017-08-14,dividend,9.7
LTM,2017-11-13,dividend,8
LTM,2018-08-14,dividend,13.5
LTM,2018-10-31,dividend,12.5
LTM,2019-07-11,dividend,15.5
LTM,2019-10-24,dividend,12.5
LTM,2020-07-09,dividend,15.5
LTM,2020-10-27,dividend,15
LTM,2021-07-01,dividend,25
LTM,2021-07-30,dividend,10
LTM,2021-10-25,dividend,15
LTM,2022-06-30,dividend,30
LTM,2023-01-31,dividend,20
LTM,2023-07-10,dividend,40
LTM,2023-10-27,dividend,20
LTM,2024-06-19,dividend,45
LTM,2024-10-25,dividend,20
LTM,2025-05-23,dividend,45
LTM,2025-10-24,dividend,22
LTM,2026-05-25,dividend,53
LTTS,2016-11-21,dividend,3
LTTS,2017-08-14,dividend,4
LTTS,2017-11-14,dividend,4
LTTS,2018-08-13,dividend,12
LTTS,2018-11-01,dividend,7.5
LTTS,2019-07-11,dividend,13.5
LTTS,2019-10-30,dividend,7.5
LTTS,2020-07-08,dividend,13.5
LTTS,2020-10-26,dividend,7.5
LTTS,2021-07-08,dividend,14.5
LTTS,2021-10-26,dividend,10
LTTS,2022-01-25,dividend,10
LTTS,2022-07-07,dividend,15
LTTS,2022-10-27,dividend,15
LTTS,2023-07-07,dividend,30
LTTS,2023-10-27,dividend,17
LTTS,2024-06-14,dividend,33
LTTS,2024-10-25,dividend,17
LTTS,2025-06-06,dividend,38
LTTS,2025-10-27,dividend,18
LTTS,2026-05-22,dividend,40
LUPIN,2005-07-15,dividend,0.65
LUPIN,2006-07-07,dividend,0.65
LUPIN,2006-08-11,split,2
LUPIN,2007-07-10,dividend,1
LUPIN,2008-07-11,dividend,2
LUPIN,2009-07-20,dividend,2.5
LUPIN,2010-07-19,dividend,2.7
LUPIN,2010-08-27,split,5
LUPIN,2011-07-18,dividend,3
LUPIN,2012-07-13,dividend,3.2
LUPIN,2013-07-29,dividend,4
LUPIN,2014-02-13,dividend,3
LUPIN,2014-07-21,dividend,3
LUPIN,2015-07-14,dividend,7.5
LUPIN,2016-07-25,dividend,7.5
LUPIN,2017-07-24,dividend,7.5
LUPIN,2018-07-30,dividend,5
LUPIN,2019-07-29,dividend,5
LUPIN,2020-08-03,dividend,6
LUPIN,2021-07-27,dividend,6.5
LUPIN,2022-07-14,dividend,4
LUPIN,2023-07-14,dividend,4
LUPIN,2024-07-16,dividend,8
LUPIN,2025-07-25,dividend,12
LUPIN,2026-07-17,dividend,18
M&M,2005-06-29,dividend,1.625
M&M,2005-09-01,split,2
M&M,2006-06-29,dividend,2.5
M&M,2007-03-23,dividend,1.875
M&M,2007-07-05,dividend,1
M&M,2008-07-03,dividend,2.875
M&M,2009-07-09,dividend,2.5
M&M,2010-03-29,split,2
M&M,2010-07-08,dividend,4.75
M&M,2011-07-14,dividend,5.75
M&M,2012-07-12,dividend,6.25
M&M,2013-07-18,dividend,6.5
M&M,2014-07-17,dividend,7
M&M,2015-07-16,dividend,6
M&M,2016-07-21,dividend,6
M&M,2017-07-13,dividend,6.5
M&M,2017-12-21,split,2
M&M,2018-07-12,dividend,7.5
M&M,2019-07-18,dividend,8.5
M&M,2020-07-16,dividend,2.35
M&M,2021-07-15,dividend,8.75
M&M,2022-07-14,dividend,11.55
M&M,2023-07-14,dividend,16.25
M&M,2024-07-05,dividend,21.1
M&M,2025-07-04,dividend,25.3
M&M,2026-07-03,dividend,33
M&MFIN,2006-06-15,dividend,0.2373
M&MFIN,2007-03-26,dividend,0.2373
M&MFIN,2007-06-28,dividend,0.2373
M&MFIN,2008-06-26,dividend,0.5339
M&MFIN,2009-07-02,dividend,0.6526
M&MFIN,2010-06-30,dividend,0.8898
M&MFIN,2011-07-07,dividend,1.1865
M&MFIN,2012-07-05,dividend,1.661
M&MFIN,2013-02-15,split,5
M&MFIN,2013-07-04,dividend,2.1356
M&MFIN,2014-07-03,dividend,2.2543
M&MFIN,2015-07-02,dividend,2.3729
M&MFIN,2016-07-14,dividend,2.3729
M&MFIN,2017-07-14,dividend,1.4238
M&MFIN,2018-07-19,dividend,2.3729
M&MFIN,2019-07-15,dividend,3.856
M&MFIN,2021-07-16,dividend,0.7784
M&MFIN,2022-07-20,dividend,3.5028
M&MFIN,2023-07-21,dividend,5.838
M&MFIN,2024-07-16,dividend,6.1298
M&MFIN,2025-07-15,dividend,6.5
M&MFIN,2026-07-13,dividend,7.5
MAHABANK,2005-06-22,dividend,1.4
MAHABANK,2006-06-15,dividend,0.4
MAHABANK,2007-05-30,dividend,2
MAHABANK,2008-05-29,dividend,2
MAHABANK,2009-07-02,dividend,1.5
MAHABANK,2010-06-30,dividend,2
MAHABANK,2011-06-16,dividend,2
MAHABANK,2012-06-14,dividend,2.2
MAHABANK,2013-05-30,dividend,2.3
MAHABANK,2014-02-06,dividend,1
MAHABANK,2015-06-19,dividend,0.8
MAHABANK,2022-06-20,dividend,0.5
MAHABANK,2023-05-23,dividend,1.3
MAHABANK,2024-05-10,dividend,1.4
MAHABANK,2025-05-09,dividend,1.5
MAHABANK,2026-01-20,dividend,1
MAHABANK,2026-06-05,dividend,1.2
MANKIND,2025-08-08,dividend,1
MARICO,2005-01-28,dividend,0.07
MARICO,2005-05-03,dividend,0.0875
MARICO,2005-08-05,dividend,0.06
MARICO,2005-10-31,dividend,0.07
MARICO,2006-01-27,dividend,0.08
MARICO,2006-04-27,dividend,0.1
MARICO,2006-07-28,dividend,0.0675
MARICO,2006-10-20,dividend,0.075
MARICO,2007-01-23,dividend,0.085
MARICO,2007-02-21,split,10
MARICO,2007-03-29,dividend,0.1
MARICO,2007-07-30,dividend,0.07
MARICO,2007-10-29,dividend,0.075
MARICO,2008-04-29,dividend,0.185
MARICO,2008-10-24,dividend,0.15
MARICO,2009-04-27,dividend,0.175
MARICO,2009-10-30,dividend,0.15
MARICO,2010-05-03,dividend,0.18
MARICO,2010-11-01,dividend,0.15
MARICO,2011-05-06,dividend,0.18
MARICO,2011-11-09,dividend,0.15
MARICO,2012-05-08,dividend,0.2
MARICO,2012-11-07,dividend,0.25
MARICO,2013-05-03,dividend,0.25
MARICO,2013-11-01,dividend,0.375
MARICO,2014-02-06,dividend,0.5
MARICO,2014-03-27,dividend,0.875
MARICO,2014-11-13,dividend,0.5
MARICO,2015-02-06,dividend,0.75
MARICO,2015-11-09,dividend,0.875
MARICO,2015-12-22,split,2
MARICO,2016-02-05,dividend,1.5
MARICO,2016-03-17,dividend,1
MARICO,2016-11-16,dividend,1.5
MARICO,2017-02-09,dividend,2
MARICO,2017-11-06,dividend,1.75
MARICO,2018-02-16,dividend,2.5
MARICO,2018-11-12,dividend,2
MARICO,2019-02-12,dividend,2.75
MARICO,2019-11-04,dividend,2.75
MARICO,2020-02-06,dividend,3.25
MARICO,2020-03-16,dividend,0.75
MARICO,2020-11-05,dividend,3
MARICO,2021-03-10,dividend,4.5
MARICO,2021-11-08,dividend,3
MARICO,2022-02-04,dividend,6.25
MARICO,2023-03-08,dividend,4.5
MARICO,2023-11-07,dividend,3
MARICO,2024-03-06,dividend,6.5
MARICO,2025-02-07,dividend,3.5
MARICO,2025-08-01,dividend,7
MARICO,2026-07-30,dividend,4
MARUTI,2005-08-25,dividend,2
MARUTI,2006-08-23,dividend,3.5
MARUTI,2007-08-22,dividend,4.5
MARUTI,2008-08-14,dividend,5
MARUTI,2009-08-18,dividend,3.5
MARUTI,2010-08-24,dividend,6
MARUTI,2011-08-24,dividend,7.5
MARUTI,2012-08-14,dividend,7.5
MARUTI,2013-08-13,dividend,8
MARUTI,2014-08-27,dividend,12
MARUTI,2015-08-26,dividend,25
MARUTI,2016-08-31,dividend,35
MARUTI,2017-08-24,dividend,75
MARUTI,2018-08-14,dividend,80
MARUTI,2019-08-14,dividend,80
MARUTI,2020-08-13,dividend,60
MARUTI,2021-08-05,dividend,45
MARUTI,2022-08-03,dividend,60
MARUTI,2023-08-03,dividend,90
MARUTI,2024-08-02,dividend,125
MARUTI,2025-08-01,dividend,135
MARUTI,2026-08-07,dividend,140
MAXHEALTH,2023-09-08,dividend,1
MAXHEALTH,2024-08-23,dividend,1.5
MAXHEALTH,2025-07-04,dividend,1.5
MAXHEALTH,2026-07-03,dividend,2
MAZDOCK,2021-02-22,dividend,2.705
MAZDOCK,2021-09-20,dividend,0.915
MAZDOCK,2022-01-06,dividend,3.55
MAZDOCK,2022-09-19,dividend,0.815
MAZDOCK,2022-11-21,dividend,4.55
MAZDOCK,2023-09-20,dividend,3.43
MAZDOCK,2023-11-20,dividend,7.67
MAZDOCK,2024-09-19,dividend,6.055
MAZDOCK,2024-10-30,dividend,11.595
MAZDOCK,2024-12-27,split,2
MAZDOCK,2025-04-16,dividend,3
MAZDOCK,2025-09-19,dividend,2.71
MAZDOCK,2025-11-04,dividend,6
MAZDOCK,2026-02-13,dividend,7.5
MAZDOCK,2026-08-20,dividend,4.62
MCX,2012-04-26,dividend,3.6
MCX,2012-09-14,dividend,1.2
MCX,2012-11-15,dividend,2.4
MCX,2013-09-18,dividend,2.4
MCX,2013-11-21,dividend,1.4
MCX,2014-09-11,dividend,0.6
MCX,2015-09-16,dividend,2
MCX,2016-09-09,dividend,1.3
MCX,2017-08-14,dividend,3
MCX,2018-08-23,dividend,3.4
MCX,2019-09-12,dividend,4
MCX,2020-08-21,dividend,6
MCX,2021-08-26,dividend,5.52
MCX,2022-09-19,dividend,3.48
MCX,2023-09-15,dividend,3.818
MCX,2024-09-19,dividend,1.528
MCX,2025-08-08,dividend,6
MCX,2026-01-02,split,5
MCX,2026-08-28,dividend,8
MEDANTA,2025-08-22,dividend,0.5
MEDANTA,2026-08-14,dividend,0.5
MFSL,2007-03-12,split,5
MFSL,2012-11-22,dividend,10
MFSL,2013-09-10,dividend,2.2
MFSL,2013-11-21,dividend,1.8
MFSL,2014-09-12,dividend,1.8
MFSL,2014-11-25,dividend,4
MFSL,2015-09-15,dividend,1
MFSL,2015-11-19,dividend,1.8
MFSL,2016-09-19,dividend,1.8
MOTHERSON,2005-02-24,split,1.5
MOTHERSON,2005-08-11,dividend,0.039
MOTHERSON,2006-07-28,dividend,0.0449
MOTHERSON,2007-07-23,dividend,0.0585
MOTHERSON,2007-08-30,split,1.5
MOTHERSON,2008-08-01,dividend,0.079
MOTHERSON,2009-09-16,dividend,0.079
MOTHERSON,2010-08-18,dividend,0.1024
MOTHERSON,2011-08-25,dividend,0.161
MOTHERSON,2012-08-31,dividend,0.1317
MOTHERSON,2012-09-04,dividend,0.1317
MOTHERSON,2012-10-03,split,1.5
MOTHERSON,2013-08-21,dividend,0.1756
MOTHERSON,2013-12-20,split,1.5
MOTHERSON,2014-08-19,dividend,0.3292
MOTHERSON,2015-07-23,dividend,0.3951
MOTHERSON,2015-07-23,split,1.5
MOTHERSON,2016-03-22,dividend,0.4938
MOTHERSON,2017-07-05,split,1.5
MOTHERSON,2017-08-14,dividend,0.5926
MOTHERSON,2018-08-08,dividend,0.6667
MOTHERSON,2018-10-30,split,1.5
MOTHERSON,2019-08-08,dividend,0.6667
MOTHERSON,2020-03-12,dividend,0.6667
MOTHERSON,2021-09-03,dividend,0.6667
MOTHERSON,2022-08-12,dividend,0.2889
MOTHERSON,2022-10-03,split,1.5
MOTHERSON,2023-08-11,dividend,0.4333
MOTHERSON,2024-08-14,dividend,0.5333
MOTHERSON,2025-03-28,dividend,0.3333
MOTHERSON,2025-06-23,dividend,0.2333
MOTHERSON,2025-07-18,split,1.5
MOTHERSON,2026-03-27,dividend,0.35
MOTHERSON,2026-07-14,dividend,0.25
MOTILALOFS,2008-05-14,dividend,0.2
MOTILALOFS,2008-07-25,split,5
MOTILALOFS,2009-05-28,dividend,0.2
MOTILALOFS,2010-07-14,dividend,0.3
MOTILALOFS,2011-07-11,dividend,0.35
MOTILALOFS,2012-01-20,dividend,0.25
MOTILALOFS,2012-07-16,dividend,0.125
MOTILALOFS,2012-10-23,dividend,0.25
MOTILALOFS,2013-07-18,dividend,0.25
MOTILALOFS,2013-10-31,dividend,0.25
MOTILALOFS,2014-08-13,dividend,0.25
MOTILALOFS,2015-02-05,dividend,0.5
MOTILALOFS,2015-07-30,dividend,0.25
MOTILALOFS,2016-02-11,dividend,0.5
MOTILALOFS,2016-03-22,dividend,0.375
MOTILALOFS,2017-02-08,dividend,0.625
MOTILALOFS,2017-07-20,dividend,0.75
MOTILALOFS,2018-02-05,dividend,1
MOTILALOFS,2018-09-19,dividend,1.125
MOTILALOFS,2019-01-25,dividend,1
MOTILALOFS,2019-07-24,dividend,1.125
MOTILALOFS,2020-01-31,dividend,1
MOTILALOFS,2021-02-08,dividend,1.25
MOTILALOFS,2021-08-02,dividend,1.25
MOTILALOFS,2022-02-03,dividend,1.75
MOTILALOFS,2022-07-01,dividend,0.75
MOTILALOFS,2023-02-03,dividend,1.75
MOTILALOFS,2023-07-04,dividend,0.75
MOTILALOFS,2024-02-06,dividend,3.5
MOTILALOFS,2024-06-10,split,4
MOTILALOFS,2025-01-31,dividend,5
MOTILALOFS,2026-01-30,dividend,6
MPHASIS,2005-09-22,dividend,1.5
MPHASIS,2005-11-11,split,2
MPHASIS,2006-08-24,dividend,3
MPHASIS,2007-09-07,dividend,3
MPHASIS,2008-07-16,dividend,3.3
MPHASIS,2009-01-22,dividend,2
