symbol,date,kind,value
360ONE,2019-10-31,dividend,2.5
360ONE,2020-01-29,dividend,2.5
360ONE,2020-08-26,dividend,10
360ONE,2021-02-11,dividend,7.5
360ONE,2021-08-10,dividend,8.75
360ONE,2021-11-03,dividend,5
360ONE,2022-06-01,dividend,5
360ONE,2022-08-01,dividend,3.75
360ONE,2022-10-28,dividend,4.25
360ONE,2023-01-30,dividend,4.25
360ONE,2023-03-02,split,2
360ONE,2023-05-12,dividend,4
360ONE,2023-07-28,dividend,4
360ONE,2023-11-10,dividend,4
360ONE,2024-01-29,dividend,4.5
360ONE,2024-05-02,dividend,3.5
360ONE,2024-08-07,dividend,2.5
360ONE,2025-04-29,dividend,6
360ONE,2025-10-27,dividend,6
360ONE,2026-04-27,dividend,6
3MINDIA,2022-11-21,dividend,850
3MINDIA,2023-07-26,dividend,100
3MINDIA,2024-07-05,dividend,685
3MINDIA,2025-07-25,dividend,535
3MINDIA,2026-07-17,dividend,506
ABB,2005-05-11,dividend,1.4
ABB,2006-05-12,dividend,1.6
ABB,2007-05-14,dividend,2
ABB,2007-06-28,split,5
ABB,2008-05-26,dividend,2.2
ABB,2009-05-11,dividend,2.2
ABB,2010-05-03,dividend,2
ABB,2011-05-02,dividend,2
ABB,2012-05-02,dividend,3
ABB,2013-04-30,dividend,3
ABB,2014-04-25,dividend,3
ABB,2015-04-28,dividend,3.7
ABB,2016-04-13,dividend,3.7
ABB,2017-04-28,dividend,4
ABB,2018-04-27,dividend,4.4
ABB,2019-04-26,dividend,4.8
ABB,2020-07-16,dividend,4.8
ABB,2021-04-19,dividend,5
ABB,2022-04-27,dividend,5.2
ABB,2023-04-27,dividend,5.5
ABB,2023-08-25,dividend,5.5
ABB,2024-05-03,dividend,23.8
ABB,2024-08-23,dividend,10.66
ABB,2025-05-02,dividend,33.5
ABB,2025-08-08,dividend,9.77
ABB,2026-04-30,dividend,29.59
ABB,2026-08-07,dividend,90
ABBOTINDIA,2008-03-28,dividend,17.5
ABBOTINDIA,2009-03-09,dividend,14
ABBOTINDIA,2010-03-03,dividend,17
ABBOTINDIA,2011-04-19,dividend,17
ABBOTINDIA,2012-05-04,dividend,17
ABBOTINDIA,2013-04-16,dividend,17
ABBOTINDIA,2014-07-23,dividend,23
ABBOTINDIA,2015-07-22,dividend,31
ABBOTINDIA,2016-07-08,dividend,35
ABBOTINDIA,2017-07-10,dividend,40
ABBOTINDIA,2018-07-10,dividend,55
ABBOTINDIA,2019-08-13,dividend,65
ABBOTINDIA,2020-08-28,dividend,250
ABBOTINDIA,2021-07-19,dividend,275
ABBOTINDIA,2022-08-02,dividend,275
ABBOTINDIA,2023-07-21,dividend,325
ABBOTINDIA,2024-07-19,dividend,410
ABBOTINDIA,2025-07-25,dividend,475
ABBOTINDIA,2026-07-24,dividend,656
ACC,2005-06-29,dividend,7
ACC,2006-03-29,dividend,8
ACC,2007-03-14,dividend,15
ACC,2007-08-02,dividend,10
ACC,2008-04-10,dividend,10
ACC,2008-07-31,dividend,10
ACC,2009-03-24,dividend,10
ACC,2009-07-30,dividend,10
ACC,2010-03-23,dividend,13
ACC,2010-07-28,dividend,10
ACC,2011-03-29,dividend,20.5
ACC,2011-08-03,dividend,11
ACC,2012-03-12,dividend,17
ACC,2012-08-01,dividend,11
ACC,2013-03-21,dividend,19
ACC,2013-07-30,dividend,11
ACC,2014-03-24,dividend,19
ACC,2014-07-28,dividend,15
ACC,2015-03-12,dividend,19
ACC,2015-07-22,dividend,11
ACC,2016-02-22,dividend,6
ACC,2016-08-02,dividend,11
ACC,2017-03-16,dividend,6
ACC,2017-07-25,dividend,11
ACC,2018-05-17,dividend,15
ACC,2019-03-05,dividend,14
ACC,2020-05-19,dividend,14
ACC,2021-03-30,dividend,14
ACC,2022-04-04,dividend,58
ACC,2023-07-07,dividend,9.25
ACC,2024-06-14,dividend,7.5
ACC,2025-06-13,dividend,7.5
ACC,2026-06-12,dividend,7.5
ADANIENT,2005-08-05,dividend,0.1939
ADANIENT,2006-07-24,dividend,0.2181
ADANIENT,2007-03-22,dividend,0.2181
ADANIENT,2008-09-18,dividend,0.2908
ADANIENT,2009-08-20,dividend,0.4847
ADANIENT,2009-12-10,split,2
ADANIENT,2010-08-12,dividend,0.9695
ADANIENT,2011-08-03,dividend,0.9695
ADANIENT,2012-08-02,dividend,0.9695
ADANIENT,2013-07-30,dividend,1.3573
ADANIENT,2014-07-31,dividend,1.3573
ADANIENT,2015-07-31,dividend,1.3573
ADANIENT,2016-03-22,dividend,0.3878
ADANIENT,2017-07-31,dividend,0.3878
ADANIENT,2018-07-27,dividend,0.3878
ADANIENT,2019-07-29,dividend,0.3878
ADANIENT,2020-03-23,dividend,0.9695
ADANIENT,2021-07-01,dividend,0.9695
ADANIENT,2022-07-14,dividend,0.9695
ADANIENT,2023-07-07,dividend,1.1634
ADANIENT,2024-06-14,dividend,1.2603
ADANIENT,2025-06-13,dividend,1.2603
ADANIENT,2026-06-12,dividend,1.3
ADANIPORTS,2008-09-12,dividend,0.3
ADANIPORTS,2009-02-18,dividend,0.4
ADANIPORTS,2009-08-17,dividend,0.2
ADANIPORTS,2010-02-03,dividend,0.5
ADANIPORTS,2010-08-09,dividend,0.3
ADANIPORTS,2010-09-23,split,5
ADANIPORTS,2011-02-14,dividend,0.5
ADANIPORTS,2011-05-05,dividend,0.4
ADANIPORTS,2012-02-13,dividend,0.3
ADANIPORTS,2012-07-30,dividend,0.7
ADANIPORTS,2013-07-30,dividend,1
ADANIPORTS,2014-07-31,dividend,1
ADANIPORTS,2015-05-22,dividend,1.1
ADANIPORTS,2016-03-22,dividend,1.1
ADANIPORTS,2017-07-31,dividend,1.3
ADANIPORTS,2018-07-26,dividend,2
ADANIPORTS,2019-07-26,dividend,0.2
ADANIPORTS,2020-03-16,dividend,3.2
ADANIPORTS,2021-06-24,dividend,5
ADANIPORTS,2022-07-14,dividend,5
ADANIPORTS,2023-07-28,dividend,5
ADANIPORTS,2024-06-14,dividend,6
ADANIPORTS,2025-06-13,dividend,7
ADANIPORTS,2026-06-12,dividend,7.5
ADANIPOWER,2025-09-22,split,5
AIAENG,2006-09-14,dividend,0.5
AIAENG,2007-08-16,dividend,0.7
AIAENG,2008-08-28,dividend,0.8
AIAENG,2008-10-13,split,5
AIAENG,2008-11-26,dividend,0.6
AIAENG,2009-09-10,dividend,1.9
AIAENG,2010-02-18,dividend,0.8
AIAENG,2010-07-29,dividend,1.7
AIAENG,2011-07-28,dividend,3
AIAENG,2012-08-02,dividend,3
AIAENG,2013-08-01,dividend,4
AIAENG,2014-08-27,dividend,6
AIAENG,2015-09-10,dividend,8
AIAENG,2016-03-17,dividend,18
AIAENG,2017-02-20,dividend,4
AIAENG,2017-08-04,dividend,4
AIAENG,2018-04-04,dividend,8
AIAENG,2019-08-02,dividend,9
AIAENG,2020-03-17,dividend,27
AIAENG,2021-08-26,dividend,9
AIAENG,2022-09-02,dividend,9
AIAENG,2023-09-12,dividend,16
AIAENG,2024-08-20,dividend,16
AIAENG,2025-09-04,dividend,16
AIAENG,2026-09-04,dividend,16
AIIL,2025-03-27,dividend,0.2
AIIL,2025-05-16,dividend,0.1
AIIL,2026-01-13,split,5
AJANTPHARM,2006-09-18,dividend,0.1333
AJANTPHARM,2007-09-19,dividend,0.1778
AJANTPHARM,2008-06-27,dividend,0.2222
AJANTPHARM,2009-06-30,dividend,0.2222
AJANTPHARM,2010-06-29,dividend,0.3111
AJANTPHARM,2011-06-23,dividend,0.4444
AJANTPHARM,2012-06-28,dividend,0.6667
AJANTPHARM,2012-08-09,split,2
AJANTPHARM,2013-07-18,dividend,1.1111
AJANTPHARM,2013-09-17,split,1.5
AJANTPHARM,2014-07-24,dividend,2.6667
AJANTPHARM,2015-03-20,split,2.5
AJANTPHARM,2015-06-25,dividend,4
AJANTPHARM,2016-03-17,dividend,5.3333
AJANTPHARM,2016-11-07,dividend,4
AJANTPHARM,2017-03-23,dividend,4.6667
AJANTPHARM,2018-11-09,dividend,6
AJANTPHARM,2019-11-15,dividend,8.6667
AJANTPHARM,2020-11-12,dividend,6.3333
AJANTPHARM,2021-11-09,dividend,6.3333
AJANTPHARM,2022-06-22,split,1.5
AJANTPHARM,2022-11-11,dividend,7
AJANTPHARM,2023-08-04,dividend,25
AJANTPHARM,2024-02-08,dividend,26
AJANTPHARM,2024-11-06,dividend,28
AJANTPHARM,2025-11-10,dividend,28
AJANTPHARM,2026-08-05,dividend,32
ALKEM,2016-03-18,dividend,9.7
ALKEM,2016-11-23,dividend,6
ALKEM,2017-08-31,dividend,9
ALKEM,2018-02-16,dividend,6
ALKEM,2018-08-23,dividend,7
ALKEM,2019-02-15,dividend,8
ALKEM,2019-08-19,dividend,8
ALKEM,2020-02-13,dividend,22
ALKEM,2020-08-10,dividend,3
ALKEM,2021-02-11,dividend,25
ALKEM,2021-08-09,dividend,5
ALKEM,2022-02-10,dividend,30
ALKEM,2022-08-08,dividend,4
ALKEM,2023-02-17,dividend,40
ALKEM,2023-08-10,dividend,10
ALKEM,2024-02-16,dividend,35
ALKEM,2024-08-09,dividend,5
ALKEM,2025-02-14,dividend,37
ALKEM,2025-08-08,dividend,8
ALKEM,2026-02-20,dividend,43
ALKEM,2026-08-07,dividend,10
AMBUJACEM,2005-05-05,dividend,0.8
AMBUJACEM,2005-06-20,split,5
AMBUJACEM,2005-08-17,dividend,0.6
AMBUJACEM,2006-05-04,dividend,1
AMBUJACEM,2006-11-02,dividend,1.5
AMBUJACEM,2007-02-21,dividend,0.8
AMBUJACEM,2007-08-03,dividend,2.5
AMBUJACEM,2008-02-14,dividend,1
AMBUJACEM,2008-08-08,dividend,1.2
AMBUJACEM,2009-02-18,dividend,1
AMBUJACEM,2009-02-19,dividend,1
AMBUJACEM,2009-08-04,dividend,1.2
AMBUJACEM,2010-02-18,dividend,1.2
AMBUJACEM,2010-08-05,dividend,1.2
AMBUJACEM,2011-02-11,dividend,1.4
AMBUJACEM,2011-08-08,dividend,1.4
AMBUJACEM,2012-02-13,dividend,1.8
AMBUJACEM,2012-07-30,dividend,1.4
AMBUJACEM,2013-02-18,dividend,2.2
AMBUJACEM,2013-07-30,dividend,1.4
AMBUJACEM,2014-02-12,dividend,2.2
AMBUJACEM,2014-07-30,dividend,1.8
AMBUJACEM,2015-03-02,dividend,3.2
AMBUJACEM,2016-02-22,dividend,1.2
AMBUJACEM,2016-08-02,dividend,1.6
AMBUJACEM,2017-03-16,dividend,1.2
AMBUJACEM,2017-08-02,dividend,1.6
AMBUJACEM,2018-04-05,dividend,2
AMBUJACEM,2019-02-27,dividend,1.5
AMBUJACEM,2020-05-19,dividend,1.5
AMBUJACEM,2020-11-05,dividend,17
AMBUJACEM,2021-03-19,dividend,1
AMBUJACEM,2022-03-30,dividend,6.3
AMBUJACEM,2023-07-07,dividend,2.5
AMBUJACEM,2024-06-14,dividend,2
AMBUJACEM,2025-06-13,dividend,2
AMBUJACEM,2026-06-12,dividend,2
ANTHEM,2026-06-25,dividend,2
APARINDS,2005-03-21,dividend,0.75
APARINDS,2005-09-21,dividend,0.9375
APARINDS,2005-11-11,dividend,0.5625
APARINDS,2006-04-12,dividend,0.75
APARINDS,2006-08-02,dividend,1.3125
APARINDS,2006-11-10,dividend,1.125
APARINDS,2007-01-11,split,1.3333
APARINDS,2007-07-30,dividend,2
APARINDS,2007-11-07,dividend,1.5
APARINDS,2008-08-18,dividend,4
APARINDS,2010-07-22,dividend,5
APARINDS,2010-11-03,dividend,2.5
APARINDS,2011-08-12,dividend,3.5
APARINDS,2012-11-02,dividend,4
APARINDS,2013-08-01,dividend,5.25
APARINDS,2014-07-24,dividend,5.25
APARINDS,2015-07-30,dividend,3.5
APARINDS,2016-03-22,dividend,6.5
APARINDS,2017-08-01,dividend,10
APARINDS,2018-08-01,dividend,9.5
APARINDS,2019-07-31,dividend,9.5
APARINDS,2020-03-05,dividend,9.5
APARINDS,2021-08-05,dividend,9.5
APARINDS,2022-08-04,dividend,15
APARINDS,2023-08-04,dividend,40
APARINDS,2024-08-20,dividend,51
APARINDS,2025-07-29,dividend,51
APARINDS,2026-09-11,dividend,60
APLAPOLLO,2012-09-20,dividend,0.2
APLAPOLLO,2013-08-07,dividend,0.5
APLAPOLLO,2014-09-17,dividend,0.5
APLAPOLLO,2015-08-13,dividend,0.6
APLAPOLLO,2016-09-08,dividend,1
APLAPOLLO,2017-09-21,dividend,1.2
APLAPOLLO,2018-09-19,dividend,1.4
APLAPOLLO,2019-09-19,dividend,1.4
APLAPOLLO,2020-12-15,split,5
APLAPOLLO,2021-09-16,split,2
APLAPOLLO,2022-09-02,dividend,3.5
APLAPOLLO,2023-09-01,dividend,5
APLAPOLLO,2024-09-19,dividend,5.5
APLAPOLLO,2025-08-22,dividend,5.75
APLAPOLLO,2026-09-08,dividend,8.5
APOLLOHOSP,2005-07-29,dividend,2
APOLLOHOSP,2006-07-27,dividend,2.25
APOLLOHOSP,2007-03-22,dividend,1.5
APOLLOHOSP,2007-08-09,dividend,1
APOLLOHOSP,2008-08-11,dividend,3
APOLLOHOSP,2009-08-20,dividend,3.25
APOLLOHOSP,2010-07-15,dividend,3.5
APOLLOHOSP,2010-09-02,split,2
APOLLOHOSP,2011-07-07,dividend,3.75
APOLLOHOSP,2012-07-26,dividend,4
APOLLOHOSP,2013-07-25,dividend,5.5
APOLLOHOSP,2014-08-13,dividend,5.75
APOLLOHOSP,2015-07-30,dividend,5.75
APOLLOHOSP,2016-03-22,dividend,6
APOLLOHOSP,2017-09-07,dividend,6
APOLLOHOSP,2018-09-12,dividend,5
APOLLOHOSP,2019-09-12,dividend,6
APOLLOHOSP,2020-02-25,dividend,3.25
APOLLOHOSP,2020-09-17,dividend,2.75
APOLLOHOSP,2021-08-18,dividend,3
APOLLOHOSP,2022-08-18,dividend,11.75
APOLLOHOSP,2023-02-24,dividend,6
APOLLOHOSP,2023-08-18,dividend,9
APOLLOHOSP,2024-02-20,dividend,6
APOLLOHOSP,2024-08-16,dividend,10
APOLLOHOSP,2025-02-14,dividend,9
APOLLOHOSP,2025-08-19,dividend,10
APOLLOHOSP,2026-02-16,dividend,10
APOLLOHOSP,2026-08-14,dividend,10
APOLLOTYRE,2005-06-29,dividend,0.45
APOLLOTYRE,2006-08-21,dividend,0.45
APOLLOTYRE,2007-03-23,dividend,0.45
APOLLOTYRE,2007-08-17,split,10
APOLLOTYRE,2008-06-27,dividend,0.5
APOLLOTYRE,2009-06-29,dividend,0.45
APOLLOTYRE,2010-07-14,dividend,0.75
APOLLOTYRE,2011-07-26,dividend,0.5
APOLLOTYRE,2012-07-30,dividend,0.5
APOLLOTYRE,2013-07-18,dividend,0.5
APOLLOTYRE,2014-07-17,dividend,0.75
APOLLOTYRE,2015-08-04,dividend,2
APOLLOTYRE,2016-08-01,dividend,2
APOLLOTYRE,2017-06-27,dividend,3
APOLLOTYRE,2018-07-18,dividend,3
APOLLOTYRE,2019-07-23,dividend,3.25
APOLLOTYRE,2020-03-04,dividend,3
APOLLOTYRE,2021-07-15,dividend,3.5
APOLLOTYRE,2022-06-16,dividend,3.25
APOLLOTYRE,2023-07-14,dividend,4.5
APOLLOTYRE,2024-07-05,dividend,6
APOLLOTYRE,2025-07-11,dividend,5
APOLLOTYRE,2026-02-10,dividend,3.5
APOLLOTYRE,2026-07-10,dividend,2.5
ASHOKLEY,2005-07-07,dividend,0.25
ASHOKLEY,2006-07-12,dividend,0.3
ASHOKLEY,2007-03-28,dividend,0.375
ASHOKLEY,2008-07-16,dividend,0.375
ASHOKLEY,2009-07-14,dividend,0.25
ASHOKLEY,2010-07-16,dividend,0.375
ASHOKLEY,2011-06-29,dividend,0.5
ASHOKLEY,2011-08-02,split,2
ASHOKLEY,2012-07-12,dividend,0.5
ASHOKLEY,2013-07-04,dividend,0.3
ASHOKLEY,2015-06-17,dividend,0.225
ASHOKLEY,2016-07-13,dividend,0.475
ASHOKLEY,2017-07-11,dividend,0.78
ASHOKLEY,2018-07-09,dividend,1.215
ASHOKLEY,2019-07-23,dividend,1.55
ASHOKLEY,2020-03-19,dividend,0.25
ASHOKLEY,2021-08-31,dividend,0.3
ASHOKLEY,2022-07-14,dividend,0.5
ASHOKLEY,2023-07-07,dividend,1.3
ASHOKLEY,2024-04-03,dividend,2.475
ASHOKLEY,2024-11-19,dividend,1
ASHOKLEY,2025-05-22,dividend,2.125
ASHOKLEY,2025-07-16,split,2
ASHOKLEY,2025-11-18,dividend,1
ASHOKLEY,2026-06-03,dividend,2.5
ASIANPAINT,2005-06-22,dividend,0.55
ASIANPAINT,2005-10-31,dividend,0.45
ASIANPAINT,2006-06-15,dividend,0.8
ASIANPAINT,2006-11-03,dividend,0.55
ASIANPAINT,2007-03-20,dividend,0.65
ASIANPAINT,2007-06-13,dividend,0.1
ASIANPAINT,2007-10-25,dividend,0.65
ASIANPAINT,2008-06-12,dividend,1.05
ASIANPAINT,2008-10-29,dividend,0.65
ASIANPAINT,2009-06-17,dividend,1.1
ASIANPAINT,2009-10-26,dividend,0.85
ASIANPAINT,2010-06-30,dividend,1.85
ASIANPAINT,2010-10-29,dividend,0.85
ASIANPAINT,2011-06-09,dividend,2.35
ASIANPAINT,2011-10-25,dividend,0.95
ASIANPAINT,2012-06-07,dividend,3.05
ASIANPAINT,2012-10-29,dividend,0.95
ASIANPAINT,2013-06-06,dividend,3.65
ASIANPAINT,2013-07-30,split,10
ASIANPAINT,2013-10-24,dividend,1.1
ASIANPAINT,2014-06-16,dividend,4.2
ASIANPAINT,2014-09-22,dividend,1.8
ASIANPAINT,2015-06-24,dividend,4.3
ASIANPAINT,2015-10-28,dividend,2.2
ASIANPAINT,2016-06-16,dividend,5.3
ASIANPAINT,2016-11-01,dividend,2.65
ASIANPAINT,2017-06-15,dividend,7.65
ASIANPAINT,2017-10-31,dividend,2.65
ASIANPAINT,2018-06-14,dividend,6.05
ASIANPAINT,2018-10-29,dividend,2.85
ASIANPAINT,2019-06-13,dividend,7.65
ASIANPAINT,2019-10-30,dividend,3.35
ASIANPAINT,2020-03-03,dividend,7.15
ASIANPAINT,2020-07-23,dividend,1.5
ASIANPAINT,2020-10-28,dividend,3.35
ASIANPAINT,2021-06-10,dividend,14.5
ASIANPAINT,2021-10-28,dividend,3.65
ASIANPAINT,2022-06-09,dividend,15.5
ASIANPAINT,2022-10-31,dividend,4.4
ASIANPAINT,2023-06-09,dividend,21.25
ASIANPAINT,2023-11-03,dividend,5.15
ASIANPAINT,2024-06-11,dividend,28.15
ASIANPAINT,2024-11-19,dividend,4.25
ASIANPAINT,2025-06-10,dividend,20.55
ASIANPAINT,2025-11-18,dividend,4.5
ASIANPAINT,2026-06-23,dividend,23
ASTRAL,2008-06-09,dividend,0.045
ASTRAL,2009-07-16,dividend,0.045
ASTRAL,2009-10-22,dividend,0.045
ASTRAL,2010-07-28,dividend,0.045
ASTRAL,2010-09-15,split,2
ASTRAL,2010-11-03,dividend,0.045
ASTRAL,2011-07-21,dividend,0.0558
ASTRAL,2011-11-17,dividend,0.045
ASTRAL,2012-07-30,dividend,0.0567
ASTRAL,2012-11-22,dividend,0.045
ASTRAL,2013-07-23,dividend,0.0675
ASTRAL,2013-09-05,split,2.5
ASTRAL,2013-11-13,dividend,0.0563
ASTRAL,2014-08-13,dividend,0.09
ASTRAL,2014-09-25,split,2
ASTRAL,2014-11-05,dividend,0.0675
ASTRAL,2015-08-03,dividend,0.1013
ASTRAL,2015-11-09,dividend,0.0675
ASTRAL,2016-03-17,dividend,0.1125
ASTRAL,2016-11-24,dividend,0.09
ASTRAL,2017-07-31,dividend,0.135
ASTRAL,2017-11-20,dividend,0.1125
ASTRAL,2018-08-14,dividend,0.1575
ASTRAL,2018-11-20,dividend,0.135
ASTRAL,2019-07-25,dividend,0.18
ASTRAL,2019-09-16,split,1.25
ASTRAL,2019-10-31,dividend,0.225
ASTRAL,2020-02-17,dividend,0.3375
ASTRAL,2020-11-12,dividend,0.5625
ASTRAL,2021-03-18,split,1.3333
ASTRAL,2021-08-23,dividend,0.75
ASTRAL,2021-11-17,dividend,0.9375
ASTRAL,2022-08-19,dividend,1.3125
ASTRAL,2022-11-18,dividend,0.9375
ASTRAL,2023-03-14,split,1.3333
ASTRAL,2023-08-04,dividend,2.25
ASTRAL,2023-10-27,dividend,1.5
ASTRAL,2024-08-16,dividend,2.25
ASTRAL,2024-11-14,dividend,1.5
ASTRAL,2025-08-14,dividend,2.25
ASTRAL,2025-11-11,dividend,1.5
ASTRAL,2026-08-14,dividend,2.5
ATGL,2019-07-26,dividend,0.25
ATGL,2020-03-26,dividend,0.25
ATGL,2021-06-24,dividend,0.25
ATGL,2022-07-14,dividend,0.25
ATGL,2023-07-07,dividend,0.25
ATGL,2024-06-14,dividend,0.25
ATGL,2025-06-13,dividend,0.25
ATGL,2026-06-12,dividend,0.25
AUBANK,2018-07-30,dividend,0.25
AUBANK,2019-07-18,dividend,0.375
AUBANK,2022-06-09,split,2
AUBANK,2022-07-28,dividend,0.5
AUBANK,2023-07-14,dividend,1
AUBANK,2024-07-12,dividend,1
AUBANK,2025-07-04,dividend,1
AUBANK,2026-07-31,dividend,1
AUROPHARMA,2005-09-20,dividend,0.05
AUROPHARMA,2006-09-08,dividend,0.15
AUROPHARMA,2007-09-14,dividend,0.25
AUROPHARMA,2008-08-11,dividend,0.325
AUROPHARMA,2009-02-05,dividend,0.3
AUROPHARMA,2009-12-16,dividend,0.15
AUROPHARMA,2010-02-05,dividend,0.3
AUROPHARMA,2010-09-13,dividend,1
AUROPHARMA,2010-11-11,dividend,0.5
AUROPHARMA,2011-02-10,split,5
AUROPHARMA,2011-07-20,dividend,0.5
AUROPHARMA,2012-07-30,dividend,0.5
AUROPHARMA,2013-02-18,dividend,0.5
AUROPHARMA,2013-07-30,dividend,0.25
AUROPHARMA,2013-11-19,dividend,0.625
AUROPHARMA,2014-06-11,dividend,0.875
AUROPHARMA,2014-08-13,dividend,0.75
AUROPHARMA,2015-02-16,dividend,1
AUROPHARMA,2015-06-08,dividend,0.5
AUROPHARMA,2015-07-20,split,2
AUROPHARMA,2015-08-21,dividend,0.5
AUROPHARMA,2015-11-19,dividend,0.6
AUROPHARMA,2016-02-18,dividend,0.7
AUROPHARMA,2016-06-09,dividend,0.7
AUROPHARMA,2016-11-24,dividend,1.25
AUROPHARMA,2017-06-08,dividend,1.25
AUROPHARMA,2017-11-21,dividend,1.5
AUROPHARMA,2018-02-20,dividend,1
AUROPHARMA,2018-11-20,dividend,1.25
AUROPHARMA,2019-02-15,dividend,1.25
AUROPHARMA,2019-11-21,dividend,1.25
AUROPHARMA,2020-02-17,dividend,1.75
AUROPHARMA,2020-08-21,dividend,1.25
AUROPHARMA,2020-11-23,dividend,1.25
AUROPHARMA,2021-02-22,dividend,1.5
AUROPHARMA,2021-08-27,dividend,1.5
AUROPHARMA,2021-11-17,dividend,1.5
AUROPHARMA,2022-02-18,dividend,1.5
AUROPHARMA,2022-06-06,dividend,4.5
AUROPHARMA,2023-02-17,dividend,3
AUROPHARMA,2023-11-20,dividend,3
AUROPHARMA,2024-02-20,dividend,1.5
AUROPHARMA,2025-08-08,dividend,4
AWL,2026-06-19,dividend,1
AXISBANK,2005-05-20,dividend,0.56
AXISBANK,2006-05-16,dividend,0.7
AXISBANK,2007-05-17,dividend,0.9
AXISBANK,2008-05-22,dividend,1.2
AXISBANK,2009-05-14,dividend,2
AXISBANK,2010-05-20,dividend,2.4
AXISBANK,2011-06-08,dividend,2.8
AXISBANK,2012-06-14,dividend,3.2
AXISBANK,2013-07-05,dividend,3.6
AXISBANK,2014-06-12,dividend,4
AXISBANK,2014-07-28,split,5
AXISBANK,2015-07-09,dividend,4.6
AXISBANK,2016-07-07,dividend,5
AXISBANK,2017-07-06,dividend,5
AXISBANK,2019-07-04,dividend,1
AXISBANK,2022-07-07,dividend,1
AXISBANK,2023-07-07,dividend,1
AXISBANK,2024-07-12,dividend,1
AXISBANK,2025-07-04,dividend,1
AXISBANK,2026-07-10,dividend,1
BAJAJ-AUTO,2008-06-27,dividend,10
BAJAJ-AUTO,2009-07-02,dividend,11
BAJAJ-AUTO,2010-07-08,dividend,20
BAJAJ-AUTO,2010-09-08,split,2
BAJAJ-AUTO,2011-06-29,dividend,40
BAJAJ-AUTO,2012-07-05,dividend,45
BAJAJ-AUTO,2013-07-04,dividend,45
BAJAJ-AUTO,2014-07-03,dividend,50
BAJAJ-AUTO,2015-07-09,dividend,50
BAJAJ-AUTO,2016-03-16,dividend,50
BAJAJ-AUTO,2016-07-14,dividend,5
BAJAJ-AUTO,2017-07-06,dividend,55
BAJAJ-AUTO,2018-07-05,dividend,60
BAJAJ-AUTO,2019-07-11,dividend,60
BAJAJ-AUTO,2020-03-03,dividend,120
BAJAJ-AUTO,2021-07-08,dividend,140
BAJAJ-AUTO,2022-06-30,dividend,140
BAJAJ-AUTO,2023-06-30,dividend,140
BAJAJ-AUTO,2024-06-14,dividend,80
BAJAJ-AUTO,2025-06-20,dividend,210
BAJAJ-AUTO,2026-05-29,dividend,150
BAJAJFINSV,2008-06-27,dividend,0.0982
BAJAJFINSV,2009-07-02,dividend,0.0982
BAJAJFINSV,2010-07-08,dividend,0.0982
BAJAJFINSV,2011-06-29,dividend,0.1228
BAJAJFINSV,2012-07-05,dividend,0.1474
BAJAJFINSV,2013-07-04,dividend,0.15
BAJAJFINSV,2014-07-03,dividend,0.175
BAJAJFINSV,2015-07-09,dividend,0.175
BAJAJFINSV,2016-03-16,dividend,0.175
BAJAJFINSV,2017-07-06,dividend,0.175
BAJAJFINSV,2018-07-05,dividend,0.175
BAJAJFINSV,2019-07-11,dividend,0.25
BAJAJFINSV,2020-03-03,dividend,0.5
BAJAJFINSV,2021-07-08,dividend,0.3
BAJAJFINSV,2022-06-30,dividend,0.4
BAJAJFINSV,2022-09-13,split,5
BAJAJFINSV,2023-06-30,dividend,0.8
BAJAJFINSV,2024-06-21,dividend,1
BAJAJFINSV,2025-06-27,dividend,1
BAJAJFINSV,2026-06-30,dividend,1.5
BAJAJHLDNG,2005-06-29,dividend,25
BAJAJHLDNG,2006-06-29,dividend,40
BAJAJHLDNG,2007-06-28,dividend,40
BAJAJHLDNG,2008-06-27,dividend,20
BAJAJHLDNG,2009-07-02,dividend,10
BAJAJHLDNG,2010-07-08,dividend,30
BAJAJHLDNG,2011-06-29,dividend,35
BAJAJHLDNG,2012-07-05,dividend,25
BAJAJHLDNG,2013-07-04,dividend,25
BAJAJHLDNG,2014-07-03,dividend,30
BAJAJHLDNG,2015-07-09,dividend,32.5
BAJAJHLDNG,2016-03-16,dividend,25
BAJAJHLDNG,2016-07-14,dividend,7.5
BAJAJHLDNG,2017-07-06,dividend,32.5
BAJAJHLDNG,2018-07-05,dividend,40
BAJAJHLDNG,2019-07-11,dividend,32.5
BAJAJHLDNG,2020-03-03,dividend,40
BAJAJHLDNG,2021-07-08,dividend,40
BAJAJHLDNG,2021-09-28,dividend,90
BAJAJHLDNG,2022-06-30,dividend,25
BAJAJHLDNG,2022-09-22,dividend,110
BAJAJHLDNG,2023-06-30,dividend,13
BAJAJHLDNG,2023-09-28,dividend,110
BAJAJHLDNG,2024-06-28,dividend,21
BAJAJHLDNG,2024-09-25,dividend,65
BAJAJHLDNG,2025-06-27,dividend,28
BAJAJHLDNG,2025-09-22,dividend,65
BAJAJHLDNG,2026-06-30,dividend,130
BAJAJHLDNG,2026-09-21,dividend,65
BAJFINANCE,2005-06-29,dividend,0.0729
BAJFINANCE,2006-06-29,dividend,0.0389
BAJFINANCE,2007-06-28,dividend,0.0291
BAJFINANCE,2008-06-27,dividend,0.0097
BAJFINANCE,2009-06-29,dividend,0.0194
BAJFINANCE,2010-07-08,dividend,0.0583
